elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,1038377,207675.40,1038377,207675.40,731120,104512,0,0,831035,28.00,41.00,51.00,233.000000,42250,30.00,34091,29.00,79026,30.00,16084,399.00,35891,426.00,0,0.00,0,0.00,0,0,0,37751072,34366,2,7,0,0,0,0,0,4,0,0,0,0,0,0,0,447733468,1177271846
10.18,0,717933,143586.60,717934,143586.80,1236144,176943,0,0,574365,29.00,49.00,107.00,1265.000000,28587,58.00,23629,57.00,55258,55.00,11031,635.00,25064,699.00,0,0.00,0,0.00,0,0,0,62917088,57319,0,4,0,0,0,0,7,7,0,0,0,0,0,0,0,1813720915,1877042632
15.23,0,993830,198766.00,993829,198765.80,1932375,276315,0,0,794726,25.00,38.00,45.00,160.000000,40129,33.00,32741,33.00,76776,33.00,15350,426.00,34107,462.00,0,0.00,0,0.00,0,0,0,55577000,51334,1,9,0,0,0,0,4,11,0,0,0,0,0,0,0,3137833038,3059874070
20.28,0,978573,195714.60,978573,195714.60,2617848,374046,0,0,782458,22.00,37.00,52.00,1160.000000,39552,39.00,32668,39.00,75096,38.00,14995,544.00,33804,549.00,0,0.00,0,0.00,0,0,0,33556736,29824,1,10,0,0,0,0,8,11,0,0,0,0,0,0,0,4790831334,3442952969
25.33,0,803336,160667.20,803336,160667.20,3171891,453273,0,0,641921,25.00,42.00,54.00,175.000000,32277,50.00,26578,50.00,62050,51.00,12380,712.00,28130,748.00,0,0.00,0,0.00,0,0,0,50334080,45976,1,14,0,0,0,0,8,11,0,0,0,0,0,0,0,6100006493,5465885693
30.36,0,784409,156881.80,784409,156881.80,3725504,531926,0,0,628093,25.00,41.00,58.00,1180.000000,31374,55.00,25677,54.00,60200,54.00,12030,694.00,27035,773.00,0,0.00,0,0.00,0,0,0,2099216,1450,1,18,0,0,0,0,8,11,0,0,0,0,0,0,0,7536116048,7512945341
35.39,0,864670,172934.00,864670,172934.00,4331302,618807,0,0,691821,23.00,36.00,46.00,129.000000,34648,41.00,28457,41.00,66504,41.00,13121,574.00,30119,601.00,0,0.00,0,0.00,0,0,0,17827976,15241,1,17,0,0,0,0,16,11,0,0,0,0,0,0,0,8800486945,6125640143
40.43,0,825583,165116.60,825583,165116.60,4908189,701329,0,0,660446,24.00,38.00,49.00,160.000000,32919,44.00,27168,44.00,63515,44.00,12825,634.00,28710,652.00,0,0.00,0,0.00,0,0,0,65014256,59744,1,18,0,0,0,0,16,11,0,0,0,0,0,0,0,10095751376,8189769941
45.46,0,530016,106003.20,530016,106003.20,5275870,753589,10,0,424215,25.00,63.00,1173.00,2300.000000,21189,72.00,17391,74.00,40623,72.00,8074,896.00,18514,947.00,0,0.00,10,91.00,0,0,0,51382664,46994,0,20,0,0,0,0,16,11,0,0,0,0,0,0,0,11135766645,10407043529
50.48,0,258217,51643.40,258217,51643.40,5456458,779474,122,0,206654,30.00,1150.00,2303.00,2457.000000,10344,104.00,8610,103.00,19576,102.00,3992,951.00,8929,1033.00,0,0.00,112,1347.00,0,0,0,8390720,6639,1,20,0,0,0,0,16,11,0,0,0,0,0,0,0,11526685976,12647141552
