exp_id,timestamp_us,phase,active_memtable_generation,active_range_tombstones,active_memtable_bytes,range_del_rate,estimated_capacity_flush_ms,first_tombstone_seen_time_us,getlive_samples,getlive_p99_us,getdel_samples,getdel_p99_us,scan_samples,scan_p99_us,put_samples,put_p99_us,l0_files,immutable_memtables,pending_compaction_bytes,read_debt,reclaim_debt,maintenance_debt,decision,decision_reason,conflict_state
rtp_mc_v2a_rep03,570193,1,1,503,3147800,5300.87,4168.95,508505,60731,230.34,0,0.00,20384,294.05,21035,59.64,0,0,141536623,1.7721,1039.2235,0.3697,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,631021,1,2,592,3147800,1463.14,4168.95,631021,62328,229.23,0,0.00,21211,292.98,27633,71.05,0,0,143238789,1.7247,738.3142,0.3781,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,691958,1,3,623,3147800,508.72,4168.95,691958,55651,235.56,0,0.00,19241,301.63,31359,77.91,0,0,145100344,1.8524,673.8722,0.3874,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,752800,1,4,667,3147800,723.18,4168.95,752800,48551,243.25,0,0.00,17255,307.54,35627,77.72,0,0,146892159,1.9412,739.3185,0.3963,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1080194,1,5,423,3147800,0.00,4168.95,1080194,11997,898.84,0,0.00,6064,1079.34,38805,86.99,0,1,0,9.5973,423.0000,2.0000,YIELD,INFLIGHT_FLUSH,READ_MAINTENANCE_CONFLICT
rtp_mc_v2a_rep03,1138653,1,5,789,4196384,6260.80,3902.59,1080194,10981,912.56,0,0.00,5564,1084.58,35740,90.32,0,0,10838862,8.9885,1424.2322,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1197901,1,6,500,3147800,0.00,3967.64,1197901,10779,913.67,0,0.00,5415,1086.56,34706,91.59,0,0,13100201,8.8579,500.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1257096,1,7,486,3147800,0.00,3967.64,1257096,10344,914.78,0,0.00,5224,1096.48,33273,92.87,0,0,14621074,8.5665,486.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1316093,2,8,476,2099216,0.00,4032.68,1316093,11953,898.84,0,0.00,6022,1079.34,38283,90.32,0,0,16141766,8.6534,476.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1756190,2,9,238,2099216,0.00,4032.68,1756190,19020,690.16,0,0.00,6962,1026.40,18125,87.41,0,0,8228167,9.6623,238.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1822195,2,10,327,2099216,1348.38,4032.68,1822195,22117,674.45,0,0.00,7435,1018.96,9399,104.84,0,0,8665372,11.8916,461.8383,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1888296,2,11,338,1050632,166.41,4097.73,1888296,29645,632.87,0,0.00,9916,970.75,11567,99.82,0,0,9221307,12.8448,354.6412,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,1948145,2,12,348,2099216,167.09,4032.68,1948145,36935,602.56,0,0.00,12350,928.18,13655,96.78,0,0,9802361,13.4354,364.7087,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,2245855,2,13,181,1050632,0.00,4097.73,2245855,58073,513.17,0,0.00,19513,836.31,19621,86.89,0,0,3489133,11.1920,181.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep03,2306108,2,14,134,1050632,0.00,4097.73,2306108,45231,255.49,0,0.00,15169,360.01,12927,69.31,0,0,3794540,2.2819,134.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,50234,0,0,0,2048,0.00,1646017.48,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.0000,0.0000,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
rtp_mc_v2a_rep04,103990,0,0,63,1050632,1171.96,11233.54,103990,2568,41.09,0,0.00,895,223.33,762,49.37,0,0,0,0.0000,180.1962,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,157874,0,0,251,2099216,3488.98,6530.80,103990,12016,67.12,0,0.00,4100,150.44,3685,46.63,0,0,0,0.0000,602.5582,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,213236,0,0,470,3147800,3955.78,5056.14,103990,22865,104.59,0,0.00,7706,160.62,7049,43.78,0,0,0,0.0000,875.8242,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,272021,0,0,683,4196384,3623.37,4428.46,103990,33298,135.80,0,0.00,11144,184.86,10307,43.68,0,0,0,0.0000,1068.2861,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,331872,0,0,866,5244968,3057.59,4069.87,103990,42489,162.67,0,0.00,14209,211.22,13222,43.89,0,0,0,0.0000,1211.0757,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,392417,0,0,1015,6293552,2460.98,3840.31,103990,50646,198.44,0,0.00,16886,251.65,15862,45.76,0,0,0,0.0000,1319.5619,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep04,453176,0,0,1141,6293552,2073.77,5486.16,103990,56741,245.32,0,0.00,18867,299.08,17791,48.39,0,0,0,2.8373,1428.0185,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,515769,0,1,57,1050632,0.00,5959.12,515769,59554,249.07,0,0.00,19852,302.54,18659,48.77,0,0,142135786,2.8328,57.0000,0.3727,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,577671,1,2,339,2099216,4555.59,5864.53,577671,60961,247.86,0,0.00,20492,315.65,21721,98.68,0,0,142351411,2.7660,794.5588,0.3737,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,641818,1,3,400,3147800,950.94,5769.93,641818,59905,251.04,0,0.00,20320,334.97,25614,115.16,0,0,143353761,2.8423,495.0941,0.3787,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,703299,1,4,453,2099216,862.05,5864.53,703299,51942,262.55,0,0.00,17887,355.24,27559,122.88,0,0,144626744,2.9783,539.2055,0.3850,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1044227,1,5,284,2099216,0.00,5864.53,1044227,8642,868.86,0,0.00,4291,1093.16,26527,145.07,0,0,6719549,6.4322,284.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1105361,1,6,358,3147800,1210.46,5769.93,1105361,8482,870.96,0,0.00,4304,1092.50,27492,141.08,0,0,7558593,6.3590,479.0456,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1164364,1,7,431,2099216,1237.23,5864.53,1164364,8317,872.55,0,0.00,4290,1093.16,27272,131.19,0,0,8669728,6.3262,554.7225,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1221460,1,8,489,3147800,1015.83,5769.93,1221460,8387,872.55,0,0.00,4294,1093.16,27469,127.12,0,0,9886193,6.4261,590.5833,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1590982,1,9,393,3147800,0.00,5769.93,1590982,9185,955.57,0,0.00,4603,1267.34,29457,120.30,0,0,7834909,7.6385,393.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1664107,1,10,390,2099216,0.00,5864.53,1664107,9417,950.95,0,0.00,4619,1267.34,29947,122.36,0,0,8930820,7.5969,390.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1732378,1,11,269,2099216,0.00,5864.53,1732378,7610,980.80,0,0.00,3697,1306.33,23925,123.70,0,0,10173709,6.9818,269.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,1789187,2,12,99,2099216,0.00,5864.53,1789187,9418,950.95,0,0.00,4286,1277.37,24607,123.47,0,0,10995690,7.4025,99.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,2265358,2,13,160,2099216,128.11,5864.53,2265358,25517,528.00,0,0.00,8422,756.28,7585,106.76,0,0,5000945,8.6616,172.8105,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,2322984,2,14,215,2099216,954.43,5864.53,2322984,28620,520.06,0,0.00,9416,743.56,8277,107.41,0,0,5274657,9.4394,310.4430,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,2380670,2,15,289,2099216,1282.81,5864.53,2380670,34417,499.37,0,0.00,11407,713.54,9993,105.86,0,0,5673622,9.5334,417.2807,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep04,2439074,2,16,328,2099216,667.76,5864.53,2439074,41329,478.34,0,0.00,13729,699.84,11885,104.33,0,0,6167524,9.6947,394.7762,0.0000,SEAL,READ_CRITICAL,NORMAL
native_t512_rep04,50328,0,0,0,2048,0.00,1649097.58,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.0000,0.0000,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
native_t512_rep04,103000,0,0,7,1050632,132.90,11008.19,103000,53,0.00,0,0.00,21,0.00,19,0.00,0,0,0,0.0000,20.2898,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
native_t512_rep04,156339,0,0,185,2099216,3337.15,6437.72,103000,8759,57.82,0,0.00,3025,179.78,2701,48.21,0,0,0,0.0000,520.6755,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,212012,0,0,406,3147800,3969.61,5028.71,103000,19685,94.18,0,0.00,6648,155.73,6091,48.15,0,0,0,0.0000,811.8116,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,270785,0,1,140,1050632,0.00,5193.59,270785,31499,111.93,0,0.00,10609,164.86,9819,46.21,0,0,139487539,0.0000,140.0000,0.3595,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,330932,0,1,361,2099216,3674.33,4599.68,270785,43079,106.57,0,0.00,14425,160.81,13403,47.49,0,0,139487539,0.0000,732.7651,0.3595,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,391389,0,2,75,2099216,0.00,4599.68,391389,53743,108.85,0,0.00,17918,166.66,16836,47.83,0,1,139487539,0.0000,75.0000,0.3595,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,452303,0,2,176,2099216,1658.08,6570.97,391389,59778,107.35,0,0.00,19906,164.36,18716,47.06,0,0,141748873,0.0000,343.9195,0.3707,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,513652,1,3,209,2099216,537.91,6570.97,513652,61570,117.06,0,0.00,20802,199.65,23598,77.62,0,1,141748873,0.0000,262.7906,0.3707,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,575593,1,4,286,1050632,1243.12,6676.95,575593,63690,126.89,0,0.00,21823,230.48,30242,85.53,0,1,143434692,0.0000,410.3118,0.3791,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,635617,1,5,347,2099216,1016.26,6570.97,635617,65628,129.53,0,0.00,22807,234.99,36922,86.73,0,0,146566908,0.0000,448.6260,0.3947,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,695725,1,6,169,2099216,0.00,6570.97,695725,57967,139.21,0,0.00,20300,250.28,37488,102.14,0,1,146178945,0.0000,169.0000,0.3927,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,756088,1,7,196,1050632,447.29,6676.95,756088,48653,148.90,0,0.00,17583,267.69,39580,108.79,0,1,147747667,0.0000,240.7294,0.4005,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,816584,1,8,286,2099216,1487.70,6570.97,816584,38856,153.95,0,0.00,14654,277.10,42268,108.59,0,1,0,0.0000,434.7702,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,876909,1,9,408,2099216,2022.38,6570.97,876909,29225,164.86,0,0.00,11850,289.80,45091,109.18,0,0,12662366,0.0000,610.2379,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,937433,1,11,5,1050632,0.00,6676.95,937433,20619,177.29,0,0.00,9332,299.81,48307,108.66,0,1,14137563,0.0000,5.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,997574,1,12,129,1050632,2061.82,6676.95,997574,16642,183.30,0,0.00,8347,306.98,52957,108.99,0,1,15647186,0.0000,335.1821,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1057790,1,13,29,1050632,0.00,6676.95,1057790,16421,169.11,0,0.00,8244,299.99,53007,113.85,0,1,17149400,0.0000,29.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1117957,1,13,477,3147800,7445.94,3679.70,1057790,15911,158.68,0,0.00,7981,295.66,51245,118.28,0,0,18376196,0.0000,1227.3182,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1178506,2,14,173,2099216,0.00,3740.02,1178506,16423,157.53,0,0.00,7847,316.42,46475,125.74,0,0,19960598,0.0000,173.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1238779,2,14,391,2099216,3616.88,5342.89,1178506,20311,153.48,0,0.00,9016,330.33,44600,104.14,0,0,19960598,0.0000,757.3797,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1298858,2,15,135,2099216,0.00,5342.89,1298858,23902,155.54,0,0.00,9786,344.02,40659,102.08,0,1,19960598,0.0000,135.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1359135,2,15,374,2099216,3965.03,7632.69,1298858,27368,151.26,0,0.00,10612,335.37,35838,102.14,0,0,9685724,0.0000,774.9908,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1419777,2,16,212,1050632,0.00,7755.81,1419777,30744,149.90,0,0.00,11359,342.15,30984,103.89,0,0,10571861,0.0000,212.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1497203,2,17,3,1050632,0.00,7755.81,1497203,37018,146.04,0,0.00,13108,332.34,26813,105.54,0,1,10571861,0.0000,3.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1564360,2,17,336,2099216,4958.53,6106.34,1497203,40457,143.93,0,0.00,13642,329.13,17293,90.60,0,0,11499921,0.0000,836.3554,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1624217,2,18,103,2099216,0.00,6106.34,1624217,44680,145.51,0,0.00,14938,325.36,14064,84.70,0,1,11499921,0.0000,103.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1683922,2,18,414,2099216,5208.94,8723.34,1624217,49340,142.80,0,0.00,16408,312.80,14135,82.57,0,0,12353688,0.0000,939.7796,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1743607,2,19,137,1050632,0.00,8864.04,1743607,49850,139.64,0,0.00,16601,290.68,14325,81.43,0,0,3565997,0.0000,137.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep04,1803392,2,19,272,1050632,2258.09,12662.92,1743607,47572,133.76,0,0.00,15922,270.63,13628,77.20,0,0,3565997,0.0000,501.0187,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,50297,0,0,0,2048,0.00,1648081.80,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.0000,0.0000,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
native_t512_rep05,102901,0,0,22,1050632,418.22,10994.01,102901,704,36.84,0,0.00,295,196.05,220,162.18,0,0,0,0.0000,63.8219,0.0812,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,156616,0,0,199,2099216,3295.17,6460.67,102901,9818,66.27,0,0.00,3379,152.74,3019,47.86,0,0,0,0.0000,530.6263,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,212294,0,0,404,3147800,3681.89,5038.86,102901,19403,114.68,0,0.00,6540,174.62,5891,50.15,0,0,0,0.0000,780.9957,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,270371,0,1,114,2099216,0.00,5121.47,270371,30111,132.95,0,0.00,10097,190.32,9350,53.48,0,1,0,0.0000,114.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,330342,0,1,338,2099216,3735.14,7316.38,270371,42038,125.36,0,0.00,14108,183.30,13085,52.35,0,0,139547533,0.0000,715.5023,0.3598,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,390570,0,2,28,1050632,0.00,7434.39,390570,52269,124.98,0,0.00,17426,183.30,16317,52.86,0,1,139547533,0.0000,28.0000,0.3598,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,447352,0,2,171,2099216,2518.40,5528.08,390570,59152,122.51,0,0.00,19708,180.32,18601,50.36,0,0,141738804,0.0000,424.7556,0.3707,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,508459,1,3,133,2099216,0.00,5528.08,508459,61324,127.58,0,0.00,20672,199.65,22840,68.97,0,1,141738804,0.0000,133.0000,0.3707,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,570108,1,4,152,1050632,308.20,5617.25,570108,63218,134.57,0,0.00,21596,228.95,28840,88.64,0,1,143421663,0.0000,182.8196,0.3790,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,630196,1,5,246,2099216,1564.37,5528.08,630196,64560,137.37,0,0.00,22330,237.71,35165,91.98,0,1,145076937,0.0000,402.4372,0.3873,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,690151,1,6,144,2099216,0.00,5528.08,690151,56652,144.72,0,0.00,19898,254.56,36590,107.02,0,1,146144162,0.0000,144.0000,0.3926,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,750383,1,7,240,2099216,1593.84,5528.08,750383,49080,149.71,0,0.00,17761,264.63,40204,108.99,0,0,149186266,0.0000,399.3837,0.4077,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,810758,1,8,380,3147800,2318.84,5438.91,810758,40474,148.27,0,0.00,15300,270.30,43633,109.05,0,1,149186266,0.0000,611.8841,0.4077,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,871062,1,9,315,2099216,0.00,5528.08,871062,30068,158.01,0,0.00,12056,283.04,44663,122.51,0,0,12637588,0.0000,315.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,931363,1,10,439,2099216,2056.35,5528.08,931363,21854,169.93,0,0.00,9739,294.58,48136,118.20,0,0,14156980,0.0000,644.6351,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,991852,1,12,52,2099216,0.00,5528.08,991852,16985,179.13,0,0.00,8452,300.90,52300,116.92,0,1,15652518,0.0000,52.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1052108,1,13,9,1050632,0.00,5617.25,1052108,16581,163.27,0,0.00,8299,289.28,53353,122.95,0,1,17096839,0.0000,9.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1112302,1,13,409,3147800,6645.18,3423.31,1052108,16090,152.18,0,0.00,8061,284.41,51856,123.25,0,0,18296517,0.0000,1078.4261,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1172616,2,14,121,2099216,0.00,3479.43,1172616,15970,148.54,0,0.00,7782,288.58,47776,126.58,0,0,19914455,0.0000,121.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1233062,2,14,335,2099216,3540.35,4970.62,1172616,19457,143.15,0,0.00,8668,335.78,44838,109.25,0,0,19914455,0.0000,693.0550,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1293176,2,15,23,2099216,0.00,4970.62,1293176,21781,161.10,0,0.00,9117,365.95,39630,108.13,0,1,19914455,0.0000,23.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1353339,2,15,312,2099216,4803.62,7100.89,1293176,25206,157.44,0,0.00,9783,375.84,34398,112.20,0,0,9653706,0.0000,796.1057,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1420719,2,16,93,2099216,0.00,7100.89,1420719,29359,153.48,0,0.00,10907,370.41,31325,99.76,0,1,9653706,0.0000,93.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1487663,2,16,404,2099216,4645.67,10144.12,1420719,34863,148.27,0,0.00,12400,365.06,26781,100.49,0,0,10536261,0.0000,873.9002,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1547896,2,17,225,2099216,0.00,10144.12,1547896,39661,146.66,0,0.00,13669,356.54,22249,104.14,0,0,11462652,0.0000,225.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1608051,2,18,2,2099216,0.00,10144.12,1608051,44366,143.67,0,0.00,15045,349.27,18762,93.44,0,1,11462652,0.0000,2.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1668246,2,18,315,2099216,5199.77,14491.60,1608051,49882,141.85,0,0.00,16783,343.81,16278,88.32,0,0,12303734,0.0000,838.7567,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1728303,2,19,77,1050632,0.00,14725.35,1728303,53906,140.57,0,0.00,18036,335.78,15490,89.72,0,1,12303734,0.0000,77.0000,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1788298,2,19,224,1050632,2450.20,21036.21,1728303,53009,138.63,0,0.00,17697,302.91,15264,85.22,0,0,0,0.0000,471.6636,0.0000,HOLD,LOW_READ_DEBT,NORMAL
native_t512_rep05,1842941,2,19,263,1050632,713.72,30051.73,1728303,49522,128.28,0,0.00,16511,271.78,14234,84.96,0,0,0,0.0000,340.3688,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,50293,0,0,0,2048,0.00,1647950.73,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.0000,0.0000,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
rtp_mc_v2a_rep05,103521,0,0,7,1050632,131.51,11123.79,103521,96,0.00,0,0.00,46,0.00,38,0.00,0,0,0,0.0000,20.1510,0.0000,HOLD,INSUFFICIENT_SAMPLES,NORMAL
rtp_mc_v2a_rep05,156679,0,0,194,2099216,3517.81,6452.79,103521,9149,61.21,0,0.00,3154,147.73,2801,47.66,0,0,0,0.0000,547.8379,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,212096,0,0,410,3147800,3897.72,5024.92,103521,19757,99.52,0,0.00,6604,160.62,6077,44.86,0,0,0,0.0000,808.6281,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,269962,0,0,614,4196384,3525.39,4385.24,103521,29922,136.13,0,0.00,10019,187.11,9240,46.32,0,0,0,0.0000,986.9234,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,329464,0,0,793,4196384,3008.30,6264.63,103521,39313,159.36,0,0.00,13152,211.35,12240,47.03,0,0,0,0.0000,1129.5152,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,389394,0,0,951,5244968,2636.41,5038.27,103521,47133,194.04,0,0.00,15783,243.99,14712,48.36,0,0,0,0.0000,1268.8479,0.0000,HOLD,LOW_READ_DEBT,NORMAL
rtp_mc_v2a_rep05,450022,0,0,1080,6293552,2127.73,4412.10,103521,53245,243.10,0,0.00,17811,300.53,16670,50.61,0,0,0,2.5499,1367.5090,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,512463,0,1,105,1050632,0.00,4792.47,512463,58920,244.58,0,0.00,19672,302.36,18482,50.61,0,0,141884545,2.5628,105.0000,0.3714,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,570666,1,2,223,2099216,2027.39,4716.39,570666,60611,243.10,0,0.00,20324,302.73,20661,87.20,0,0,142335581,2.5102,425.7387,0.3737,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,627836,1,3,382,2099216,2781.18,4716.39,627836,61904,241.93,0,0.00,20949,321.44,24867,108.33,0,0,143005964,2.4751,660.1179,0.3770,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,684975,1,4,425,3147800,752.55,4640.32,684975,54366,248.92,0,0.00,18585,332.34,26949,119.43,0,0,144192685,2.5169,500.2551,0.3829,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1119410,1,5,249,2099216,0.00,4716.39,1119410,8010,1062.47,0,0.00,4058,1261.98,25900,143.32,0,1,0,7.4217,249.0000,2.0000,YIELD,INFLIGHT_FLUSH,READ_MAINTENANCE_CONFLICT
rtp_mc_v2a_rep05,1176953,1,5,519,3147800,4692.14,4231.51,1119410,7479,1070.22,0,0.00,3827,1264.28,24543,142.80,0,0,7322373,6.9915,994.1309,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1235147,1,6,364,2099216,0.00,4300.88,1235147,7142,1071.52,0,0.00,3646,1268.11,23364,145.60,0,0,8894235,6.6748,364.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1293710,1,7,434,3147800,1195.29,4231.51,1293710,8497,1059.25,0,0.00,4359,1259.69,27722,142.98,0,0,9935099,7.0849,553.5294,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1352687,1,8,490,2099216,949.52,4300.88,1352687,10084,1037.03,0,0.00,5156,1251.32,32899,138.71,0,0,11180346,7.4808,584.9523,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1848447,1,9,275,1050632,0.00,4370.25,1848447,6967,1121.34,0,0.00,3396,1443.69,22155,149.26,0,1,0,6.9410,275.0000,2.0000,YIELD,INFLIGHT_FLUSH,READ_MAINTENANCE_CONFLICT
rtp_mc_v2a_rep05,1913106,1,9,485,3147800,3247.81,3149.07,1848447,6169,1125.42,0,0.00,2992,1451.58,19432,154.98,0,0,8974371,6.1095,815.9888,0.0332,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,1978499,2,10,97,2099216,0.00,3200.70,1978499,7316,1117.95,0,0.00,3401,1441.94,20426,151.91,0,0,10429250,6.3894,97.0000,0.0127,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,2036930,2,11,168,1050632,1215.11,3252.33,2036930,10636,1093.16,0,0.00,4485,1423.71,21350,152.28,0,0,10648029,8.1527,289.5108,0.0152,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,2095834,2,12,197,1050632,492.33,3252.33,2095834,15113,1065.69,0,0.00,6001,1399.76,22613,151.82,0,0,10918095,10.2557,246.2326,0.0121,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,2474739,2,13,190,1050632,0.00,3252.33,2474739,32168,416.36,0,0.00,10618,588.84,10021,103.08,0,0,3877382,6.5322,190.0000,0.0000,SEAL,READ_CRITICAL,NORMAL
rtp_mc_v2a_rep05,2533393,2,14,281,2099216,1551.47,3200.70,2533393,36761,403.94,0,0.00,12159,576.49,10616,100.49,0,0,4219987,7.0905,436.1471,0.0000,SEAL,READ_CRITICAL,NORMAL
