exp_id,action_id,request_time_us,action,reason,state_before,flush_begin_time_us,flush_end_time_us,compaction_related,read_relief,put_cost,flush_output_bytes,compaction_read_bytes,compaction_write_bytes,result
rtp_mc_v2a_rep04,3,590937,SEAL,"READ_CRITICAL","read_debt=2.765956;maint_debt=0.373734;tombstones=339",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,3,590937,SEAL,"READ_CRITICAL","read_debt=2.765956;maint_debt=0.373734;tombstones=339",591762,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,3,590937,SEAL,"READ_CRITICAL","read_debt=2.765956;maint_debt=0.373734;tombstones=339",591762,608981,0,0.0000,0.0000,970429,0,0,DONE
rtp_mc_v2a_rep04,4,652574,SEAL,"READ_CRITICAL","read_debt=2.842303;maint_debt=0.378713;tombstones=400",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,4,652574,SEAL,"READ_CRITICAL","read_debt=2.842303;maint_debt=0.378713;tombstones=400",653197,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,4,652574,SEAL,"READ_CRITICAL","read_debt=2.842303;maint_debt=0.378713;tombstones=400",653197,673179,0,0.0000,0.0000,1234384,0,0,DONE
rtp_mc_v2a_rep04,5,712569,SEAL,"READ_CRITICAL","read_debt=2.978343;maint_debt=0.385035;tombstones=453",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,5,712569,SEAL,"READ_CRITICAL","read_debt=2.978343;maint_debt=0.385035;tombstones=453",994116,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,5,712569,SEAL,"READ_CRITICAL","read_debt=2.978343;maint_debt=0.385035;tombstones=453",994116,1053162,0,0.0000,0.0000,4094373,0,0,DONE
rtp_mc_v2a_rep04,6,1054514,SEAL,"READ_CRITICAL","read_debt=6.432250;maint_debt=0.000000;tombstones=284",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,6,1054514,SEAL,"READ_CRITICAL","read_debt=6.432250;maint_debt=0.000000;tombstones=284",1055325,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,6,1054514,SEAL,"READ_CRITICAL","read_debt=6.432250;maint_debt=0.000000;tombstones=284",1055325,1071463,0,0.0000,0.0000,812053,0,0,DONE
rtp_mc_v2a_rep04,7,1113627,SEAL,"READ_CRITICAL","read_debt=6.358998;maint_debt=0.000000;tombstones=358",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,7,1113627,SEAL,"READ_CRITICAL","read_debt=6.358998;maint_debt=0.000000;tombstones=358",1114349,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,7,1113627,SEAL,"READ_CRITICAL","read_debt=6.358998;maint_debt=0.000000;tombstones=358",1114349,1135784,0,0.0000,0.0000,1076808,0,0,DONE
rtp_mc_v2a_rep04,8,1170889,SEAL,"READ_CRITICAL","read_debt=6.326188;maint_debt=0.000000;tombstones=431",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,8,1170889,SEAL,"READ_CRITICAL","read_debt=6.326188;maint_debt=0.000000;tombstones=431",1171476,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,8,1170889,SEAL,"READ_CRITICAL","read_debt=6.326188;maint_debt=0.000000;tombstones=431",1171476,1195402,0,0.0000,0.0000,1176859,0,0,DONE
rtp_mc_v2a_rep04,9,1227251,SEAL,"READ_CRITICAL","read_debt=6.426069;maint_debt=0.000000;tombstones=489",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,9,1227251,SEAL,"READ_CRITICAL","read_debt=6.426069;maint_debt=0.000000;tombstones=489",1540910,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,9,1227251,SEAL,"READ_CRITICAL","read_debt=6.426069;maint_debt=0.000000;tombstones=489",1540910,1604569,0,0.0000,0.0000,4519525,0,0,DONE
rtp_mc_v2a_rep04,10,1613317,SEAL,"READ_CRITICAL","read_debt=7.638484;maint_debt=0.000000;tombstones=393",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,10,1613317,SEAL,"READ_CRITICAL","read_debt=7.638484;maint_debt=0.000000;tombstones=393",1614092,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,10,1613317,SEAL,"READ_CRITICAL","read_debt=7.638484;maint_debt=0.000000;tombstones=393",1614092,1635452,0,0.0000,0.0000,1059908,0,0,DONE
rtp_mc_v2a_rep04,11,1681417,SEAL,"READ_CRITICAL","read_debt=7.596875;maint_debt=0.000000;tombstones=390",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,11,1681417,SEAL,"READ_CRITICAL","read_debt=7.596875;maint_debt=0.000000;tombstones=390",1682271,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,11,1681417,SEAL,"READ_CRITICAL","read_debt=7.596875;maint_debt=0.000000;tombstones=390",1682271,1706173,0,0.0000,0.0000,1205172,0,0,DONE
rtp_mc_v2a_rep04,12,1738636,SEAL,"READ_CRITICAL","read_debt=6.981807;maint_debt=0.000000;tombstones=269",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,12,1738636,SEAL,"READ_CRITICAL","read_debt=6.981807;maint_debt=0.000000;tombstones=269",1739127,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,12,1738636,SEAL,"READ_CRITICAL","read_debt=6.981807;maint_debt=0.000000;tombstones=269",1739127,1749772,0,0.0000,0.0000,796027,0,0,DONE
rtp_mc_v2a_rep04,13,1794297,SEAL,"READ_CRITICAL","read_debt=7.402475;maint_debt=0.000000;tombstones=99",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,13,1794297,SEAL,"READ_CRITICAL","read_debt=7.402475;maint_debt=0.000000;tombstones=99",2215358,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,13,1794297,SEAL,"READ_CRITICAL","read_debt=7.402475;maint_debt=0.000000;tombstones=99",2215358,2250897,0,0.0000,0.0000,1758791,0,0,DONE
rtp_mc_v2a_rep04,14,2272310,SEAL,"READ_CRITICAL","read_debt=8.661553;maint_debt=0.000000;tombstones=160",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,14,2272310,SEAL,"READ_CRITICAL","read_debt=8.661553;maint_debt=0.000000;tombstones=160",2272901,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,14,2272310,SEAL,"READ_CRITICAL","read_debt=8.661553;maint_debt=0.000000;tombstones=160",2272901,2282333,0,0.0000,0.0000,260356,0,0,DONE
rtp_mc_v2a_rep04,15,2329925,SEAL,"READ_CRITICAL","read_debt=9.439386;maint_debt=0.000000;tombstones=215",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,15,2329925,SEAL,"READ_CRITICAL","read_debt=9.439386;maint_debt=0.000000;tombstones=215",2330604,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,15,2329925,SEAL,"READ_CRITICAL","read_debt=9.439386;maint_debt=0.000000;tombstones=215",2330604,2343059,0,0.0000,0.0000,381062,0,0,DONE
rtp_mc_v2a_rep04,16,2388279,SEAL,"READ_CRITICAL","read_debt=9.533429;maint_debt=0.000000;tombstones=289",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,16,2388279,SEAL,"READ_CRITICAL","read_debt=9.533429;maint_debt=0.000000;tombstones=289",2388984,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,16,2388279,SEAL,"READ_CRITICAL","read_debt=9.533429;maint_debt=0.000000;tombstones=289",2388984,2404200,0,0.0000,0.0000,470865,0,0,DONE
rtp_mc_v2a_rep04,17,2446827,SEAL,"READ_CRITICAL","read_debt=9.694741;maint_debt=0.000000;tombstones=328",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep04,17,2446827,SEAL,"READ_CRITICAL","read_debt=9.694741;maint_debt=0.000000;tombstones=328",2761210,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep04,17,2446827,SEAL,"READ_CRITICAL","read_debt=9.694741;maint_debt=0.000000;tombstones=328",2761210,0,0,0.0000,0.0000,0,0,0,CANCELLED
rtp_mc_v2a_rep05,1,460944,SEAL,"READ_CRITICAL","read_debt=2.549869;maint_debt=0.000000;tombstones=1080",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,1,460944,SEAL,"READ_CRITICAL","read_debt=2.549869;maint_debt=0.000000;tombstones=1080",462421,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,1,460944,SEAL,"READ_CRITICAL","read_debt=2.549869;maint_debt=0.000000;tombstones=1080",462421,505009,0,0.0000,0.0000,4458845,0,0,DONE
rtp_mc_v2a_rep05,2,520208,SEAL,"READ_CRITICAL","read_debt=2.562778;maint_debt=0.371415;tombstones=105",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,2,520208,SEAL,"READ_CRITICAL","read_debt=2.562778;maint_debt=0.371415;tombstones=105",520590,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,2,520208,SEAL,"READ_CRITICAL","read_debt=2.562778;maint_debt=0.371415;tombstones=105",520590,526067,0,0.0000,0.0000,438484,0,0,DONE
rtp_mc_v2a_rep05,3,577280,SEAL,"READ_CRITICAL","read_debt=2.510206;maint_debt=0.373655;tombstones=223",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,3,577280,SEAL,"READ_CRITICAL","read_debt=2.510206;maint_debt=0.373655;tombstones=223",577832,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,3,577280,SEAL,"READ_CRITICAL","read_debt=2.510206;maint_debt=0.373655;tombstones=223",577832,591734,0,0.0000,0.0000,648673,0,0,DONE
rtp_mc_v2a_rep05,4,634363,SEAL,"READ_CRITICAL","read_debt=2.475081;maint_debt=0.376985;tombstones=382",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,4,634363,SEAL,"READ_CRITICAL","read_debt=2.475081;maint_debt=0.376985;tombstones=382",634961,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,4,634363,SEAL,"READ_CRITICAL","read_debt=2.475081;maint_debt=0.376985;tombstones=382",634961,657181,0,0.0000,0.0000,1150142,0,0,DONE
rtp_mc_v2a_rep05,5,691625,SEAL,"READ_CRITICAL","read_debt=2.516924;maint_debt=0.382879;tombstones=425",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,5,691625,SEAL,"READ_CRITICAL","read_debt=2.516924;maint_debt=0.382879;tombstones=425",1069377,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,5,691625,SEAL,"READ_CRITICAL","read_debt=2.516924;maint_debt=0.382879;tombstones=425",1069377,1137942,0,0.0000,0.0000,4854942,0,0,DONE
rtp_mc_v2a_rep05,6,1184204,SEAL,"READ_CRITICAL","read_debt=6.991535;maint_debt=0.000000;tombstones=519",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,6,1184204,SEAL,"READ_CRITICAL","read_debt=6.991535;maint_debt=0.000000;tombstones=519",1185036,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,6,1184204,SEAL,"READ_CRITICAL","read_debt=6.991535;maint_debt=0.000000;tombstones=519",1185036,1212654,0,0.0000,0.0000,1523173,0,0,DONE
rtp_mc_v2a_rep05,7,1242839,SEAL,"READ_CRITICAL","read_debt=6.674828;maint_debt=0.000000;tombstones=364",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,7,1242839,SEAL,"READ_CRITICAL","read_debt=6.674828;maint_debt=0.000000;tombstones=364",1243565,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,7,1242839,SEAL,"READ_CRITICAL","read_debt=6.674828;maint_debt=0.000000;tombstones=364",1243565,1263542,0,0.0000,0.0000,1007012,0,0,DONE
rtp_mc_v2a_rep05,8,1301784,SEAL,"READ_CRITICAL","read_debt=7.084915;maint_debt=0.000000;tombstones=434",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,8,1301784,SEAL,"READ_CRITICAL","read_debt=7.084915;maint_debt=0.000000;tombstones=434",1302526,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,8,1301784,SEAL,"READ_CRITICAL","read_debt=7.084915;maint_debt=0.000000;tombstones=434",1302526,1327422,0,0.0000,0.0000,1205158,0,0,DONE
rtp_mc_v2a_rep05,9,1361184,SEAL,"READ_CRITICAL","read_debt=7.480837;maint_debt=0.000000;tombstones=490",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,9,1361184,SEAL,"READ_CRITICAL","read_debt=7.480837;maint_debt=0.000000;tombstones=490",1798261,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,9,1361184,SEAL,"READ_CRITICAL","read_debt=7.480837;maint_debt=0.000000;tombstones=490",1798261,1866524,0,0.0000,0.0000,4953991,0,0,DONE
rtp_mc_v2a_rep05,10,1927577,SEAL,"READ_CRITICAL","read_debt=6.109527;maint_debt=0.033170;tombstones=485",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,10,1927577,SEAL,"READ_CRITICAL","read_debt=6.109527;maint_debt=0.033170;tombstones=485",1928378,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,10,1927577,SEAL,"READ_CRITICAL","read_debt=6.109527;maint_debt=0.033170;tombstones=485",1928378,1954505,0,0.0000,0.0000,1409455,0,0,DONE
rtp_mc_v2a_rep05,11,1986246,SEAL,"READ_CRITICAL","read_debt=6.389389;maint_debt=0.012716;tombstones=97",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,11,1986246,SEAL,"READ_CRITICAL","read_debt=6.389389;maint_debt=0.012716;tombstones=97",1986821,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,11,1986246,SEAL,"READ_CRITICAL","read_debt=6.389389;maint_debt=0.012716;tombstones=97",1986821,1995054,0,0.0000,0.0000,209513,0,0,DONE
rtp_mc_v2a_rep05,12,2045087,SEAL,"READ_CRITICAL","read_debt=8.152656;maint_debt=0.015174;tombstones=168",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,12,2045087,SEAL,"READ_CRITICAL","read_debt=8.152656;maint_debt=0.015174;tombstones=168",2045712,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,12,2045087,SEAL,"READ_CRITICAL","read_debt=8.152656;maint_debt=0.015174;tombstones=168",2045712,2056491,0,0.0000,0.0000,256288,0,0,DONE
rtp_mc_v2a_rep05,13,2104330,SEAL,"READ_CRITICAL","read_debt=10.255693;maint_debt=0.012103;tombstones=197",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,13,2104330,SEAL,"READ_CRITICAL","read_debt=10.255693;maint_debt=0.012103;tombstones=197",2424610,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,13,2104330,SEAL,"READ_CRITICAL","read_debt=10.255693;maint_debt=0.012103;tombstones=197",2424610,2461300,0,0.0000,0.0000,1848666,0,0,DONE
rtp_mc_v2a_rep05,14,2482714,SEAL,"READ_CRITICAL","read_debt=6.532157;maint_debt=0.000000;tombstones=190",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,14,2482714,SEAL,"READ_CRITICAL","read_debt=6.532157;maint_debt=0.000000;tombstones=190",2483355,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,14,2482714,SEAL,"READ_CRITICAL","read_debt=6.532157;maint_debt=0.000000;tombstones=190",2483355,2493717,0,0.0000,0.0000,326751,0,0,DONE
rtp_mc_v2a_rep05,15,2541401,SEAL,"READ_CRITICAL","read_debt=7.090547;maint_debt=0.000000;tombstones=281",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,15,2541401,SEAL,"READ_CRITICAL","read_debt=7.090547;maint_debt=0.000000;tombstones=281",2542072,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,15,2541401,SEAL,"READ_CRITICAL","read_debt=7.090547;maint_debt=0.000000;tombstones=281",2542072,2556011,0,0.0000,0.0000,435099,0,0,DONE
rtp_mc_v2a_rep05,16,2600387,SEAL,"READ_CRITICAL","read_debt=7.232712;maint_debt=0.000000;tombstones=306",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,16,2600387,SEAL,"READ_CRITICAL","read_debt=7.232712;maint_debt=0.000000;tombstones=306",2601130,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,16,2600387,SEAL,"READ_CRITICAL","read_debt=7.232712;maint_debt=0.000000;tombstones=306",2601130,2616011,0,0.0000,0.0000,529788,0,0,DONE
rtp_mc_v2a_rep05,17,2659289,SEAL,"READ_CRITICAL","read_debt=7.431290;maint_debt=0.000000;tombstones=316",0,0,0,0.0000,0.0000,0,0,0,REQUESTED
rtp_mc_v2a_rep05,17,2659289,SEAL,"READ_CRITICAL","read_debt=7.431290;maint_debt=0.000000;tombstones=316",2943739,0,0,0.0000,0.0000,0,0,0,FLUSHING
rtp_mc_v2a_rep05,17,2659289,SEAL,"READ_CRITICAL","read_debt=7.431290;maint_debt=0.000000;tombstones=316",2943739,0,0,0.0000,0.0000,0,0,0,CANCELLED
