elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,1250744,250148.80,1250744,250148.80,884395,126408,0,0,1001031,25.00,37.00,44.00,203.000000,50692,24.00,41065,24.00,95254,24.00,19336,330.00,43366,343.00,0,0.00,0,0.00,0,0,0,26216648,23734,1,4,0,0,0,0,0,7,0,0,0,0,0,0,0,803632581,1201087971
10.05,0,1038636,207727.20,1038636,207727.20,1609257,230373,0,0,830914,25.00,41.00,129.00,395.000000,41604,29.00,34335,28.00,79928,28.00,15914,353.00,35941,376.00,0,0.00,0,0.00,0,0,0,57674168,52137,0,6,0,0,0,0,6,14,0,0,0,0,0,0,0,2273881358,2201765903
15.10,0,1121775,224355.00,1121775,224355.00,2391802,341997,0,0,896618,23.00,36.00,43.00,89.000000,45532,30.00,36975,30.00,86592,30.00,17314,378.00,38744,399.00,0,0.00,0,0.00,0,0,0,22022312,19705,0,12,0,0,0,0,6,16,0,0,0,0,0,0,0,4104905327,4120240029
20.13,0,1149612,229922.40,1149612,229922.40,3198376,456865,0,0,918837,22.00,33.00,39.00,69.000000,46169,29.00,38292,29.00,88622,29.00,17786,355.00,39906,374.00,0,0.00,0,0.00,0,0,0,19925144,17511,1,12,0,0,0,0,11,16,0,0,0,0,0,0,0,5888561639,5945222782
25.18,0,1122581,224516.20,1122581,224516.20,3983882,569265,0,0,898652,22.00,34.00,40.00,91.000000,44920,31.00,36822,30.00,86316,30.00,17013,392.00,38859,416.00,0,0.00,0,0.00,0,0,0,58722752,52754,0,13,0,0,0,0,10,23,0,0,0,0,0,0,0,7141814918,5492642846
30.22,0,1065039,213007.80,1065039,213007.80,4729125,675690,0,0,851873,22.00,34.00,40.00,66.000000,42642,33.00,35081,33.00,81907,33.00,16441,440.00,37094,465.00,0,0.00,0,0.00,0,0,0,46139744,42158,0,15,0,0,0,0,10,23,0,0,0,0,0,0,0,8976552735,8824985126
35.26,0,1158725,231745.00,1158510,231702.00,5542915,791454,0,229,927590,18.00,30.00,36.00,70.000000,46101,32.00,38130,32.00,88650,32.00,17751,388.00,40288,415.00,0,0.00,0,0.00,0,0,0,49285496,45087,0,14,0,0,0,0,21,23,0,0,0,0,0,0,0,10734236859,8337252547
40.30,0,1157996,231599.20,1156325,231265.00,6350049,906994,0,1898,925198,17.00,30.00,37.00,60.000000,46249,35.00,38153,35.00,89368,35.00,17523,451.00,39834,478.00,0,0.00,0,0.00,0,0,0,45091160,40574,0,17,0,0,0,0,21,23,0,0,0,0,0,0,0,12693087073,12034993271
45.35,1,717914,143582.80,717151,143430.20,6722680,1043207,0,2658,510646,17.00,32.00,40.00,70.000000,36947,39.00,30841,39.00,71331,39.00,20621,535.00,46765,567.00,0,0.00,0,0.00,0,0,0,67111424,59366,0,12,0,0,0,0,23,36,0,0,0,0,0,0,0,13858717351,14460631586
50.39,1,787175,157435.00,786374,157274.80,7114357,1199496,0,3454,549744,18.00,31.00,38.00,68.000000,41757,36.00,34840,36.00,80969,36.00,24305,450.00,54759,471.00,0,0.00,0,0.00,0,0,0,61868504,56867,0,15,0,0,0,0,6,69,0,0,0,0,0,0,0,13040322210,12513027972
