elapsed_sec,event_type,job_id,reason,input_level,output_level,sst_path,num_range_deletions,data_size,num_entries,dropped_records
0.44,flush,2,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000009.sst,0,56750421,54355,0
0.70,flush,3,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000011.sst,0,61887140,59272,0
0.98,flush,4,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000013.sst,0,63043013,60377,0
1.23,flush,5,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000015.sst,0,63661222,60969,0
1.50,flush,7,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000018.sst,0,63223771,60549,0
1.79,flush,8,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000021.sst,0,63756884,61059,0
1.97,compaction,6,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000016.sst,0,228869904,217496,17477
2.07,flush,9,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000025.sst,0,61452048,58852,0
2.35,flush,10,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000027.sst,0,64238976,61521,0
2.71,flush,12,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000030.sst,0,63636339,60944,0
3.03,flush,13,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000033.sst,0,64224001,61505,0
3.38,flush,14,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000037.sst,0,64447427,61719,0
3.72,flush,15,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000040.sst,0,63406831,60722,0
3.98,compaction,11,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000028.sst,0,454348530,431761,27716
4.06,flush,17,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000045.sst,0,63878835,61174,0
4.40,flush,18,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000047.sst,0,63674217,60978,0
4.56,compaction,16,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000042.sst,0,252385517,239828,5062
4.72,flush,20,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000050.sst,0,64243377,61523,0
5.13,flush,21,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000054.sst,0,64592287,61856,0
5.45,flush,22,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000058.sst,0,64121878,61406,0
5.77,flush,23,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000061.sst,0,63354264,60670,0
5.80,compaction,19,kCompaction,0,5,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000048.sst,0,374513513,355878,6102
6.10,compaction,26,kCompaction,5,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000065.sst,0,89204112,84770,3318
6.12,flush,27,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000067.sst,0,64584866,61849,0
6.31,compaction,25,kCompaction,5,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000064.sst,0,152250245,144683,4832
6.51,flush,28,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000072.sst,0,64514091,61781,0
6.53,compaction,24,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000063.sst,0,254899559,242219,3236
6.78,flush,30,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000075.sst,0,64334142,61609,0
7.12,flush,31,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000078.sst,0,63737790,61037,0
7.51,flush,32,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000081.sst,0,64560893,61825,0
7.97,flush,33,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000085.sst,0,62884628,60221,0
8.37,compaction,29,kCompaction,0,5,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000073.sst,0,608903025,578618,15870
8.49,flush,35,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000091.sst,0,64722471,61979,0
8.81,compaction,34,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000087.sst,0,254965251,242274,2418
8.87,compaction,36,kCompaction,5,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000092.sst,0,155488158,147757,7935
8.94,flush,38,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000097.sst,0,64450183,61719,0
8.99,compaction,37,kCompaction,5,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000093.sst,0,155041865,147330,7791
9.29,flush,42,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000102.sst,0,63830796,61126,0
9.64,flush,43,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000105.sst,0,64095356,61379,0
10.00,flush,44,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000108.sst,0,63797587,61094,0
10.37,flush,45,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000111.sst,0,64063474,61349,0
10.71,flush,47,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000115.sst,0,64319534,61594,0
11.17,flush,48,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000118.sst,0,64759257,62015,0
11.20,compaction,46,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000112.sst,0,255782117,243057,1891
11.36,compaction,41,kCompaction,0,5,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000100.sst,0,782939559,744003,18332
11.47,flush,51,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000121.sst,0,64754388,62009,0
11.82,flush,55,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000125.sst,0,64508311,61774,0
12.03,compaction,52,kCompaction,5,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000122.sst,0,195943902,186202,6632
12.15,flush,59,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000128.sst,0,63721857,61021,0
12.44,flush,61,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000131.sst,0,64183427,61463,0
12.81,flush,62,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000134.sst,0,64562965,61826,0
13.14,flush,63,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000138.sst,0,63559846,60866,0
13.44,flush,65,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000142.sst,0,64392311,61662,0
13.76,flush,66,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000145.sst,0,64551832,61815,0
13.95,compaction,64,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000140.sst,0,256507435,243736,1440
14.10,flush,68,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000148.sst,0,64803793,62057,0
14.51,flush,71,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000151.sst,0,64404281,61675,0
14.86,flush,74,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000155.sst,0,64700720,61958,0
15.18,flush,76,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000158.sst,0,64335912,61608,0
15.42,compaction,73,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000152.sst,0,258715454,245841,1368
15.54,flush,80,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R2-CLEAN/000160.sst,0,64680133,61938,0
