elapsed_sec,event_type,job_id,reason,input_level,output_level,sst_path,num_range_deletions,data_size,num_entries,dropped_records
0.45,flush,2,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000009.sst,0,56604042,54214,0
0.75,flush,3,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000011.sst,0,61031108,58453,0
1.06,flush,4,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000013.sst,0,62893686,60234,0
1.40,flush,5,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000015.sst,0,63568625,60880,0
1.72,flush,7,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000018.sst,0,63631030,60939,0
2.08,flush,8,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000022.sst,0,63886994,61184,0
2.13,compaction,6,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000016.sst,0,227659439,216343,17438
2.39,flush,9,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000025.sst,0,63146616,60475,0
2.71,flush,10,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000027.sst,0,64026982,61318,0
3.01,flush,12,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000030.sst,0,63541192,60852,0
3.34,flush,13,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000034.sst,0,63180626,60506,0
3.71,flush,14,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000038.sst,0,64379193,61654,0
4.12,flush,15,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000042.sst,0,64270321,61549,0
4.14,compaction,11,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000028.sst,0,454947620,432332,27927
4.52,flush,17,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000045.sst,0,64169358,61452,0
5.19,flush,18,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000047.sst,0,63892415,61187,0
5.55,compaction,16,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000043.sst,0,252084193,239545,5016
5.57,flush,19,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000049.sst,0,64357415,61632,0
5.99,flush,21,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000052.sst,0,64452447,61722,0
6.33,flush,22,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000055.sst,0,64522206,61789,0
6.78,flush,23,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000058.sst,0,64500653,61769,0
7.23,flush,25,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000061.sst,0,64241674,61520,0
7.77,flush,26,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000065.sst,0,64545633,61811,0
8.68,flush,27,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000068.sst,0,64740558,61998,0
8.84,compaction,24,kCompaction,0,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R3-T64-STATIC/000062.sst,0,256446331,243680,3232
