config_name,rep,generation,is_active_generation,job_id,flush_completion_time,time_micros,flush_reason,generation_range_deletions,cumulative_flushed_range_deletions,pre_flush_logical_bytes,output_sst_bytes,window
AMTV-T512,1,4,False,8,2026-09-07 22:32:56.371373,1788791576371373,Memtable Max Range Deletions,513,2054,236343,52089,foreground
AMTV-T512,1,5,False,9,2026-09-07 22:32:56.394132,1788791576394132,Memtable Max Range Deletions,512,2566,240263,52551,foreground
AMTV-T512,1,6,False,11,2026-09-07 22:32:56.419809,1788791576419809,Memtable Max Range Deletions,512,3078,241395,52762,foreground
AMTV-T512,1,7,False,12,2026-09-07 22:32:56.433247,1788791576433247,Memtable Max Range Deletions,513,3591,245116,53179,foreground
AMTV-T512,1,8,False,13,2026-09-07 22:32:56.454033,1788791576454033,Memtable Max Range Deletions,515,4106,244068,53201,foreground
AMTV-T512,1,9,False,15,2026-09-07 22:32:56.484372,1788791576484372,Memtable Max Range Deletions,512,4618,248187,53564,foreground
AMTV-T512,1,10,False,18,2026-09-07 22:32:56.506758,1788791576506758,Memtable Max Range Deletions,513,5131,239173,52297,foreground
AMTV-T512,1,11,False,19,2026-09-07 22:32:56.516594,1788791576516594,Memtable Max Range Deletions,513,5644,247663,53602,foreground
AMTV-T512,1,12,False,21,2026-09-07 22:32:56.539234,1788791576539234,Memtable Max Range Deletions,513,6157,240305,52633,foreground
AMTV-T512,1,13,False,25,2026-09-07 22:32:56.578414,1788791576578414,Memtable Max Range Deletions,513,6670,243701,53039,foreground
AMTV-T512,1,14,False,27,2026-09-07 22:32:56.621792,1788791576621792,Memtable Max Range Deletions,512,7182,235452,51957,foreground
AMTV-T512,1,15,False,29,2026-09-07 22:32:56.648101,1788791576648101,Memtable Max Range Deletions,513,7695,236343,52231,foreground
AMTV-T512,1,16,False,30,2026-09-07 22:32:56.687703,1788791576687703,Memtable Max Range Deletions,514,8209,233555,51809,foreground
AMTV-T512,1,17,False,31,2026-09-07 22:32:56.727101,1788791576727101,Memtable Max Range Deletions,513,8722,237475,52355,foreground
AMTV-T512,1,18,False,34,2026-09-07 22:32:56.770957,1788791576770957,Memtable Max Range Deletions,514,9236,246856,53410,foreground
AMTV-T512,1,19,False,36,2026-09-07 22:32:56.815443,1788791576815443,Memtable Max Range Deletions,513,9749,240305,52706,foreground
AMTV-T512,1,20,False,37,2026-09-07 22:32:56.851740,1788791576851740,Memtable Max Range Deletions,513,10262,236060,52161,foreground
AMTV-T512,1,21,False,40,2026-09-07 22:32:56.899838,1788791576899838,Memtable Max Range Deletions,513,10775,229834,51478,foreground
AMTV-T512,1,22,False,41,2026-09-07 22:32:56.939165,1788791576939165,Memtable Max Range Deletions,515,11290,244068,53229,foreground
AMTV-T512,1,23,False,42,2026-09-07 22:32:56.970776,1788791576970776,Memtable Max Range Deletions,512,11802,234886,52035,foreground
AMTV-T512,1,24,False,43,2026-09-07 22:32:57.012825,1788791577012825,Memtable Max Range Deletions,515,12317,239540,52804,foreground
AMTV-T512,1,25,False,45,2026-09-07 22:32:57.053253,1788791577053253,Memtable Max Range Deletions,513,12830,239456,52462,foreground
AMTV-T512,1,26,False,46,2026-09-07 22:32:57.090180,1788791577090180,Memtable Max Range Deletions,512,13342,232339,51610,foreground
AMTV-T512,1,27,False,47,2026-09-07 22:32:57.124709,1788791577124709,Memtable Max Range Deletions,514,13856,238649,52421,foreground
AMTV-T512,1,28,False,50,2026-09-07 22:32:57.164680,1788791577164680,Memtable Max Range Deletions,516,14372,235054,52003,foreground
AMTV-T512,1,29,False,52,2026-09-07 22:32:57.219496,1788791577219496,Memtable Max Range Deletions,513,14885,243701,53062,foreground
AMTV-T512,1,30,False,53,2026-09-07 22:32:57.255294,1788791577255294,Memtable Max Range Deletions,515,15400,229635,51652,foreground
AMTV-T512,1,31,False,57,2026-09-07 22:32:57.294628,1788791577294628,Memtable Max Range Deletions,513,15913,238890,52278,foreground
AMTV-T512,1,32,False,58,2026-09-07 22:32:57.339782,1788791577339782,Memtable Max Range Deletions,515,16428,240106,52687,foreground
AMTV-T512,1,33,False,59,2026-09-07 22:32:57.379978,1788791577379978,Memtable Max Range Deletions,514,16942,244875,53287,foreground
AMTV-T512,1,34,False,60,2026-09-07 22:32:57.416658,1788791577416658,Memtable Max Range Deletions,514,17456,234687,51901,foreground
AMTV-T512,1,35,False,62,2026-09-07 22:32:57.443403,1788791577443403,Memtable Max Range Deletions,514,17970,245724,53319,foreground
AMTV-T512,1,36,False,63,2026-09-07 22:32:57.494384,1788791577494384,Memtable Max Range Deletions,513,18483,240871,52867,foreground
AMTV-T512,1,37,False,64,2026-09-07 22:32:57.532365,1788791577532365,Memtable Max Range Deletions,513,18996,238324,52380,foreground
AMTV-T512,1,38,False,66,2026-09-07 22:32:57.565598,1788791577565598,Memtable Max Range Deletions,513,19509,235777,52196,foreground
AMTV-T512,1,39,True,ACTIVE_MEMTABLE,N/A (Unflushed),N/A,Remained Below Threshold,491,20000,N/A,0,foreground
AMTV-T512,2,1,False,3,2026-09-07 22:33:39.781702,1788791619781702,Memtable Max Range Deletions,514,514,5905158,716447,foreground
AMTV-T512,2,2,False,6,2026-09-07 22:33:39.789070,1788791619789070,Memtable Max Range Deletions,514,1028,224499,51028,foreground
AMTV-T512,2,3,False,7,2026-09-07 22:33:39.810742,1788791619810742,Memtable Max Range Deletions,513,1541,236909,52156,foreground
AMTV-T512,2,4,False,8,2026-09-07 22:33:39.830982,1788791619830982,Memtable Max Range Deletions,513,2054,238041,52367,foreground
AMTV-T512,2,5,False,9,2026-09-07 22:33:39.852725,1788791619852725,Memtable Max Range Deletions,516,2570,243544,53313,foreground
AMTV-T512,2,6,False,11,2026-09-07 22:33:39.873942,1788791619873942,Memtable Max Range Deletions,512,3082,237716,52327,foreground
AMTV-T512,2,7,False,12,2026-09-07 22:33:39.903808,1788791619903808,Memtable Max Range Deletions,515,3597,242936,52945,foreground
AMTV-T512,2,8,False,13,2026-09-07 22:33:39.925799,1788791619925799,Memtable Max Range Deletions,514,4111,233555,52045,foreground
AMTV-T512,2,9,False,16,2026-09-07 22:33:39.938278,1788791619938278,Memtable Max Range Deletions,514,4625,234121,52052,foreground
AMTV-T512,2,10,False,18,2026-09-07 22:33:39.959101,1788791619959101,Memtable Max Range Deletions,513,5138,252757,54188,foreground
AMTV-T512,2,11,False,19,2026-09-07 22:33:39.988598,1788791619988598,Memtable Max Range Deletions,512,5650,233754,51817,foreground
AMTV-T512,2,12,False,21,2026-09-07 22:33:40.006798,1788791620006798,Memtable Max Range Deletions,513,6163,235494,52013,foreground
AMTV-T512,2,13,False,24,2026-09-07 22:33:40.020749,1788791620020749,Memtable Max Range Deletions,514,6677,238932,52344,foreground
AMTV-T512,2,14,False,27,2026-09-07 22:33:40.058859,1788791620058859,Memtable Max Range Deletions,514,7191,238932,52457,foreground
AMTV-T512,2,15,False,29,2026-09-07 22:33:40.102710,1788791620102710,Memtable Max Range Deletions,514,7705,242894,53024,foreground
AMTV-T512,2,16,False,30,2026-09-07 22:33:40.128822,1788791620128822,Memtable Max Range Deletions,512,8217,234603,51888,foreground
AMTV-T512,2,17,False,31,2026-09-07 22:33:40.147994,1788791620147994,Memtable Max Range Deletions,514,8731,246856,53535,foreground
AMTV-T512,2,18,False,33,2026-09-07 22:33:40.188319,1788791620188319,Memtable Max Range Deletions,513,9244,247380,53565,foreground
AMTV-T512,2,19,False,36,2026-09-07 22:33:40.221269,1788791620221269,Memtable Max Range Deletions,513,9757,238324,52362,foreground
AMTV-T512,2,20,False,37,2026-09-07 22:33:40.247687,1788791620247687,Memtable Max Range Deletions,512,10269,239980,52565,foreground
AMTV-T512,2,21,False,40,2026-09-07 22:33:40.265691,1788791620265691,Memtable Max Range Deletions,513,10782,236909,52284,foreground
AMTV-T512,2,22,False,41,2026-09-07 22:33:40.289488,1788791620289488,Memtable Max Range Deletions,512,11294,245357,53199,foreground
AMTV-T512,2,23,False,42,2026-09-07 22:33:40.322331,1788791620322331,Memtable Max Range Deletions,514,11808,235253,52040,foreground
AMTV-T512,2,24,False,43,2026-09-07 22:33:40.345657,1788791620345657,Memtable Max Range Deletions,516,12324,245525,53661,foreground
AMTV-T512,2,25,False,45,2026-09-07 22:33:40.360503,1788791620360503,Memtable Max Range Deletions,513,12837,239456,52469,foreground
AMTV-T512,2,26,False,46,2026-09-07 22:33:40.389132,1788791620389132,Memtable Max Range Deletions,514,13351,233272,51726,foreground
AMTV-T512,2,27,False,47,2026-09-07 22:33:40.422528,1788791620422528,Memtable Max Range Deletions,513,13864,246248,53618,foreground
AMTV-T512,2,28,False,50,2026-09-07 22:33:40.447775,1788791620447775,Memtable Max Range Deletions,513,14377,238324,52331,foreground
AMTV-T512,2,29,False,52,2026-09-07 22:33:40.491115,1788791620491115,Memtable Max Range Deletions,513,14890,244833,53214,foreground
AMTV-T512,2,30,False,53,2026-09-07 22:33:40.518415,1788791620518415,Memtable Max Range Deletions,513,15403,243418,53070,foreground
AMTV-T512,2,31,False,56,2026-09-07 22:33:40.569166,1788791620569166,Memtable Max Range Deletions,513,15916,235494,51999,foreground
AMTV-T512,2,32,False,58,2026-09-07 22:33:40.636980,1788791620636980,Memtable Max Range Deletions,512,16428,237716,52212,foreground
AMTV-T512,2,33,False,61,2026-09-07 22:33:40.723669,1788791620723669,Memtable Max Range Deletions,513,16941,234079,52018,foreground
AMTV-T512,2,34,False,63,2026-09-07 22:33:40.795237,1788791620795237,Memtable Max Range Deletions,513,17454,239739,52527,foreground
AMTV-T512,2,35,False,64,2026-09-07 22:33:40.846698,1788791620846698,Memtable Max Range Deletions,514,17968,242894,52960,foreground
AMTV-T512,2,36,False,65,2026-09-07 22:33:40.902785,1788791620902785,Memtable Max Range Deletions,515,18483,247181,53520,foreground
AMTV-T512,2,37,False,68,2026-09-07 22:33:40.956900,1788791620956900,Memtable Max Range Deletions,514,18997,239781,52612,foreground
AMTV-T512,2,38,False,69,2026-09-07 22:33:41.017455,1788791621017455,Memtable Max Range Deletions,513,19510,232664,51686,foreground
AMTV-T512,2,39,True,ACTIVE_MEMTABLE,N/A (Unflushed),N/A,Remained Below Threshold,490,20000,N/A,0,foreground
AMTV-T512,3,1,False,3,2026-09-07 22:35:00.599713,1788791700599713,Memtable Max Range Deletions,513,513,5906531,715311,foreground
AMTV-T512,3,2,False,4,2026-09-07 22:35:00.601349,1788791700601349,Memtable Max Range Deletions,513,1026,233230,51932,foreground
AMTV-T512,3,3,False,7,2026-09-07 22:35:00.623474,1788791700623474,Memtable Max Range Deletions,512,1538,242810,52854,foreground
AMTV-T512,3,4,False,8,2026-09-07 22:35:00.643941,1788791700643941,Memtable Max Range Deletions,513,2051,236060,52233,foreground
AMTV-T512,3,5,False,9,2026-09-07 22:35:00.670092,1788791700670092,Memtable Max Range Deletions,512,2563,234603,51979,foreground
AMTV-T512,3,6,False,11,2026-09-07 22:35:00.693480,1788791700693480,Memtable Max Range Deletions,512,3075,235169,51683,foreground
AMTV-T512,3,7,False,12,2026-09-07 22:35:00.716001,1788791700716001,Memtable Max Range Deletions,514,3589,237800,52379,foreground
AMTV-T512,3,8,False,13,2026-09-07 22:35:00.738672,1788791700738672,Memtable Max Range Deletions,514,4103,253082,54347,foreground
AMTV-T512,3,9,False,16,2026-09-07 22:35:00.760774,1788791700760774,Memtable Max Range Deletions,514,4617,244026,53181,foreground
AMTV-T512,3,10,False,18,2026-09-07 22:35:00.784848,1788791700784848,Memtable Max Range Deletions,514,5131,243460,52956,foreground
AMTV-T512,3,11,False,19,2026-09-07 22:35:00.804121,1788791700804121,Memtable Max Range Deletions,513,5644,227570,51145,foreground
AMTV-T512,3,12,False,22,2026-09-07 22:35:00.828415,1788791700828415,Memtable Max Range Deletions,513,6157,240871,52817,foreground
AMTV-T512,3,13,False,25,2026-09-07 22:35:00.855009,1788791700855009,Memtable Max Range Deletions,513,6670,238890,52530,foreground
AMTV-T512,3,14,False,27,2026-09-07 22:35:00.890474,1788791700890474,Memtable Max Range Deletions,513,7183,245965,53363,foreground
AMTV-T512,3,15,False,29,2026-09-07 22:35:00.924493,1788791700924493,Memtable Max Range Deletions,513,7696,245116,53420,foreground
AMTV-T512,3,16,False,30,2026-09-07 22:35:00.959892,1788791700959892,Memtable Max Range Deletions,513,8209,233796,51917,foreground
AMTV-T512,3,17,False,31,2026-09-07 22:35:00.988533,1788791700988533,Memtable Max Range Deletions,514,8723,246007,53429,foreground
AMTV-T512,3,18,False,33,2026-09-07 22:35:01.027952,1788791701027952,Memtable Max Range Deletions,513,9236,238041,52458,foreground
AMTV-T512,3,19,False,36,2026-09-07 22:35:01.079127,1788791701079127,Memtable Max Range Deletions,513,9749,240588,52643,foreground
AMTV-T512,3,20,False,37,2026-09-07 22:35:01.120521,1788791701120521,Memtable Max Range Deletions,513,10262,236343,52068,foreground
AMTV-T512,3,21,False,39,2026-09-07 22:35:01.166989,1788791701166989,Memtable Max Range Deletions,514,10776,249686,53967,foreground
AMTV-T512,3,22,False,42,2026-09-07 22:35:01.210016,1788791701210016,Memtable Max Range Deletions,513,11289,231249,51506,foreground
AMTV-T512,3,23,False,43,2026-09-07 22:35:01.253066,1788791701253066,Memtable Max Range Deletions,513,11802,245682,53350,foreground
AMTV-T512,3,24,False,44,2026-09-07 22:35:01.295395,1788791701295395,Memtable Max Range Deletions,517,12319,240756,53221,foreground
AMTV-T512,3,25,False,46,2026-09-07 22:35:01.337559,1788791701337559,Memtable Max Range Deletions,515,12834,241238,52982,foreground
AMTV-T512,3,26,False,47,2026-09-07 22:35:01.378742,1788791701378742,Memtable Max Range Deletions,513,13347,237192,52306,foreground
AMTV-T512,3,27,False,48,2026-09-07 22:35:01.418098,1788791701418098,Memtable Max Range Deletions,512,13859,242810,52978,foreground
AMTV-T512,3,28,False,51,2026-09-07 22:35:01.457856,1788791701457856,Memtable Max Range Deletions,514,14373,237800,52293,foreground
AMTV-T512,3,29,False,53,2026-09-07 22:35:01.493472,1788791701493472,Memtable Max Range Deletions,513,14886,237758,52386,foreground
AMTV-T512,3,30,False,54,2026-09-07 22:35:01.530658,1788791701530658,Memtable Max Range Deletions,514,15400,240064,52780,foreground
AMTV-T512,3,31,False,57,2026-09-07 22:35:01.565925,1788791701565925,Memtable Max Range Deletions,513,15913,234079,51862,foreground
AMTV-T512,3,32,False,60,2026-09-07 22:35:01.613993,1788791701613993,Memtable Max Range Deletions,512,16425,238565,52193,foreground
AMTV-T512,3,33,False,62,2026-09-07 22:35:01.679087,1788791701679087,Memtable Max Range Deletions,513,16938,242003,53014,foreground
AMTV-T512,3,34,False,64,2026-09-07 22:35:01.747843,1788791701747843,Memtable Max Range Deletions,514,17452,223367,50585,foreground
AMTV-T512,3,35,False,65,2026-09-07 22:35:01.806430,1788791701806430,Memtable Max Range Deletions,513,17965,248795,53582,foreground
AMTV-T512,3,36,False,66,2026-09-07 22:35:01.877982,1788791701877982,Memtable Max Range Deletions,513,18478,241720,52827,foreground
AMTV-T512,3,37,False,69,2026-09-07 22:35:01.941723,1788791701941723,Memtable Max Range Deletions,516,18994,232224,51908,foreground
AMTV-T512,3,38,False,70,2026-09-07 22:35:02.002432,1788791702002432,Memtable Max Range Deletions,513,19507,239739,52593,foreground
AMTV-T512,3,39,True,ACTIVE_MEMTABLE,N/A (Unflushed),N/A,Remained Below Threshold,493,20000,N/A,0,foreground
AMTV-T512,4,1,False,3,2026-09-07 22:36:22.605142,1788791782605142,Memtable Max Range Deletions,516,516,5897318,714783,foreground
AMTV-T512,4,2,False,6,2026-09-07 22:36:22.612191,1788791782612191,Memtable Max Range Deletions,516,1032,245242,53513,foreground
AMTV-T512,4,3,False,7,2026-09-07 22:36:22.638565,1788791782638565,Memtable Max Range Deletions,514,1546,237517,52301,foreground
AMTV-T512,4,4,False,8,2026-09-07 22:36:22.655304,1788791782655304,Memtable Max Range Deletions,512,2058,235735,52042,foreground
AMTV-T512,4,5,False,9,2026-09-07 22:36:22.680845,1788791782680845,Memtable Max Range Deletions,512,2570,237999,52400,foreground
AMTV-T512,4,6,False,11,2026-09-07 22:36:22.701460,1788791782701460,Memtable Max Range Deletions,514,3084,247422,53521,foreground
AMTV-T512,4,7,False,12,2026-09-07 22:36:22.727779,1788791782727779,Memtable Max Range Deletions,513,3597,241154,52730,foreground
AMTV-T512,4,8,False,13,2026-09-07 22:36:22.748095,1788791782748095,Memtable Max Range Deletions,514,4111,236951,52448,foreground
AMTV-T512,4,9,False,16,2026-09-07 22:36:22.762663,1788791782762663,Memtable Max Range Deletions,514,4625,241479,52833,foreground
AMTV-T512,4,10,False,18,2026-09-07 22:36:22.784687,1788791782784687,Memtable Max Range Deletions,513,5138,238324,52353,foreground
AMTV-T512,4,11,False,19,2026-09-07 22:36:22.813252,1788791782813252,Memtable Max Range Deletions,513,5651,242852,53146,foreground
AMTV-T512,4,12,False,22,2026-09-07 22:36:22.834781,1788791782834781,Memtable Max Range Deletions,512,6163,239697,52526,foreground
AMTV-T512,4,13,False,25,2026-09-07 22:36:22.853136,1788791782853136,Memtable Max Range Deletions,514,6677,236951,52424,foreground
AMTV-T512,4,14,False,27,2026-09-07 22:36:22.886390,1788791782886390,Memtable Max Range Deletions,514,7191,247705,53544,foreground
AMTV-T512,4,15,False,29,2026-09-07 22:36:22.912663,1788791782912663,Memtable Max Range Deletions,514,7705,234121,51957,foreground
AMTV-T512,4,16,False,30,2026-09-07 22:36:22.957900,1788791782957900,Memtable Max Range Deletions,512,8217,251300,53779,foreground
AMTV-T512,4,17,False,31,2026-09-07 22:36:22.985398,1788791782985398,Memtable Max Range Deletions,514,8731,240630,52692,foreground
AMTV-T512,4,18,False,34,2026-09-07 22:36:23.018717,1788791783018717,Memtable Max Range Deletions,513,9244,235777,51988,foreground
AMTV-T512,4,19,False,37,2026-09-07 22:36:23.048391,1788791783048391,Memtable Max Range Deletions,515,9759,233031,51947,foreground
AMTV-T512,4,20,False,38,2026-09-07 22:36:23.075958,1788791783075958,Memtable Max Range Deletions,515,10274,232465,51776,foreground
AMTV-T512,4,21,False,39,2026-09-07 22:36:23.102010,1788791783102010,Memtable Max Range Deletions,512,10786,245923,53489,foreground
AMTV-T512,4,22,False,41,2026-09-07 22:36:23.131470,1788791783131470,Memtable Max Range Deletions,514,11300,240347,52928,foreground
AMTV-T512,4,23,False,42,2026-09-07 22:36:23.156110,1788791783156110,Memtable Max Range Deletions,513,11813,233513,51739,foreground
AMTV-T512,4,24,False,43,2026-09-07 22:36:23.170077,1788791783170077,Memtable Max Range Deletions,513,12326,233513,52090,foreground
AMTV-T512,4,25,False,46,2026-09-07 22:36:23.212762,1788791783212762,Memtable Max Range Deletions,513,12839,248795,53524,foreground
AMTV-T512,4,26,False,48,2026-09-07 22:36:23.258752,1788791783258752,Memtable Max Range Deletions,513,13352,236060,52039,foreground
AMTV-T512,4,27,False,49,2026-09-07 22:36:23.287934,1788791783287934,Memtable Max Range Deletions,512,13864,233471,51890,foreground
AMTV-T512,4,28,False,52,2026-09-07 22:36:23.326196,1788791783326196,Memtable Max Range Deletions,515,14379,239257,52581,foreground
AMTV-T512,4,29,False,55,2026-09-07 22:36:23.395346,1788791783395346,Memtable Max Range Deletions,513,14892,241437,52879,foreground
AMTV-T512,4,30,False,57,2026-09-07 22:36:23.472674,1788791783472674,Memtable Max Range Deletions,512,15404,232905,51754,foreground
AMTV-T512,4,31,False,60,2026-09-07 22:36:23.528741,1788791783528741,Memtable Max Range Deletions,513,15917,240022,52621,foreground
AMTV-T512,4,32,False,61,2026-09-07 22:36:23.585023,1788791783585023,Memtable Max Range Deletions,515,16432,227654,51185,foreground
AMTV-T512,4,33,False,62,2026-09-07 22:36:23.643995,1788791783643995,Memtable Max Range Deletions,513,16945,238607,52449,foreground
AMTV-T512,4,34,False,63,2026-09-07 22:36:23.696433,1788791783696433,Memtable Max Range Deletions,513,17458,243135,53064,foreground
AMTV-T512,4,35,False,65,2026-09-07 22:36:23.755545,1788791783755545,Memtable Max Range Deletions,513,17971,243701,53189,foreground
AMTV-T512,4,36,False,66,2026-09-07 22:36:23.810916,1788791783810916,Memtable Max Range Deletions,513,18484,245682,53430,foreground
AMTV-T512,4,37,False,67,2026-09-07 22:36:23.882015,1788791783882015,Memtable Max Range Deletions,515,18999,245200,53382,foreground
AMTV-T512,4,38,False,70,2026-09-07 22:36:23.956766,1788791783956766,Memtable Max Range Deletions,513,19512,240588,52757,foreground
AMTV-T512,4,39,True,ACTIVE_MEMTABLE,N/A (Unflushed),N/A,Remained Below Threshold,488,20000,N/A,0,foreground
AMTV-T512,5,1,False,3,2026-09-07 22:38:49.570457,1788791929570457,Memtable Max Range Deletions,515,515,5887088,713050,foreground
AMTV-T512,5,2,False,6,2026-09-07 22:38:49.577757,1788791929577757,Memtable Max Range Deletions,513,1028,242003,52995,foreground
AMTV-T512,5,3,False,7,2026-09-07 22:38:49.597932,1788791929597932,Memtable Max Range Deletions,513,1541,242569,52814,foreground
AMTV-T512,5,4,False,8,2026-09-07 22:38:49.618322,1788791929618322,Memtable Max Range Deletions,514,2055,243460,53021,foreground
AMTV-T512,5,5,False,9,2026-09-07 22:38:49.638450,1788791929638450,Memtable Max Range Deletions,515,2570,248030,53931,foreground
AMTV-T512,5,6,False,11,2026-09-07 22:38:49.658929,1788791929658929,Memtable Max Range Deletions,513,3083,242852,52909,foreground
AMTV-T512,5,7,False,12,2026-09-07 22:38:49.679501,1788791929679501,Memtable Max Range Deletions,515,3598,241521,52894,foreground
AMTV-T512,5,8,False,13,2026-09-07 22:38:49.700201,1788791929700201,Memtable Max Range Deletions,513,4111,250493,53865,foreground
AMTV-T512,5,9,False,15,2026-09-07 22:38:49.720554,1788791929720554,Memtable Max Range Deletions,513,4624,231532,51454,foreground
AMTV-T512,5,10,False,18,2026-09-07 22:38:49.752989,1788791929752989,Memtable Max Range Deletions,513,5137,238890,52376,foreground
AMTV-T512,5,11,False,19,2026-09-07 22:38:49.770749,1788791929770749,Memtable Max Range Deletions,515,5652,234729,52158,foreground
AMTV-T512,5,12,False,21,2026-09-07 22:38:49.783845,1788791929783845,Memtable Max Range Deletions,513,6165,239456,52419,foreground
AMTV-T512,5,13,False,24,2026-09-07 22:38:49.814265,1788791929814265,Memtable Max Range Deletions,513,6678,247097,53458,foreground
AMTV-T512,5,14,False,27,2026-09-07 22:38:49.859142,1788791929859142,Memtable Max Range Deletions,513,7191,230117,51244,foreground
AMTV-T512,5,15,False,29,2026-09-07 22:38:49.897425,1788791929897425,Memtable Max Range Deletions,515,7706,238125,52363,foreground
AMTV-T512,5,16,False,30,2026-09-07 22:38:49.924717,1788791929924717,Memtable Max Range Deletions,513,8219,236060,52115,foreground
AMTV-T512,5,17,False,31,2026-09-07 22:38:49.952385,1788791929952385,Memtable Max Range Deletions,515,8734,229352,51391,foreground
AMTV-T512,5,18,False,35,2026-09-07 22:38:49.997897,1788791929997897,Memtable Max Range Deletions,514,9248,233555,51951,foreground
AMTV-T512,5,19,False,36,2026-09-07 22:38:50.029454,1788791930029454,Memtable Max Range Deletions,514,9762,234687,51905,foreground
AMTV-T512,5,20,False,37,2026-09-07 22:38:50.049946,1788791930049946,Memtable Max Range Deletions,515,10277,246898,53541,foreground
AMTV-T512,5,21,False,38,2026-09-07 22:38:50.077651,1788791930077651,Memtable Max Range Deletions,513,10790,249078,53886,foreground
AMTV-T512,5,22,False,40,2026-09-07 22:38:50.118260,1788791930118260,Memtable Max Range Deletions,516,11306,239582,52695,foreground
AMTV-T512,5,23,False,41,2026-09-07 22:38:50.145886,1788791930145886,Memtable Max Range Deletions,512,11818,243942,53163,foreground
AMTV-T512,5,24,False,42,2026-09-07 22:38:50.161361,1788791930161361,Memtable Max Range Deletions,513,12331,235777,52420,foreground
AMTV-T512,5,25,False,45,2026-09-07 22:38:50.189550,1788791930189550,Memtable Max Range Deletions,514,12845,252233,54273,foreground
AMTV-T512,5,26,False,47,2026-09-07 22:38:50.235910,1788791930235910,Memtable Max Range Deletions,512,13357,241678,52616,foreground
AMTV-T512,5,27,False,48,2026-09-07 22:38:50.262479,1788791930262479,Memtable Max Range Deletions,513,13870,236060,52277,foreground
AMTV-T512,5,28,False,51,2026-09-07 22:38:50.278028,1788791930278028,Memtable Max Range Deletions,513,14383,245399,53101,foreground
AMTV-T512,5,29,False,53,2026-09-07 22:38:50.324960,1788791930324960,Memtable Max Range Deletions,513,14896,244833,53254,foreground
AMTV-T512,5,30,False,56,2026-09-07 22:38:50.397000,1788791930397000,Memtable Max Range Deletions,515,15411,242370,53143,foreground
AMTV-T512,5,31,False,58,2026-09-07 22:38:50.453718,1788791930453718,Memtable Max Range Deletions,513,15924,230400,51417,foreground
AMTV-T512,5,32,False,59,2026-09-07 22:38:50.491589,1788791930491589,Memtable Max Range Deletions,514,16438,242894,52977,foreground
AMTV-T512,5,33,False,60,2026-09-07 22:38:50.535988,1788791930535988,Memtable Max Range Deletions,513,16951,226721,51074,foreground
AMTV-T512,5,34,False,63,2026-09-07 22:38:50.586895,1788791930586895,Memtable Max Range Deletions,513,17464,246531,53369,foreground
AMTV-T512,5,35,False,64,2026-09-07 22:38:50.628595,1788791930628595,Memtable Max Range Deletions,513,17977,233796,51834,foreground
AMTV-T512,5,36,False,65,2026-09-07 22:38:50.659208,1788791930659208,Memtable Max Range Deletions,513,18490,243701,52907,foreground
AMTV-T512,5,37,False,66,2026-09-07 22:38:50.696994,1788791930696994,Memtable Max Range Deletions,513,19003,237192,52207,foreground
AMTV-T512,5,38,False,68,2026-09-07 22:38:50.754064,1788791930754064,Memtable Max Range Deletions,514,19517,234121,51873,foreground
AMTV-T512,5,39,True,ACTIVE_MEMTABLE,N/A (Unflushed),N/A,Remained Below Threshold,483,20000,N/A,0,foreground
