config,phase_id,phase_name,operation,count,p50_us_mean,p50_us_std,p95_us_mean,p95_us_std,p99_us_mean,p99_us_std,p999_us_mean,p999_us_std,max_us_mean,max_us_std,avg_us_mean,avg_us_std,avg_returned_keys,scan_cost_per_key_us,mat_count_mean,mat_time_ms_mean,lock_contended_mean,lock_wait_ms_mean,reseeks_mean
Native-T0,1,Phase B (Dynamic Injection),Put,30000,55.383,1.2491167546177042,192.227,5.527496057589433,316.963,13.786934418741053,504.49333333333334,36.79845372053316,5849.934666666667,3595.329424491849,72.73386666666666,3.129292755382423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T0,1,Phase B (Dynamic Injection),Scan-Intersect,5000,4473.433333333333,181.11560163485495,11135.733333333332,276.6996004494568,12117.366666666667,464.9271077873984,16129.766666666668,3159.7257753728495,17554.833333333332,2972.9789373996964,4869.08,173.55097080300834,50.0,97.38170000000001,1598.6666666666667,9593.910988,3119.6666666666665,13651.841001333334,55643.333333333336
Native-T0,1,Phase B (Dynamic Injection),Scan-NonIntersect,5000,4450.796666666666,165.59080295180104,11119.6,318.34889665271305,12099.233333333332,495.62872080710696,15468.366666666667,1840.6248981135604,17868.433333333334,1994.3333996322901,4839.099999999999,170.93616761820758,100.0,48.391,1603.0,9533.926501,3116.3333333333335,13626.078468333333,1.3333333333333333
Native-T0,2,Phase C (Post-Injection Read-Dominant),GetLive,80000,9.290000000000001,0.1154671670504937,22.555666666666667,0.8498134435797599,31.874,1.844328784860951,48.228,3.268605309098465,5594.613333333332,540.7033236032081,11.125066666666667,0.22776980094433605,0.0,0.0,0.6666666666666666,3.1894363333333335,5.666666666666667,30.89756033333333,0.0
Native-T0,2,Phase C (Post-Injection Read-Dominant),Put,10000,15.211999999999998,0.18050115419760213,38.900666666666666,1.5755384970084205,55.16233333333333,3.3616355476992976,80.63733333333333,8.411967123621498,118.02666666666666,23.811961732615718,18.3281,0.19200131943991072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T0,2,Phase C (Post-Injection Read-Dominant),Scan-Intersect,5000,73.475,0.4531254425285199,163.445,4.453908171482663,200.55033333333333,9.11868398155981,270.64366666666666,22.85046876737737,3927.561666666667,2541.958193717111,88.597,1.6311793034488873,50.0,1.77194,0.3333333333333333,1.903422,0.3333333333333333,1.7653403333333333,56697.333333333336
Native-T0,2,Phase C (Post-Injection Read-Dominant),Scan-NonIntersect,5000,67.73433333333334,0.6988721072000403,154.85866666666666,2.41361006700659,179.60966666666664,14.963232189455436,252.654,30.318096125361613,3686.499333333333,2357.7175303757,84.04323333333333,0.741373690448274,100.0,0.8404323333333333,0.0,0.0,1.0,5.070662333333333,0.0
Native-T512,0,Phase A (Baseline),GetLive,70000,6.240333333333333,0.05623956693368884,16.913333333333334,1.1139606017369827,21.785666666666668,0.7194985908410275,39.00066666666667,1.0663971534512302,164.99633333333335,21.062558159497684,7.7666900000000005,0.18364631024517372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,0,Phase A (Baseline),Put,20000,10.757333333333333,0.3360142192758444,19.400333333333332,0.7097400149976667,25.439999999999998,0.8402606738387786,56.79633333333334,9.169260542098742,196.9896666666667,57.20195249775619,11.519866666666667,0.36819185518180925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,0,Phase A (Baseline),Scan-NonIntersect,5000,44.620000000000005,1.0384039034338557,64.42866666666667,3.9265146829670137,74.82199999999999,3.859005398631454,98.97933333333333,8.37839906479089,150.64866666666668,29.50717818128705,47.09096666666667,1.712168746226715,100.0,0.4709096666666667,0.0,0.0,0.0,0.0,0.0
Native-T512,0,Phase A (Baseline),Scan-PlannedIntersect,5000,61.452666666666666,1.9013539620199293,121.15033333333334,9.879022972383897,148.13,6.684827746471858,190.967,17.984531205084743,357.42366666666663,126.80580160842622,68.67316666666666,3.084177109412203,100.0,0.6867316666666667,0.0,0.0,0.0,0.0,0.0
Native-T512,1,Phase B (Dynamic Injection),DeleteRange,20000,95.32366666666667,6.888084461993445,539.4736666666666,238.41469319560727,1301.22,52.818012710311876,1784.38,344.264367020463,2496.403333333333,68.25715412239866,160.53933333333333,19.96968486370167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,1,Phase B (Dynamic Injection),GetLive,40000,97.25366666666666,13.98319830685701,278.836,31.44705484885137,343.4756666666667,28.638500022793703,428.589,46.5084788040489,749.9616666666667,188.10462305914288,116.46600000000001,15.640880346067483,0.0,0.0,13335.333333333334,1393.5572536666668,20474.666666666668,2075.1245096666667,0.0
Native-T512,1,Phase B (Dynamic Injection),Put,30000,58.646666666666675,4.2764234537234005,287.55466666666666,48.86804715648957,1242.07,47.72301541185337,1711.876666666667,333.16481980478613,2607.0766666666664,39.73374915889793,112.00009999999999,13.92651696656418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,1,Phase B (Dynamic Injection),Scan-Intersect,5000,258.6066666666667,38.44627186376102,542.369,46.516940491251844,645.1750000000001,46.12954682919254,835.2706666666667,108.60037883400265,6559.97,2959.6873629940487,282.0596666666667,28.591560576894413,50.0,5.641193333333334,1346.3333333333333,142.24413666666666,2872.6666666666665,294.2245733333333,39777.666666666664
Native-T512,1,Phase B (Dynamic Injection),Scan-NonIntersect,5000,253.846,42.68595602771478,517.626,53.26535288534188,619.0223333333333,50.233527033468626,799.623,106.96537122202989,1015.349,299.7290284540354,273.172,32.18088952572111,100.0,2.7317199999999997,1375.3333333333333,146.263164,2838.3333333333335,287.569423,1.3333333333333333
Native-T512,2,Phase C (Post-Injection Read-Dominant),GetLive,80000,9.179,1.044482966192684,24.637666666666664,2.802798759969915,34.818333333333335,4.999375316532614,48.816,7.323489468825636,229.73233333333334,32.31441470235157,11.42586,1.1549461398120118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,2,Phase C (Post-Injection Read-Dominant),Put,10000,14.321333333333333,0.7204352079742419,31.165333333333336,2.451744458317157,43.967000000000006,5.155790789652607,77.82133333333333,13.324931027547157,1007.9536666666668,1247.5886080895773,17.032733333333333,1.784087976779422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Native-T512,2,Phase C (Post-Injection Read-Dominant),Scan-Intersect,5000,65.56333333333333,7.44263951087844,168.04133333333334,30.49854941177076,249.51666666666665,44.74359429261604,323.41900000000004,46.60467360683903,411.57166666666666,62.524023032928895,80.9839,11.13462854701494,50.0,1.6196766666666667,0.0,0.0,0.0,0.0,8817.666666666666
Native-T512,2,Phase C (Post-Injection Read-Dominant),Scan-NonIntersect,5000,78.608,8.495073199606153,177.53033333333335,27.201084173654213,246.56033333333332,31.173677297075848,322.5946666666667,38.681109087282145,1404.5613333333333,1395.7039574793632,91.12483333333331,10.00152418862023,100.0,0.9112483333333333,0.0,0.0,0.0,0.0,0.0
