config,phase,op_name,sample_count_per_rep,total_sample_count_5reps,metric,unit,rep1_raw,rep2_raw,rep3_raw,rep4_raw,rep5_raw,mean,sample_std,median,iqr,quantile_algorithm
AMTV-T512,Overall,Scan-Intersect,10000,50000,P99.9,us,882.6086666666652,688.1184444444441,769.6156666666659,875.72411111111,892.9331111111094,821.7999999999989,89.80449061495209,875.72411111111,112.99299999999926,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-Intersect,10000,50000,Max,us,7563.12,814.155,1306.51,7195.59,1544.01,3684.6769999999997,3385.5154790326983,1544.01,5889.08,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-Intersect,10000,50000,Mean,us,179.58835,156.3285,176.81495,185.39104999999998,175.90535,174.80563999999998,10.97242693245209,176.81495,3.6829999999999927,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,P50,us,63.53884112721926,62.97972963108461,66.86522645472013,67.1992690017631,66.39001331911868,65.39461590678115,1.9802689174977641,66.39001331911868,3.326385327500873,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,P95,us,485.2464856918092,396.7984233730334,456.83855555555544,492.8818992856077,461.8596666666665,458.7250061145345,37.80994800510988,461.8596666666665,28.407930136253754,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,P99,us,607.3964462979081,521.7225836760024,575.137,603.8730246902135,575.1634999999999,576.6585109328247,34.30727541766467,575.1634999999999,28.736024690213526,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,P99.9,us,809.6254389344947,757.2788303514074,725.3478888888926,818.9417638380994,754.4755555555607,773.133895513691,39.72723471403918,757.2788303514074,55.149883378933964,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,Max,us,3107.85,7293.65,846.441,8604.29,1102.11,4190.8682,3570.8575937309797,3107.85,6191.54,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Scan-NonIntersect,15000,75000,Mean,us,135.13606666666666,120.8884,133.19170000000003,139.18596666666667,131.6405,132.00852666666668,6.82806179036189,133.19170000000003,3.4955666666666616,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,P50,us,23.075376491167106,34.2476808969529,22.181518757523186,22.86271924979028,21.61584734761756,24.796628548610208,5.31463245625828,22.86271924979028,0.8938577336439195,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,P95,us,1023.9165555555558,494.6229710254852,580.3634444444444,1008.4645555555558,620.4207777777779,745.5576608717638,251.25698833147845,620.4207777777779,428.1011111111113,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,P99,us,1422.9600000000005,1187.6198550756676,1290.4680000000012,1424.9225000000006,1297.6827500000013,1324.7306210151341,100.48917873589137,1297.6827500000013,132.49199999999928,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,P99.9,us,2478.6211111111043,2414.5111111111037,2607.115555555548,2441.9488888888827,2507.5233333333263,2489.943999999993,74.43128646818217,2478.6211111111043,65.57444444444354,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,Max,us,3163.45,4528.49,3917.7,2915.26,2928.13,3490.6059999999998,709.5854072837179,3163.45,989.5699999999997,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,Put,60000,300000,Mean,us,120.71916666666667,102.7688,110.23216666666667,121.10878333333334,109.3859,112.84296333333334,7.915407004893122,110.23216666666667,11.33326666666666,cdf_mixture_inversion: exact sample-weighted empirical CDF inversion
AMTV-T512,Overall,DeleteRange,20000,100000,P50,us,186.31,141.998,171.366,190.996,173.212,172.7764,19.135053143380613,173.212,14.943999999999988,exact_single_phase_pass_through: identical to constituent phase
AMTV-T512,Overall,DeleteRange,20000,100000,P95,us,1232.69,1080.77,1132.09,1229.47,1121.89,1159.382,68.22158837201025,1132.09,107.57999999999993,exact_single_phase_pass_through: identical to constituent phase
AMTV-T512,Overall,DeleteRange,20000,100000,P99,us,1658.88,1512.43,1608.38,1615.66,1651.63,1609.3960000000002,58.47018924204027,1615.66,43.25,exact_single_phase_pass_through: identical to constituent phase
AMTV-T512,Overall,DeleteRange,20000,100000,P99.9,us,2782.67,2690.04,2814.78,2756.45,2806.71,2770.1299999999997,50.225792676671695,2782.67,50.26000000000022,exact_single_phase_pass_through: identical to constituent phase
AMTV-T512,Overall,DeleteRange,20000,100000,Max,us,3184.17,4523.15,3729.78,3136.34,3748.08,3664.304,560.8468194881734,3729.78,563.9099999999999,exact_single_phase_pass_through: identical to constituent phase
AMTV-T512,Overall,DeleteRange,20000,100000,Mean,us,294.097,226.704,267.763,297.906,267.646,270.82319999999993,28.4653783340394,267.763,26.450999999999965,exact_single_phase_pass_through: identical to constituent phase
