elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,902622,180524.40,902622,180524.40,640889,91789,0,0,722258,29.00,45.00,64.00,1146.000000,36747,35.00,29649,35.00,68768,35.00,14038,510.00,31162,524.00,0,0.00,0,0.00,0,0,0,57674168,53199,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,385002215,894879178
10.07,0,624953,124990.60,624953,124990.60,1072876,153272,0,0,500517,30.00,53.00,94.00,1208.000000,24784,70.00,20508,73.00,47860,75.00,9615,956.00,21669,958.00,0,0.00,0,0.00,0,0,0,58722752,53820,1,5,0,0,0,0,0,8,0,0,0,0,0,0,0,1152271984,1364521931
15.09,0,918244,183648.80,918244,183648.80,1718781,245857,0,0,734120,26.00,42.00,58.00,349.000000,37070,40.00,30263,41.00,70852,42.00,14031,548.00,31908,572.00,0,0.00,0,0.00,0,0,0,57674168,53240,1,6,0,0,0,0,6,10,0,0,0,0,0,0,0,2650320280,2346802591
20.14,0,957896,191579.20,957896,191579.20,2387093,341213,0,0,765648,23.00,36.00,45.00,164.000000,39007,35.00,31725,34.00,73584,34.00,14809,452.00,33123,486.00,0,0.00,0,0.00,0,0,0,14682224,12408,2,14,0,0,0,0,6,10,0,0,0,0,0,0,0,4258308790,4038185701
25.19,0,830950,166190.00,830950,166190.00,2966076,423914,0,0,664134,23.00,41.00,62.00,1174.000000,33275,50.00,27874,49.00,64148,48.00,12789,652.00,28730,697.00,0,0.00,0,0.00,0,0,0,3147800,2058,2,11,0,0,0,0,10,10,0,0,0,0,0,0,0,5575011030,3866398472
30.23,0,786856,157371.20,786856,157371.20,3520453,502767,0,0,629692,25.00,42.00,54.00,146.000000,31561,50.00,25567,51.00,60692,51.00,12072,723.00,27272,763.00,0,0.00,0,0.00,0,0,0,24119480,20931,1,16,0,0,0,0,10,10,0,0,0,0,0,0,0,7004925986,6113241626
35.26,0,871777,174355.40,871777,174355.40,4131278,590200,0,0,697635,22.00,37.00,51.00,1109.000000,34857,47.00,28879,46.00,66938,45.00,13256,661.00,30212,701.00,0,0.00,0,0.00,0,0,0,47188328,41476,1,17,0,0,0,0,10,10,0,0,0,0,0,0,0,8432585769,8133229209
40.31,0,787551,157510.20,787551,157510.20,4681390,668956,0,0,630079,25.00,45.00,70.00,1179.000000,31603,61.00,25735,61.00,60557,61.00,12108,917.00,27469,1008.00,0,0.00,0,0.00,0,0,0,60819920,54582,0,17,0,0,0,0,18,10,0,0,0,0,0,0,0,9649638532,6325645417
45.35,0,838235,167647.00,838235,167647.00,5267300,752594,41,0,670871,24.00,38.00,48.00,180.000000,33268,45.00,27669,44.00,64278,44.00,12896,605.00,29213,654.00,0,0.00,40,87.00,0,0,0,53479832,47999,0,19,0,0,0,0,18,10,0,0,0,0,0,0,0,11071842963,8549906753
50.39,0,484106,96821.20,484106,96821.20,5602588,800095,348,0,387401,26.00,83.00,1212.00,2262.000000,19246,100.00,15892,97.00,37002,99.00,7420,949.00,16837,1014.00,0,0.00,308,1353.00,0,0,0,3147800,1905,1,20,0,0,0,0,18,10,0,0,0,0,0,0,0,11889362953,11298879205
55.41,0,362499,72499.80,362499,72499.80,5856660,836329,872,0,289424,26.00,139.00,1490.00,2507.000000,14608,110.00,11878,110.00,28059,110.00,5583,952.00,12425,1041.00,0,0.00,522,1468.00,0,0,0,9439304,7965,0,18,0,0,0,0,18,10,0,0,0,0,0,0,0,12550348091,12798924677
60.43,0,453918,90783.60,453918,90783.60,6175705,881809,1534,0,362639,26.00,86.00,1226.00,2404.000000,18214,102.00,15032,100.00,35030,102.00,6789,942.00,15555,1014.00,0,0.00,659,1276.00,0,0,0,24119480,21559,1,9,0,0,0,0,29,13,0,0,0,0,0,0,0,13585737897,7937202481
65.45,1,584290,116858.00,584291,116858.20,6532107,966825,2271,0,441402,19.00,37.00,52.00,153.000000,26684,63.00,22189,67.00,51393,65.00,12878,776.00,29008,813.00,0,0.00,737,124.00,0,0,0,7342136,4885,1,14,0,0,0,0,22,27,0,0,0,0,0,0,0,14305963127,9834047155
70.48,1,597399,119479.80,597398,119479.60,6830727,1086188,2877,0,418075,19.00,35.00,48.00,672.000000,31440,57.00,26526,59.00,61154,58.00,18164,610.00,41433,640.00,0,0.00,606,96.00,0,0,0,27265232,25024,1,14,0,0,0,0,14,43,0,0,0,0,0,0,0,14568447368,12288703068
75.51,1,393717,78743.40,393717,78743.40,7025432,1163837,3273,0,275021,21.00,46.00,88.00,1194.000000,20893,84.00,17386,86.00,40503,87.00,12163,919.00,27350,986.00,0,0.00,401,133.00,0,0,0,36702488,33185,0,21,0,0,0,0,14,43,0,0,0,0,0,0,0,15567434095,14054815734
80.54,1,328622,65724.40,328622,65724.40,7190187,1229722,3608,0,229608,22.00,67.00,1181.00,2309.000000,17458,100.00,14522,102.00,33644,102.00,10126,973.00,22931,1059.00,0,0.00,333,960.00,0,0,0,48236912,43440,0,18,0,0,0,9,12,63,0,0,0,0,0,0,0,13375031584,11927485728
