exp_id,timestamp_us,phase,active_range_tombstones,active_memtable_bytes,range_del_rate,estimated_capacity_flush_ms,getlive_samples,getlive_p99_us,getdel_samples,getdel_p99_us,scan_samples,scan_p99_us,put_samples,put_p99_us,l0_files,immutable_memtables,pending_compaction_bytes,read_debt,reclaim_debt,maintenance_debt,decision,decision_reason,conflict_state
rtp_mc_observe,22483060,2,8890,29362400,89.25,166717.52,186,14809.02,0,0.00,64,15163.15,55,306.05,0,0,0,61.8531,17788.9249,1.0403,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22539249,2,8899,29362400,160.17,171579.91,180,9293.04,0,0.00,43,9642.96,45,252.26,0,0,0,40.2244,17814.0174,0.6817,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22595086,2,8905,29362400,107.46,189314.75,164,9114.58,0,0.00,48,9486.48,33,151.17,0,0,0,38.5503,17820.7456,0.0078,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22651107,2,8917,29362400,214.21,199798.97,137,9389.26,0,0.00,42,9933.57,36,347.16,0,0,0,39.5925,17855.4205,1.3144,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22707440,2,8926,29362400,159.76,200627.81,164,9486.48,0,0.00,43,9463.52,41,234.42,0,0,0,40.5110,17867.9764,0.5628,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22763820,2,8936,29362400,177.37,195580.02,172,9406.35,0,0.00,59,9837.73,45,317.57,0,0,0,39.0446,17889.7368,1.1171,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22820146,2,8944,29362400,142.03,182030.58,189,9153.33,0,0.00,65,9469.25,53,271.28,0,0,0,37.9012,17902.2030,0.8085,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22876591,2,8952,29362400,141.73,209086.53,105,9521.04,0,0.00,29,9885.53,26,318.92,0,0,0,40.5814,17918.1731,1.1261,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22933126,2,8957,29362400,88.44,190283.97,158,9434.89,0,0.00,53,9701.57,53,280.31,0,0,0,39.1987,17922.8441,0.8687,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,22989470,2,8968,29362400,195.23,200855.58,140,9048.55,0,0.00,44,9406.35,36,263.19,0,0,0,37.9225,17955.5229,0.7546,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23045679,2,8978,29362400,177.91,199784.71,122,9214.54,0,0.00,59,9719.22,42,321.64,0,0,0,36.3908,17973.7907,1.1443,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23101671,2,8988,29362400,178.60,244787.45,64,9026.64,0,0.00,17,9429.17,16,290.16,0,0,0,38.6187,17993.8597,0.9344,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23157703,2,8994,29362400,107.08,185135.27,223,9158.87,0,0.00,92,9567.30,70,303.10,0,0,0,37.0080,17998.7082,1.0206,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23213698,2,9006,29362400,214.30,161833.58,231,9043.07,0,0.00,75,9538.36,66,199.53,0,0,0,37.8088,18033.4305,0.3302,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23269530,2,9013,29362400,125.38,182097.16,131,9315.59,0,0.00,44,9654.66,32,257.04,0,0,0,38.7218,18038.5376,0.7136,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23325359,2,9020,29362400,125.38,156367.86,225,9355.19,0,0.00,91,9885.53,70,321.05,0,0,0,37.9992,18052.5383,1.1404,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23381626,2,9029,29362400,159.95,171982.30,141,9532.58,0,0.00,47,9802.02,37,251.34,0,0,0,39.6482,18073.9952,0.6756,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23437845,2,9036,29362400,124.51,138526.94,292,9452.06,0,0.00,77,10036.42,87,279.12,0,0,0,40.5870,18084.4513,0.8608,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23494088,2,9043,29362400,124.46,142721.47,193,14185.42,0,0.00,72,9778.30,54,317.19,0,0,0,55.9698,18098.4460,1.1146,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23550217,2,9051,30410984,142.53,133898.94,218,9349.52,0,0.00,70,9790.15,65,213.54,0,0,0,39.1445,18116.2529,0.4236,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23606177,2,9061,30410984,178.70,130571.13,247,9015.71,0,0.00,86,9549.93,65,287.18,0,0,0,37.3693,18139.8699,0.9145,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23662260,2,9069,30410984,142.65,153425.01,126,9567.30,0,0.00,34,9915.53,31,225.23,0,0,0,40.8853,18152.2646,0.5016,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23718285,2,9076,30410984,124.94,143819.65,191,12905.94,0,0.00,69,13302.93,64,292.81,0,0,0,53.4653,18164.4944,0.9520,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23774507,2,9085,30410984,160.08,160141.80,122,9503.74,0,0.00,40,9731.01,37,283.04,0,0,0,39.5911,18186.0080,0.8869,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23830506,2,9093,30410984,142.86,166238.05,137,9186.67,0,0.00,53,9672.22,44,306.23,0,0,0,37.5164,18200.2860,1.0416,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23886555,2,9100,30410984,124.89,155011.94,209,9225.71,0,0.00,65,9778.30,60,257.66,0,0,0,38.8250,18212.4891,0.7178,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23942497,2,9106,30410984,107.25,161310.88,175,9293.04,0,0.00,57,9731.01,45,176.97,0,0,0,38.8308,18222.7254,0.1798,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,23998525,2,9113,30410984,124.94,163069.67,179,9400.65,0,0.00,66,9555.71,48,213.28,0,0,0,38.4895,18238.4938,0.4219,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24054329,2,9120,30410984,125.44,179606.95,176,9158.87,0,0.00,59,9760.54,34,241.78,0,0,0,38.1981,18252.5439,0.6119,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24110197,2,9129,30410984,161.09,175579.21,187,9164.43,0,0.00,65,9561.51,48,233.43,0,0,0,37.9355,18274.1094,0.5562,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24166089,2,9135,30410984,107.35,191481.98,140,9567.30,0,0.00,44,9963.71,33,327.54,0,0,0,40.1626,18280.7350,1.1836,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24221966,2,9143,30410984,143.17,174959.33,177,9360.86,0,0.00,76,9927.55,55,273.59,0,0,0,37.7089,18300.3172,0.8240,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24277803,2,9148,30410984,89.55,183061.50,175,9208.96,0,0.00,57,9602.15,39,276.09,0,0,0,38.4504,18304.9546,0.8406,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24333855,2,9159,30410984,196.25,166963.13,237,9492.23,0,0.00,84,9885.53,58,262.87,0,0,0,39.2152,18337.6246,0.7524,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24390166,2,9166,30410984,124.31,172693.34,203,9298.67,0,0.00,58,9515.27,43,277.10,0,0,0,39.3905,18344.4310,0.8473,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24446396,2,9175,30410984,160.06,193424.89,127,9293.04,0,0.00,51,9678.09,30,336.80,0,0,0,37.6980,18366.0057,1.2453,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24502349,2,9185,30410984,178.72,162276.44,260,9242.50,0,0.00,78,10079.08,68,280.99,0,0,0,39.2000,18387.8721,0.8732,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24558352,2,9190,30410984,89.28,139788.70,233,17589.89,0,0.00,74,18141.96,76,194.39,0,0,0,74.4959,18388.9281,0.2960,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24614404,2,9197,30410984,124.88,169387.46,89,9766.45,0,0.00,25,10177.28,24,234.56,0,0,0,41.5872,18406.4884,0.5638,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24670181,2,9204,30410984,125.50,201694.98,103,9736.91,0,0.00,29,10085.19,22,257.35,0,0,0,41.4201,18420.5500,0.7157,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24726150,2,9210,30410984,107.20,194054.03,187,9298.67,0,0.00,54,9790.15,45,241.05,0,0,0,39.4631,18430.7202,0.6070,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24781965,2,9218,30410984,143.33,201732.88,172,9253.71,0,0.00,75,9802.02,36,322.61,0,0,0,37.1720,18450.3331,1.1508,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24837804,2,9224,30410984,107.45,179574.06,166,9446.33,0,0.00,62,9873.56,56,318.15,0,0,0,38.7578,18458.7452,1.1210,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24893850,2,9234,30410984,178.42,185469.65,175,9225.71,0,0.00,50,9819.86,40,272.27,0,0,0,39.2422,18485.8425,0.8151,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,24949832,2,9241,30410984,125.04,149475.47,246,9807.97,0,0.00,88,10263.98,78,294.05,0,0,0,40.5277,18494.5040,0.9603,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25005828,2,9253,30410984,214.30,130966.41,225,9648.81,0,0.00,85,9945.61,79,269.48,0,0,0,39.4699,18527.4301,0.7965,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25061824,2,9261,30410984,142.87,125611.99,252,9532.58,0,0.00,79,9981.84,70,268.83,0,0,0,40.0519,18536.2867,0.7922,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25117838,2,9268,30410984,124.97,135072.58,218,9293.04,0,0.00,69,9748.71,49,344.43,0,0,0,38.9817,18548.4969,1.2962,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25173835,2,9277,30410984,160.72,134684.37,197,9287.41,0,0.00,71,9613.79,60,280.82,0,0,0,38.2286,18570.0723,0.8721,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25229850,2,9285,30410984,142.82,117337.21,287,9526.81,0,0.00,99,9969.75,89,371.99,0,0,0,39.5310,18584.2819,1.4799,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25285939,2,9293,30410984,142.63,122442.64,164,9423.46,0,0.00,71,10018.19,59,245.92,0,0,0,37.9354,18600.2630,0.6395,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25341919,2,9300,30410984,125.04,139373.91,145,9326.89,0,0.00,60,9831.77,39,289.98,0,0,0,37.7405,18612.5045,0.9332,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25397948,2,9308,30410984,142.78,162786.80,113,9521.04,0,0.00,34,9921.54,30,241.78,0,0,0,40.1840,18630.2783,0.6119,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25454033,2,9315,30410984,124.81,169359.16,136,9400.65,0,0.00,41,9754.62,43,283.55,0,0,0,39.6346,18642.4811,0.8903,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25509966,2,9325,30410984,178.79,151454.25,186,9480.74,0,0.00,73,9957.67,66,329.33,0,0,0,38.6560,18667.8785,1.1955,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25565881,2,9335,30410984,178.84,164432.20,120,9446.33,0,0.00,39,9987.89,39,242.96,0,0,0,39.5463,18687.8843,0.6197,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25621726,2,9343,30410984,143.25,166157.79,165,17653.96,0,0.00,58,18208.04,47,379.04,0,0,0,73.7832,18700.3254,1.5269,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25677941,2,9351,30410984,142.31,166672.22,165,9555.71,0,0.00,46,9766.45,48,228.39,0,0,0,40.6207,18716.2311,0.5226,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25733821,2,9359,30410984,143.16,167783.58,227,9463.52,0,0.00,75,10066.88,47,322.61,0,0,0,39.5666,18732.3164,1.1508,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25790555,2,9368,30410984,158.64,160314.73,222,9497.99,0,0.00,62,10000.00,56,260.65,0,0,0,40.4886,18751.8635,0.7376,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25846906,2,9376,30410984,141.97,146680.92,192,9927.55,0,0.00,58,10270.20,66,284.07,0,0,0,41.8872,18766.1967,0.8938,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25903393,2,9384,30410984,141.63,146049.69,178,9509.50,0,0.00,64,9897.52,56,202.45,0,0,0,39.2080,18782.1626,0.3497,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,25959758,2,9391,30410984,124.19,124640.20,227,9509.50,0,0.00,74,10024.27,87,267.04,0,0,0,39.7870,18794.4191,0.7803,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26016046,2,9402,30410984,195.42,120582.24,271,9637.12,0,0.00,92,9951.64,72,265.59,0,0,0,40.0176,18823.5424,0.7706,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26072419,2,9413,30410984,195.13,137172.20,121,9486.48,0,0.00,49,9963.71,40,272.11,0,0,0,38.5045,18845.5129,0.8140,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26128599,2,9424,30410984,195.80,150821.19,144,11329.49,0,0.00,50,11586.37,41,255.80,0,0,0,47.0200,18867.5799,0.7053,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26184832,2,9428,30410984,71.13,170375.64,105,31757.19,0,0.00,29,32477.23,33,411.10,0,0,0,137.4791,18863.1133,1.7407,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26241087,2,9436,30410984,142.21,184821.80,125,10898.54,0,0.00,45,11105.20,35,180.54,0,0,0,44.9474,18886.2210,0.2036,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26297106,2,9442,30410984,107.11,196272.17,123,9538.36,0,0.00,38,10401.72,35,275.92,0,0,0,40.3455,18894.7107,0.8395,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26352939,2,9452,30410984,179.11,168694.44,265,9515.27,0,0.00,66,10115.79,63,338.02,0,0,0,41.1239,18921.9106,1.2535,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26409109,2,9458,30410984,106.82,158467.06,204,9731.01,0,0.00,79,10332.62,58,185.87,0,0,0,39.8416,18926.6819,0.2391,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26465307,2,9466,30410984,142.35,184407.33,85,9596.33,0,0.00,35,10257.76,27,356.11,0,0,0,38.9707,18946.2354,1.3740,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26521432,2,9474,30410984,142.54,175512.19,190,9567.30,0,0.00,83,10263.98,51,188.71,0,0,0,38.5339,18962.2539,0.2581,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26577162,2,9481,30410984,125.61,154637.23,229,9625.45,0,0.00,86,10208.16,66,237.42,0,0,0,39.5617,18974.5606,0.5828,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26633083,2,9486,30410984,89.41,151859.81,143,9648.81,0,0.00,57,10201.97,55,285.97,0,0,0,39.3096,18980.9412,0.9064,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26689361,2,9495,30410984,159.92,158225.88,200,9678.09,0,0.00,50,9885.53,46,311.28,0,0,0,41.6666,19005.9920,1.0752,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26745951,2,9503,30410984,141.37,179518.03,155,9933.57,0,0.00,50,10270.20,31,278.44,0,0,0,41.5636,19020.1368,0.8563,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26802407,2,9509,30410984,106.28,178428.02,152,9921.54,0,0.00,59,10257.76,46,310.72,0,0,0,40.4729,19028.6277,1.0715,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26858695,2,9515,30410984,106.59,191408.23,125,9660.51,0,0.00,44,10121.93,35,291.39,0,0,0,39.9973,19040.6595,0.9426,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26915456,2,9525,30410984,176.18,196269.88,209,9689.82,0,0.00,50,10134.20,39,439.17,0,0,0,42.0088,19067.6177,1.9278,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,26971789,2,9533,30410984,142.01,190903.01,130,9742.81,0,0.00,44,10509.42,45,366.17,0,0,0,40.7107,19080.2013,1.4411,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27028725,2,9539,30410984,105.38,193281.65,147,9778.30,0,0.00,64,10251.55,41,214.06,0,0,0,39.2808,19088.5381,0.4270,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27085014,2,9546,30410984,124.36,206246.71,129,9555.71,0,0.00,57,10115.79,33,154.41,0,0,0,38.3368,19104.4358,0.0294,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27140886,2,9554,30410984,143.18,204404.95,142,9867.58,0,0.00,42,10195.79,40,338.84,0,0,0,41.7306,19122.3184,1.2590,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27196881,2,9560,30410984,107.15,212979.17,112,9825.81,0,0.00,46,10376.54,34,242.66,0,0,0,39.8677,19130.7152,0.6177,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27253089,2,9567,30410984,124.54,217872.35,141,9660.51,0,0.00,49,10389.12,35,282.35,0,0,0,40.2042,19146.4537,0.8823,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27309524,2,9574,30410984,124.04,209627.56,135,9602.15,0,0.00,36,10103.54,42,306.05,0,0,0,41.1573,19160.4037,1.0403,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27365722,2,9585,30410984,195.74,199401.16,144,19240.24,0,0.00,42,19640.74,45,273.10,0,0,0,82.3484,19189.5737,0.8206,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27422932,2,9594,30410984,157.32,181079.63,157,9678.09,0,0.00,62,10109.67,55,167.88,0,0,0,39.4151,19203.7315,0.1192,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27479648,2,9604,30410984,176.32,149924.43,197,9707.45,0,0.00,90,10288.89,76,202.82,0,0,0,38.7695,19225.6317,0.3521,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27536577,2,9613,30410984,158.09,135330.28,213,9766.45,0,0.00,79,10282.65,74,341.52,0,0,0,40.1847,19241.8092,1.2768,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27593617,2,9623,30410984,175.32,137668.48,242,9549.93,0,0.00,84,10177.28,57,368.62,0,0,0,39.6908,19263.5316,1.4575,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27650458,2,9635,30410984,211.12,139929.05,200,9867.58,0,0.00,76,19054.61,56,232.30,0,0,0,45.2459,19291.1115,0.5487,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27707420,2,9649,30410984,245.78,122516.81,298,18939.50,0,0.00,105,10420.65,86,314.13,0,0,0,74.4546,19322.5778,1.0942,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27764334,2,9662,30410984,228.41,145134.47,131,9689.82,0,0.00,54,10445.94,32,217.98,0,0,0,39.4054,19346.8415,0.4532,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27821022,2,9672,31459568,176.40,131144.15,274,9654.66,0,0.00,81,10214.35,70,2030.63,0,0,0,40.9200,19361.6404,12.5376,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27878080,2,9681,31459568,157.73,153654.79,158,9784.22,0,0.00,39,10483.98,31,319.70,0,0,0,42.3872,19377.7734,1.1313,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27934872,2,9687,31459568,105.65,163640.93,125,9819.86,0,0.00,44,10301.36,41,369.74,0,0,0,40.6801,19384.5649,1.4649,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,27991125,2,9693,31459568,106.66,185588.29,113,11391.45,0,0.00,40,11827.55,29,315.84,0,0,0,47.2508,19396.6661,1.1056,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28047483,2,9702,31459568,159.69,206521.65,114,9713.34,0,0.00,23,10140.34,28,264.47,0,0,0,42.8179,19419.9693,0.7631,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28103313,2,9707,31459568,89.56,196567.56,162,10072.98,0,0.00,56,10251.55,44,287.01,0,0,0,41.6940,19422.9558,0.9134,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28159106,2,9713,31459568,107.54,210167.42,81,9754.62,0,0.00,32,10408.03,31,213.80,0,0,0,39.8561,19436.7540,0.4253,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28215088,2,9721,31459568,142.90,239389.64,111,9648.81,0,0.00,36,10515.79,22,272.60,0,0,0,40.5798,19456.2903,0.8173,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28270884,2,9728,31459568,125.46,193666.29,186,9879.54,0,0.00,68,10276.43,58,234.99,0,0,0,40.6755,19468.5457,0.5666,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28326799,2,9735,31459568,125.19,173248.37,239,9849.66,0,0.00,73,10332.62,56,237.42,0,0,0,41.5606,19482.5190,0.5828,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28382875,2,9741,31459568,107.00,169937.98,132,9861.60,0,0.00,35,10439.61,48,269.48,0,0,0,42.3499,19492.6998,0.7965,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28439198,2,9747,31459568,106.53,188505.65,111,10030.34,0,0.00,43,10338.88,31,336.59,0,0,0,40.9220,19504.6528,1.2440,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28495279,2,9752,31459568,89.16,154338.70,171,9939.59,0,0.00,55,10477.63,72,281.84,0,0,0,41.7030,19512.9157,0.8789,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28551420,2,9758,31459568,106.87,201711.05,31,9825.81,0,0.00,15,10458.60,11,299.81,0,0,0,0.0000,19526.6874,0.9987,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28607399,2,9762,31459568,71.46,169640.17,168,19533.92,0,0.00,62,19832.09,63,297.82,0,0,0,81.0334,19531.1455,0.9854,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28663468,2,9772,31459568,178.35,209224.00,74,9790.15,0,0.00,34,10263.98,17,208.80,0,0,0,39.0028,19561.8352,0.3920,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28719346,2,9780,31459568,143.17,259949.68,57,24428.38,0,0.00,19,25626.20,13,265.27,0,0,0,103.4195,19574.3169,0.7685,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28789954,2,9789,31459568,127.46,213856.01,181,9637.12,0,0.00,69,11628.57,65,210.07,0,0,0,40.3054,19590.7464,0.4005,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28847028,2,9800,31459568,192.73,158908.81,353,9725.11,0,0.00,111,10220.54,80,272.77,0,0,0,40.8832,19619.2732,0.8184,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28903956,2,9809,31459568,158.09,152390.54,200,9897.52,0,0.00,60,10503.06,57,175.37,0,0,0,41.9149,19633.8094,0.1691,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,28960694,2,9820,31459568,193.87,148814.85,252,9637.12,0,0.00,86,10301.36,56,159.45,0,0,0,40.1675,19659.3874,0.0630,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29017469,2,9839,31459568,334.65,133124.73,232,9927.55,0,0.00,85,13359.48,74,161.59,0,0,0,42.4923,19711.4654,0.0773,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29074295,2,9850,31459568,193.57,147608.89,179,9713.34,0,0.00,68,10414.34,40,202.08,0,0,0,39.9303,19719.3573,0.3472,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29131083,2,9858,31459568,140.87,120914.20,272,9742.81,0,0.00,65,10183.45,93,217.72,0,0,0,42.2465,19730.0875,0.4515,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29187772,2,9864,31459568,105.84,133345.09,169,9625.45,0,0.00,53,10560.49,45,192.17,0,0,0,40.6798,19738.5841,0.2811,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29243687,2,9869,31459568,89.42,154262.70,88,9993.94,0,0.00,38,10257.76,32,275.59,0,0,0,40.0867,19746.9421,0.8373,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29299622,2,9874,31459568,89.39,158493.91,156,9725.11,0,0.00,42,10401.72,46,144.19,0,0,0,41.7239,19756.9389,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29355390,2,9880,31459568,107.59,156575.24,168,9807.97,0,0.00,61,10370.26,51,186.21,0,0,0,40.5016,19770.7589,0.2414,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29411244,2,9887,31459568,125.33,166292.05,178,9590.52,0,0.00,53,9993.94,40,152.92,0,0,0,40.5364,19786.5327,0.0195,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29467448,2,9891,31459568,71.17,146715.19,258,9796.09,0,0.00,78,6699.66,68,138.46,0,0,0,39.7205,19789.1169,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29523449,2,9898,31459568,125.00,148520.35,207,9607.97,0,0.00,59,10030.34,51,120.30,0,0,0,40.8339,19808.4998,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29579517,2,9904,31459568,107.01,155226.25,127,9731.01,0,0.00,57,10134.20,45,132.55,0,0,0,38.8614,19818.7013,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29635717,2,9913,31459568,160.14,195202.84,46,9731.01,0,0.00,20,10103.54,16,112.41,0,0,0,39.0345,19842.0142,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29691411,2,9920,31459568,125.69,197788.51,116,9596.33,0,0.00,40,10439.61,38,161.30,0,0,0,40.0323,19852.5687,0.0753,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29747117,2,9927,31459568,125.66,188037.31,174,9784.22,0,0.00,38,8108.63,46,183.19,0,0,0,42.0591,19866.5660,0.2212,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29803105,2,9933,31459568,107.17,165800.07,218,9736.91,0,0.00,63,10208.16,60,148.54,0,0,0,41.3468,19876.7166,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29859001,2,9938,31459568,89.45,167888.80,159,9784.22,0,0.00,51,10103.54,45,142.63,0,0,0,40.9477,19884.9452,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29912665,2,9943,31459568,93.17,196357.47,111,9695.70,0,0.00,46,10060.78,23,105.22,0,0,0,39.1701,19895.3172,0.0000,SEAL,DEADMAN_COUNT,NORMAL
rtp_mc_observe,29968401,2,9948,31459568,89.71,200197.84,146,8252.37,0,0.00,39,9186.67,37,139.81,0,0,0,35.4367,19904.9709,0.0000,SEAL,DEADMAN_COUNT,NORMAL
