exp_id,group_name,second_idx,phase,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p99_us,total_ops,overall_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,db_dir_mb
p6_d2_dynamic_rep3,D2,13,main,70085,12.309,18.456,22.951,35101,12.31,18.425,22.658,28220,222.042,305.19,324.026,98.059,2.28068,7115,18.409,30.928,41.018,100,105.21,140621,140621,35.0022,0,0,0,0,0,0,1062.74,0,0,0,0,134465,782505,14.6641,0,1096.28
p6_d2_dynamic_rep3,D2,14,main,71277,12.254,18.338,22.979,35309,12.24,18.238,23.097,28655,219.282,301.641,321.645,96.9773,2.25337,7274,18.255,30.479,39.067,100,53.236,142615,142615,42.0023,0,0,0,0,0,0,1062.74,0,0,0,0,139448,782736,15.1215,0,1103.66
p6_d2_dynamic_rep3,D2,15,main,72262,12.304,18.49,22.634,36395,12.293,18.396,22.647,28942,219.195,301.956,322.078,96.0283,2.25815,7322,18.696,30.932,39.302,100,58.628,145021,145021,50.0023,0,0,0,0,0,0,1062.74,0,0,0,0,140239,784544,15.1645,0,1111.09
p6_d2_dynamic_rep3,D2,16,main,72501,12.388,18.5,22.748,36252,12.373,18.475,22.753,29128,218.068,301.274,321.823,94.8828,2.26269,7212,18.513,30.518,38.056,100,61.599,145193,145193,57.0024,0,0,0,0,0,0,1062.74,0,0,0,0,142561,778161,15.4836,0,1118.41
p6_d2_dynamic_rep3,D2,17,main,72983,12.442,18.449,22.532,36086,12.395,18.428,22.7,29341,218.006,302.615,324.236,93.9868,2.27579,7259,18.85,31.021,38.652,200,65.856,145869,145869,64.0024,0,0,0,0,0,0,1062.74,0,0,0,0,140635,778774,15.2962,0,1125.78
p6_d2_dynamic_rep3,D2,18,main,68753,11.989,18.503,23.644,34732,11.963,18.344,23.407,27588,233.962,329.104,356.939,93.1515,2.47087,6828,16.741,27.714,34.555,100,62.467,138001,138001,9.00202,0,0,0,0,0,0,1121.99,0,0,59.246,0,140061,787181,15.1051,0,1128.99
p6_d2_dynamic_rep3,D2,19,main,66348,12.622,19.281,25.34,33318,12.581,19.137,24.922,26794,238.704,338.805,364.239,92.1073,2.56071,6570,17.454,28.848,35.965,100,86.404,133130,133130,17.0021,0,0,0,0,0,0,1121.99,0,0,0,0,137022,768059,15.1392,0,1135.66
p6_d2_dynamic_rep3,D2,20,main,68621,12.44,19.208,24.779,34039,12.471,19.18,24.454,27406,234.854,331.902,360.439,90.9031,2.51372,6774,17.353,28.65,34.778,100,56.486,136940,136940,25.0021,0,0,0,0,0,0,1121.99,0,0,0,0,141321,776052,15.405,0,1142.54
p6_d2_dynamic_rep3,D2,21,main,68859,12.538,19.2,23.856,34552,12.565,19.11,24.113,27960,231.797,329.669,359.029,89.7607,2.50143,6947,17.579,28.845,36.261,100,61.833,138418,138418,33.0022,0,0,0,0,0,0,1121.99,0,0,0,0,143568,781342,15.5224,0,1149.58
p6_d2_dynamic_rep3,D2,22,main,69984,12.653,19.137,23.794,35190,12.641,19.081,23.658,28004,231.693,327.948,359.128,88.7421,2.50998,6995,17.628,28.863,35.896,100,52.158,140273,140273,41.0023,0,0,0,0,0,0,1121.99,0,0,0,0,143611,776726,15.6042,0,1156.68
p6_d2_dynamic_rep3,D2,23,main,69131,12.844,19.401,24.242,34818,12.851,19.488,24.565,27621,233.268,334.016,362.054,87.9497,2.55485,6848,18.284,30.558,38.687,100,59.308,138518,138518,49.0023,0,0,0,0,0,0,1121.99,0,0,0,0,140568,761385,15.5848,0,1163.63
p6_d2_dynamic_rep3,D2,24,main,71672,12.844,19.304,24.507,35770,12.818,19.243,23.918,28130,230.877,328.863,360.461,86.9541,2.54041,7004,18.347,29.767,36.527,100,67.762,142676,142676,58.0024,0,0,0,0,0,0,1121.99,0,0,0,0,143899,767642,15.7863,0,1170.73
p6_d2_dynamic_rep3,D2,25,main,69926,12.947,19.775,25.154,34857,12.932,19.709,24.933,27969,231.868,336.96,369.145,85.957,2.59214,7049,18.454,30.535,38.827,100,209.585,139901,139901,2.00197,0,0,0,0,0,1,1173.45,12.7957,8,51.4692,0,145000,761693,15.9922,0,1185.03
p6_d2_dynamic_rep3,D2,26,main,63869,13.326,20.74,27.511,32028,13.254,20.582,27.5,25600,256.781,367.854,407.724,85.0009,2.89272,6419,17.47,28.976,35.418,100,61.074,128016,128016,10.002,0,0,0,0,0,1,1173.45,245.02,207.351,0,0,149857,805297,15.6893,0,1399.9
p6_d2_dynamic_rep3,D2,27,main,71550,13.003,19.533,24.677,35727,12.984,19.462,24.685,28796,222.147,326.065,371.105,83.6773,2.54271,7241,17.646,28.981,35.147,100,59.525,143414,143414,18.0021,0,0,0,0,0,1,1078.36,265.177,278.972,0,0,127628,801202,13.7407,0,1325.34
p6_d2_dynamic_rep3,D2,28,main,77928,12.599,18.658,23.455,38717,12.586,18.646,23.462,31297,203.273,293.588,326.534,83.0154,2.33235,7993,17.189,28.331,34.993,100,91.035,156035,156035,27.0022,0,0,0,0,0,0,1066.92,13.7447,14.0576,0,0,122852,754257,14.0065,0,1090.49
p6_d2_dynamic_rep3,D2,29,main,79425,12.466,18.548,23.443,39880,12.47,18.55,23.191,31749,200.679,290.32,325.66,82.1542,2.31374,8015,17.777,30.136,38.211,100,54.561,159169,159169,37.0022,0,0,0,0,0,0,1066.92,0,0,0,0,127288,750798,14.4961,0,1098.62
p6_d2_dynamic_rep3,D2,30,main,82873,12.35,17.399,21.995,41478,12.345,17.423,21.775,33464,198.638,262.824,302.427,80.777,2.25116,8261,17.428,29.05,36.844,100,197.14,166176,166176,46.0023,0,0,0,0,0,0,1066.92,0,0,0,0,134221,777834,14.7163,0,1107
p6_d2_dynamic_rep3,D2,31,main,84854,12.344,17.053,21.859,41884,12.319,17.019,21.733,33873,196.236,260.718,288.786,79.9543,2.2378,8346,17.372,28.238,36.858,100,182.531,169057,169057,56.0024,0,0,0,0,0,0,1066.92,0,0,0,0,134511,780328,14.7032,0,1115.47
p6_d2_dynamic_rep3,D2,32,main,82283,12.478,17.343,22.363,41599,12.445,17.259,22.359,33362,199.542,266.486,294.177,78.795,2.30878,8270,16.889,28.02,35.408,100,82.022,165614,165614,3.00198,0,0,0,0,0,0,1118.9,0,0,51.98,0,132851,768852,14.7333,0,1121
p6_d2_dynamic_rep3,D2,33,main,77559,12.277,18.351,23.904,38830,12.282,18.253,23.428,31030,215.13,295.006,346.611,77.8006,2.54972,7627,16.307,27.333,34.468,100,159.927,155146,155146,12.002,0,0,0,0,0,0,1118.9,0,0,0,0,135614,769465,14.9837,0,1128.73
p6_d2_dynamic_rep3,D2,34,main,76491,12.575,19.257,24.479,38108,12.567,19.183,24.14,30898,208.462,311.885,360.94,76.6675,2.57271,7753,17.792,29.855,37.686,100,64.332,153350,153350,20.0021,0,0,0,0,0,0,1118.9,0,0,0,0,135793,753683,15.2666,0,1136.6
p6_d2_dynamic_rep3,D2,35,main,76435,12.897,19.703,25.328,38374,12.823,19.644,24.873,30807,207.529,314.342,362.107,75.3545,2.61252,7579,18.191,30.03,37.526,100,58.345,153295,153295,30.0022,0,0,0,0,0,0,1118.9,0,0,0,0,133570,742432,15.2477,0,1144.29
p6_d2_dynamic_rep3,D2,36,main,76826,13.019,19.79,24.849,38889,12.967,19.764,24.622,30612,207.39,315.363,364.539,74.7824,2.63937,7665,18.263,30.567,37.902,100,55.23,154092,154092,38.0022,0,0,0,0,0,0,1118.9,0,0,0,0,132961,734350,15.3303,0,1152.06
p6_d2_dynamic_rep3,D2,37,main,78537,12.945,19.826,24.815,39098,12.92,19.704,24.532,30891,204.714,310.035,363.017,73.8192,2.6244,7649,18.56,30.917,39.823,100,86.079,156275,156275,47.0023,0,0,0,0,0,0,1118.9,0,0,0,0,134621,731912,15.5356,0,1159.82
p6_d2_dynamic_rep3,D2,38,main,77282,13.128,20.132,25.589,38489,13.127,20.15,25.572,30871,205.129,315.992,367.487,72.8356,2.67556,7778,18.771,31.215,39.134,100,91.751,154520,154520,56.0024,0,0,0,0,0,0,1118.9,0,0,0,0,136155,719892,15.9051,0,1167.71
p6_d2_dynamic_rep3,D2,39,main,77524,13.189,20.353,25.479,38799,13.15,20.158,24.726,31195,202.862,314.238,368.33,71.873,2.68394,7778,18.666,31.297,38.631,100,57.261,155396,155396,2.00197,0,0,0,0,0,1,1171.54,5.84559,3,52.6349,0,137307,722669,15.9664,0,1179.64
p6_d2_dynamic_rep3,D2,40,main,73710,13.309,20.237,26.29,36941,13.232,20.15,26.214,29642,212.468,337.781,390.263,70.7904,2.87212,7504,17.812,29.963,36.565,100,60.923,147897,147897,12.002,0,0,0,0,0,1,1096.18,307.793,198.105,0,0,135950,772161,14.9706,72900,1216.42
p6_d2_dynamic_rep3,D2,41,main,81629,12.732,19.599,24.537,40700,12.709,19.477,24.428,32954,193.555,309.909,345.798,69.901,2.59219,8361,17.259,28.824,35.264,100,61.481,163744,163744,21.0021,0,0,0,0,0,1,1096.18,345.809,212.525,0,0,148078,800353,15.6129,140900,1435.94
p6_d2_dynamic_rep3,D2,42,main,83258,12.751,19.288,24.335,41684,12.706,19.267,23.947,33272,181.366,300.01,338.738,68.8539,2.51265,8392,17.644,29.173,35.845,100,52.681,166706,166706,31.0022,0,0,0,0,0,0,757.687,209.829,155.937,0,0,143558,741542,16.2194,60300,783.434
p6_d2_dynamic_rep3,D2,43,main,95133,11.784,17.659,21.612,47305,11.724,17.68,21.769,38137,151.742,267.657,309.529,67.9492,2.19655,9414,17.123,29.484,36.248,100,48.197,190089,190089,42.0023,0,0,0,0,0,0,757.687,0,0,0,0,181132,711303,20.2964,0,792.98
p6_d2_dynamic_rep3,D2,44,main,96150,11.882,17.938,22.026,48304,11.806,17.881,22.135,38638,150.558,271.811,313.434,66.8358,2.23828,9574,16.967,28.737,36.15,100,59.854,192766,192766,54.0024,0,0,0,0,0,0,757.687,0,0,0,0,184756,706898,20.7206,0,802.691
p6_d2_dynamic_rep3,D2,45,main,97374,11.921,18.003,22.212,48627,11.861,17.98,22.085,39064,147.589,270.713,311.92,65.8075,2.2415,9592,17.662,30.281,39.369,100,53.208,194757,194757,3.00198,1,0,0,0,1,0,757.687,0,0,0,0,185393,702928,20.87,0,863.075
p6_d2_dynamic_rep3,D2,46,main,90855,11.488,17.646,22.339,45379,11.436,17.558,22.129,36798,160.772,291.733,337.099,64.6528,2.48259,9192,16.289,27.352,33.782,100,70.841,182324,182324,14.0021,0,0,0,0,0,0,808.338,0,0,50.6517,0,189639,733383,20.5454,0,819.004
p6_d2_dynamic_rep3,D2,47,main,91856,11.897,18.269,22.741,46300,11.822,18.186,22.371,36859,158.123,288.308,334.117,63.365,2.49714,9129,16.504,27.811,34.544,100,129.43,184244,184244,25.0021,0,0,0,0,0,0,808.338,0,0,0,0,190003,722179,20.8295,0,828.271
p6_d2_dynamic_rep3,D2,48,main,95426,12.103,16.692,22.054,47930,12.056,16.542,21.819,37726,155.075,266.307,295.597,62.4602,2.46985,9404,16.377,27.283,34.257,100,56.492,190586,190586,36.0022,0,0,0,0,0,0,808.338,0,0,0,0,194865,730908,21.0489,0,837.807
p6_d2_dynamic_rep3,D2,49,main,95073,12.286,16.833,22.917,47247,12.23,16.687,22.7,37737,154.53,267.019,294.89,61.7463,2.49521,9462,16.518,28.099,35.697,100,127.382,189619,189619,47.0023,0,0,0,0,0,0,808.338,0,0,0,0,197409,720085,21.5161,0,847.408
p6_d2_dynamic_rep3,D2,50,main,91814,12.379,18.471,23.295,45937,12.294,18.47,23.356,36957,153.247,279.433,324.324,60.748,2.55299,9243,17.102,29.056,36.967,100,56.635,184051,184051,58.0024,0,0,0,0,0,0,808.338,0,0,0,0,192778,693023,21.7631,0,856.775
p6_d2_dynamic_rep3,D2,51,main,90546,12.188,18.707,23.063,45316,12.109,18.568,22.996,36396,157.335,294.026,350.326,60.085,2.67346,9121,16.869,28.912,36.289,0,0,181379,181379,6.002,0,0,0,0,0,0,858.925,0,0,50.5869,0,190855,708192,21.2286,0,863.275
p6_d2_dynamic_rep3,D2,52,main,85793,12.002,18.485,23.311,42977,11.947,18.498,23.249,34686,168.652,308.959,359.112,60.3671,2.83435,8864,16.208,27.406,33.218,0,0,172320,172320,15.0021,0,0,0,0,0,0,858.925,0,0,0,0,192148,725613,20.9366,0,872.26
p6_d2_dynamic_rep3,D2,53,main,86828,12.21,18.818,23.318,43319,12.109,18.706,23.097,34692,167.611,310.387,362.665,59.7566,2.84866,8602,16.678,27.741,33.911,0,0,173441,173441,26.0022,0,0,0,0,0,0,858.925,0,0,0,0,190670,719944,20.9386,0,880.986
p6_d2_dynamic_rep3,D2,54,main,85676,12.394,19.093,23.789,42595,12.308,19.047,23.7,34424,168.575,310.949,367.18,60.0982,2.86022,8545,16.784,28.537,34.284,0,0,171240,171240,35.0022,0,0,0,0,0,0,858.925,0,0,0,0,188014,717564,20.7618,0,889.643
p6_d2_dynamic_rep3,D2,55,main,87667,12.339,18.505,23.078,44025,12.268,18.373,22.718,35152,166.364,296.776,347.421,60.1484,2.79612,8734,16.722,27.197,33.837,0,0,175578,175578,46.0023,0,0,0,0,0,0,858.925,0,0,0,0,192454,731634,20.8264,0,898.507
p6_d2_dynamic_rep3,D2,56,main,85918,12.572,18.844,23.778,42933,12.531,18.78,23.442,34547,168.228,303.94,355.708,60.0212,2.83865,8523,17.047,28.257,35.513,0,0,171921,171921,56.0024,0,0,0,0,0,0,858.925,0,0,0,0,188435,714573,20.8675,0,907.139
p6_d2_dynamic_rep3,D2,57,main,86992,12.555,17.928,23.126,43417,12.509,17.66,23.276,35172,167.225,293.831,331.84,59.8806,2.82414,8745,16.493,27.553,34.5,0,0,174326,174326,3.00198,0,0,0,0,0,1,911.282,6.39608,4,52.3573,0,191838,731360,20.7797,0,919.121
p6_d2_dynamic_rep3,D2,58,main,88659,11.646,17.961,22.864,44483,11.572,17.912,22.631,35623,163.029,307.064,376.776,59.6378,2.79666,8797,15.768,26.488,33.461,0,0,177562,177562,13.0021,0,0,0,0,0,0,821.012,136.641,88.5243,0,0,179049,774930,18.7687,0,831.773
p6_d2_dynamic_rep3,D2,59,main,101128,11.239,15.642,20.429,51089,11.178,15.611,20.357,40104,144.612,256.419,281.584,59.7348,2.4433,10013,15.683,26.158,32.586,0,0,202334,202334,25.0021,0,0,0,0,0,0,821.012,0,0,0,0,172845,758660,18.5555,0,841.928
p6_d2_dynamic_rep3,D2,60,main,99721,11.583,15.518,20.662,49518,11.519,15.477,20.529,39577,147.534,257.797,279.747,60.0835,2.4661,9917,15.977,26.878,33.323,0,0,198733,198733,36.0022,0,0,0,0,0,0,821.012,0,0,0,0,171375,748851,18.6231,0,851.981
p6_d2_dynamic_rep3,D2,61,main,99077,11.658,15.61,20.794,49536,11.577,15.573,20.692,39724,147.929,258.359,279.1,60.1411,2.45974,9931,16.138,26.675,32.535,0,0,198268,198268,47.0023,0,0,0,0,0,0,821.012,0,0,0,0,172044,748532,18.6887,0,862.051
p6_d2_dynamic_rep3,D2,62,main,98937,11.663,15.616,20.843,49489,11.59,15.494,20.597,39781,147.528,258.641,277.675,60.1056,2.46051,9994,16.211,26.852,33.236,0,0,198201,198201,59.0024,0,0,0,0,0,0,821.012,0,0,0,0,169244,749588,18.4195,0,872.183
p6_d2_dynamic_rep3,D2,63,main,94930,11.575,16.334,21.45,47443,11.533,16.196,21.212,38127,153.792,271.437,301.396,60.2163,2.56889,9714,16.003,26.514,32.981,0,0,190214,190214,6.002,0,0,0,0,0,0,874.443,0,0,53.4315,0,166505,746236,18.2423,0,879.067
p6_d2_dynamic_rep3,D2,64,main,90247,11.541,15.971,21.596,45107,11.474,15.837,21.323,36183,166.342,289.109,316.023,59.8457,2.77744,8982,15.985,25.942,33.005,0,0,180519,180519,16.0021,0,0,0,0,0,0,874.443,0,0,0,0,167365,762968,17.9898,0,888.166
p6_d2_dynamic_rep3,D2,65,main,90979,11.565,16.262,21.666,45083,11.497,16.02,21.473,36535,164.342,282.761,306.852,60.1812,2.73423,9074,15.936,26.133,32.241,0,0,181671,181671,27.0022,0,0,0,0,0,0,874.443,0,0,0,0,168222,772086,17.8901,0,897.367
p6_d2_dynamic_rep3,D2,66,main,89291,11.795,16.995,22.309,44986,11.732,16.778,22.101,36060,165.883,289.234,322.121,60.0186,2.77492,8882,16.297,26.786,33.523,0,0,179219,179219,38.0022,0,0,0,0,0,0,874.443,0,0,0,0,165424,759019,17.8945,0,906.373
p6_d2_dynamic_rep3,D2,67,main,90277,11.813,16.894,22,45104,11.769,16.594,21.786,36191,164.703,285.891,315.709,60.0776,2.7615,8925,16.31,26.736,33.519,0,0,180497,180497,48.0023,0,0,0,0,0,0,874.443,0,0,0,0,167353,759189,18.0621,0,915.426
p6_d2_dynamic_rep3,D2,68,main,90053,11.887,16.943,22.071,45097,11.833,16.691,21.808,36408,163.81,286.186,316.221,59.6455,2.76993,9034,16.498,27.201,32.812,0,0,180592,180592,59.0024,0,0,0,0,0,0,874.443,0,0,0,0,166882,758042,18.0428,0,924.58
p6_d2_dynamic_rep3,D2,69,main,86940,11.945,17.393,22.905,43799,11.871,17.031,22.507,34699,173.562,301.064,332.279,59.856,2.90825,8690,16.25,27.027,33.733,0,0,174128,174128,6.002,0,0,0,0,0,0,926.206,0,0,51.7622,0,159921,754918,17.4808,0,930.517
p6_d2_dynamic_rep3,D2,70,main,79352,11.635,16.988,22.483,39807,11.582,16.731,22.493,31450,182.828,314.203,343.436,59.6543,3.06476,7795,15.845,25.657,32.297,0,0,158404,158404,15.0021,0,0,0,0,0,0,926.206,0,0,0,0,151784,732303,17.1684,0,938.417
p6_d2_dynamic_rep3,D2,71,cooldown,82838,12.034,17.376,22.98,41336,11.986,17.065,22.632,32875,185.086,315.418,340.719,60.1251,3.08374,8318,16.329,26.669,33.35,0,0,165367,165367,25.0021,0,0,0,0,0,0,926.206,0,0,0,0,160374,767459,17.2848,0,946.854
p6_d2_dynamic_rep3,D2,72,cooldown,82178,12.281,17.51,23.015,41117,12.203,17.246,22.865,33046,186.47,314.309,338.792,60.062,3.09213,8174,16.112,26.937,33.908,0,0,164515,164515,35.0022,0,0,0,0,0,0,926.206,0,0,0,0,159932,768113,17.2332,0,955.146
p6_d2_dynamic_rep3,D2,73,cooldown,82253,12.252,17.762,23.428,41036,12.206,17.547,23.16,32963,185.357,314.937,340.745,60.0592,3.09398,8317,16.588,27.071,34.227,0,0,164569,164569,45.0023,0,0,0,0,0,0,926.206,0,0,0,0,158263,766886,17.1068,0,963.575
p6_d2_dynamic_rep3,D2,74,cooldown,80466,12.55,17.786,23.506,40023,12.504,17.739,23.355,32371,188.696,318.658,343.414,60.1291,3.13298,8243,16.702,27.175,33.451,0,0,161103,161103,55.0024,0,0,0,0,0,0,926.206,0,0,0,0,155408,750875,17.1478,0,971.935
p6_d2_dynamic_rep3,D2,75,cooldown,81889,12.519,17.615,23.45,41091,12.479,17.426,23.029,32798,187.07,317.296,342.836,60.202,3.10956,8269,16.571,27.271,34.35,0,0,164047,164047,64.0024,0,0,0,0,0,0,926.206,0,0,0,0,156596,761366,17.0591,0,980.317
p6_d2_dynamic_rep3,D2,76,cooldown,78478,11.951,17.161,23.114,39279,11.926,17.096,22.915,31631,197.974,333.013,361.318,59.9919,3.29188,7816,15.112,24.699,31.697,0,0,157204,157204,11.002,0,0,0,0,0,0,977.399,0,0,51.1939,0,159182,797880,16.6324,0,985.448
p6_d2_dynamic_rep3,D2,77,cooldown,77100,12.221,17.882,23.789,38084,12.15,17.459,23.4,30854,202.337,340.62,375.349,60.1388,3.3633,7632,15.669,25.977,31.627,0,0,153670,153670,19.0021,0,0,0,0,0,0,977.399,0,0,0,0,153800,790779,16.2824,0,993.192
p6_d2_dynamic_rep3,D2,78,cooldown,77772,12.289,17.231,22.944,39227,12.247,16.996,22.58,31456,197.776,332.96,358.002,60.0687,3.29917,7755,15.591,25.885,31.479,0,0,156210,156210,29.0022,0,0,0,0,0,0,977.399,0,0,0,0,156645,803296,16.3182,0,1001.05
p6_d2_dynamic_rep3,D2,79,cooldown,75390,12.678,19.277,25.955,37810,12.618,18.787,25.347,30160,204.667,347.321,393.556,59.9922,3.437,7463,16.44,27.342,35.566,0,0,150823,150823,38.0022,0,0,0,0,0,0,977.399,0,0,0,0,150961,767412,16.4379,0,1008.61
p6_d2_dynamic_rep3,D2,80,cooldown,72366,12.922,19.85,26.186,36065,12.865,19.731,25.623,29192,208.658,387.722,432.924,59.8884,3.53982,7283,18.918,31.044,37.088,0,0,144906,144906,46.0023,0,0,0,0,0,0,977.399,0,0,0,0,146324,739629,16.516,0,1015.99
