exp_id,group_name,second_idx,phase,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p99_us,total_ops,overall_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,db_dir_mb
p6_d0_clean_rep1,D0,1,warmup,98902,11.839,19.059,27.41,49558,11.787,19.035,27.214,39684,132.397,270.342,430.322,60.2013,2.34888,10014,18.126,33.135,51.782,0,0,198158,198158,11.002,0,0,0,0,0,0,602.135,0,0,0,0,197119,624444,23.9932,0,612.4
p6_d0_clean_rep1,D0,2,warmup,117891,10.664,14.9,19.091,58679,10.588,14.738,18.963,47373,117.515,213.496,246.109,59.9719,1.98832,11697,16.202,28.738,37.531,0,0,235640,235640,23.0021,0,0,0,0,0,0,602.135,0,0,0,0,239385,735062,24.5662,0,624.257
p6_d0_clean_rep1,D0,3,warmup,116383,10.89,14.874,20.192,58385,10.819,14.855,20.066,46837,118.889,216.508,239.666,60.0974,2.00697,11579,16.529,28.915,37.739,0,0,233184,233184,35.0022,0,0,0,0,0,0,602.135,0,0,0,0,235879,726127,24.5195,0,635.997
p6_d0_clean_rep1,D0,4,warmup,114710,10.944,16.037,19.75,57318,10.862,15.976,19.799,45974,119.788,229.01,270.564,59.9549,2.04993,11354,17.256,30.418,38.224,0,0,229356,229356,47.0023,0,0,0,0,0,0,602.135,0,0,0,0,231890,707653,24.6811,0,647.505
p6_d0_clean_rep1,D0,5,warmup,113979,10.984,16.033,19.895,57234,10.879,15.965,19.809,46072,119.839,229.932,266.764,59.649,2.06059,11422,17.066,30.119,37.327,0,0,228707,228707,58.0024,0,0,0,0,0,0,602.135,0,0,0,0,229368,704692,24.556,0,659.084
p6_d0_clean_rep1,D0,6,warmup,109858,10.992,16.633,20.627,55403,10.91,16.565,20.448,43589,127.637,243.765,278.75,59.8296,2.18324,10900,16.829,29.476,37.917,0,0,219750,219750,6.002,0,0,0,0,0,0,661.45,0,0,59.3158,0,221102,703307,23.9182,0,666.395
p6_d0_clean_rep1,D0,7,warmup,103716,10.845,16.353,20.533,51474,10.756,16.268,20.342,41129,138.747,260.403,305.741,60.0599,2.35443,10295,15.688,27.1,34.024,0,0,206614,206614,18.0021,0,0,0,0,0,0,661.45,0,0,0,0,223330,734470,23.317,0,676.829
p6_d0_clean_rep1,D0,8,warmup,102739,11.05,16.459,20.455,51420,10.952,16.334,20.42,41292,138.537,255.738,302.668,60.1283,2.34576,10318,15.825,26.97,33.587,0,0,205769,205769,31.0022,0,0,0,0,0,0,661.45,0,0,0,0,224509,733873,23.4258,0,687.287
p6_d0_clean_rep1,D0,9,warmup,101064,11.271,16.815,21.593,50516,11.173,16.817,21.402,40679,140.785,265.829,306.028,60.0906,2.3868,10266,16.243,27.733,34.655,0,0,202525,202525,43.0023,0,0,0,0,0,0,661.45,0,0,0,0,216922,723349,23.0702,0,697.697
p6_d0_clean_rep1,D0,10,warmup,99524,11.518,17.254,21.585,49727,11.414,17.231,21.785,39695,143.842,276.187,311.598,60.1662,2.43645,10142,17.054,29.706,36.969,0,0,199088,199088,55.0024,0,0,0,0,0,0,661.45,0,0,0,0,214185,703717,23.3342,0,707.981
p6_d0_clean_rep1,D0,11,main,98571,11.509,17.724,23.799,49290,11.39,17.588,23.392,39763,142.583,271.335,317.237,59.9625,2.42994,9850,17.06,30.069,38.502,0,0,197474,197474,3.00198,0,0,0,0,0,0,713.412,0,0,51.9619,0,213035,702104,23.279,0,715.088
p6_d0_clean_rep1,D0,12,main,95272,11.089,15.676,20.64,47436,10.997,15.57,20.55,38124,155.192,271.177,297.82,60.1313,2.60082,9427,15.341,25.318,31.438,0,0,190259,190259,14.0021,0,0,0,0,0,0,713.412,0,0,0,0,217050,763776,22.1293,0,724.641
p6_d0_clean_rep1,D0,13,main,93006,11.428,16.315,21.234,46870,11.383,16.103,21.181,37707,156.994,271.721,298.526,59.9936,2.636,9246,15.748,26.163,34.083,0,0,186829,186829,25.0021,0,0,0,0,0,0,713.412,0,0,0,0,212575,752511,22.0265,0,734.02
p6_d0_clean_rep1,D0,14,main,93723,11.563,16.65,21.474,46551,11.511,16.447,21.205,37557,156.185,273.321,306.114,59.9916,2.63156,9340,15.996,27.039,34.444,0,0,187171,187171,36.0022,0,0,0,0,0,0,713.412,0,0,0,0,213292,746226,22.2291,0,743.488
p6_d0_clean_rep1,D0,15,main,91528,11.773,17.159,22.035,46133,11.696,17.095,21.712,37036,157.5,279.112,328.397,59.6298,2.67875,9122,16.441,28.062,35.106,0,0,183819,183819,47.0023,0,0,0,0,0,0,713.412,0,0,0,0,208733,731471,22.2008,0,752.734
p6_d0_clean_rep1,D0,16,main,92469,11.786,17.216,22.063,46519,11.738,17.15,22.106,36805,158.433,277.019,324.559,59.9143,2.6657,9251,16.897,28.774,36.541,0,0,185044,185044,57.0024,0,0,0,0,0,0,713.412,0,0,0,0,206958,730890,22.0673,0,762.113
p6_d0_clean_rep1,D0,17,main,93403,11.642,16.745,22.067,46554,11.569,16.619,21.616,36766,159.961,280.233,310.193,59.8066,2.70209,9201,16.216,27.412,34.697,0,0,185924,185924,5.00199,0,0,0,0,0,0,765.002,0,0,51.5895,0,206230,751116,21.5418,0,768.554
p6_d0_clean_rep1,D0,18,main,86566,11.42,16.333,21.771,43286,11.381,16.087,22.081,34667,173.729,298.597,327.276,60.0921,2.89088,8670,15.785,25.648,31.818,0,0,173189,173189,15.0021,0,0,0,0,0,0,765.002,0,0,0,0,206797,768484,21.2038,0,777.343
p6_d0_clean_rep1,D0,19,main,85692,11.66,16.967,22.315,42800,11.63,17.013,22.398,34521,174.381,301.006,337.578,60.1369,2.91795,8679,15.976,26.282,32.98,0,0,171692,171692,25.0021,0,0,0,0,0,0,765.002,0,0,0,0,203136,765445,20.9725,0,786.144
p6_d0_clean_rep1,D0,20,main,86005,11.82,16.87,22.311,42808,11.747,16.739,22.518,34528,174.091,299.918,327.711,60.0782,2.9139,8722,16.234,26.467,33.146,0,0,172063,172063,36.0022,0,0,0,0,0,0,765.002,0,0,0,0,201589,765087,20.8538,0,794.985
p6_d0_clean_rep1,D0,21,main,86334,11.922,16.75,22.288,43248,11.88,16.594,22.245,34540,174.131,299.605,326.513,60.2326,2.90519,8768,16.225,26.001,32.816,0,0,172890,172890,46.0023,0,0,0,0,0,0,765.002,0,0,0,0,202139,765256,20.8952,0,803.872
p6_d0_clean_rep1,D0,22,main,81696,12.137,19.137,26.47,40877,12.074,18.946,26.361,32877,179.623,326.167,387.683,60.0538,3.04191,8117,18.113,31.182,41.305,0,0,163567,163567,56.0024,0,0,0,0,0,0,765.002,0,0,0,0,192331,724752,20.972,0,812.108
p6_d0_clean_rep1,D0,23,main,81490,12.34,19.011,24.817,40277,12.234,18.816,24.59,32720,181.425,339.301,386.963,60.0784,3.07585,8096,18.293,30.73,37.986,0,0,162583,162583,2.00197,0,0,0,253.692,0,1,816.214,1.78924,0,51.213,0,189647,723513,20.7682,0,819.504
p6_d0_clean_rep1,D0,24,main,75686,12.178,19.139,25.798,38224,12.09,18.847,25.308,30594,193.035,365.223,428.986,59.9956,3.31653,7545,16.744,28.838,35.896,0,0,152049,152049,11.002,0,0,0,0,0,0,688.419,200.453,125.896,0,0,182982,771173,19.1774,0,697.367
p6_d0_clean_rep1,D0,25,main,99253,11.129,16.619,20.861,49609,11.016,16.485,20.638,39750,143.377,269.636,316.353,60.0235,2.43539,9823,15.984,26.97,33.78,0,0,198435,198435,22.0021,0,0,0,0,0,0,688.419,0,0,0,0,171589,738364,18.8569,0,707.323
p6_d0_clean_rep1,D0,26,main,99421,11.271,16.74,20.961,49734,11.155,16.586,20.732,40296,141.559,271.328,317.266,59.7012,2.4344,9948,16.426,27.615,34.286,0,0,199399,199399,32.0022,0,0,0,0,0,0,688.419,0,0,0,0,173619,740583,18.9913,0,717.408
p6_d0_clean_rep1,D0,27,main,100694,11.327,16.885,21.063,50783,11.22,16.617,20.659,40140,141.868,267.407,317.024,59.7827,2.42799,10037,16.298,28.071,34.639,0,0,201654,201654,42.0023,0,0,0,0,0,0,688.419,0,0,0,0,172693,739732,18.9268,0,727.585
p6_d0_clean_rep1,D0,28,main,100755,11.373,16.925,20.869,50334,11.306,16.963,20.765,39810,143.794,269.292,318.814,59.8663,2.44363,9897,16.514,28.477,36.024,0,0,200796,200796,52.0023,0,0,0,0,0,0,688.419,0,0,0,0,169225,735201,18.7108,0,737.615
p6_d0_clean_rep1,D0,29,main,98999,11.463,17.096,21.274,49590,11.327,16.892,20.992,39572,144.004,271.692,319.367,60.0403,2.44646,9976,17.132,29.472,38.036,0,0,198137,198137,62.0024,0,0,0,0,0,0,688.419,0,0,0,0,170394,726455,18.9992,0,747.732
p6_d0_clean_rep1,D0,30,main,93543,11.311,16.984,21.71,46677,11.245,16.847,21.463,37690,156.112,284.313,328.798,60.1808,2.63253,9475,15.759,27.07,35.205,0,0,187385,187385,10.002,0,0,0,0,0,0,746.018,0,0,57.5989,0,167460,755278,18.1482,0,753.793
p6_d0_clean_rep1,D0,31,main,92882,11.345,15.69,21.249,46157,11.275,15.376,20.956,37246,160.482,282.666,307.797,60.0687,2.68471,9459,15.561,25.175,31.655,0,0,185744,185744,22.0021,0,0,0,0,0,0,746.018,0,0,0,0,170333,778299,17.9556,0,763.381
p6_d0_clean_rep1,D0,32,main,91110,11.621,16.494,21.613,45687,11.549,16.383,21.527,36567,163.192,287.741,322.7,60.2427,2.72391,9189,15.926,26.39,32.621,0,0,182553,182553,32.0022,0,0,0,0,0,0,746.018,0,0,0,0,167434,764097,17.9741,0,772.697
p6_d0_clean_rep1,D0,33,main,92596,11.646,16.023,21.683,46375,11.562,15.806,21.492,37225,159.65,283.484,307.271,59.8174,2.69074,9253,15.919,26.102,32.716,0,0,185449,185449,44.0023,0,0,0,0,0,0,746.018,0,0,0,0,170764,770614,18.1398,0,782.078
p6_d0_clean_rep1,D0,34,main,91389,11.796,16.606,21.858,45405,11.7,16.542,21.801,36543,162.489,287.551,319.816,60.2788,2.72594,9041,16.274,26.965,33.495,0,0,182378,182378,55.0024,0,0,0,0,0,0,746.018,0,0,0,0,167245,760357,18.0298,0,791.249
p6_d0_clean_rep1,D0,35,main,89427,11.893,17.126,22.225,45081,11.81,16.932,22.193,36255,162.886,290.622,330.945,59.9319,2.75,8879,16.727,28.558,37.634,0,0,179642,179642,64.0024,0,0,0,0,0,0,746.018,0,0,0,0,163870,748884,17.9534,0,800.244
p6_d0_clean_rep1,D0,36,main,84763,11.593,17.34,22.76,42085,11.54,17.199,22.577,33953,177.452,315.881,355.404,59.9888,2.99351,8429,15.722,25.767,33.342,0,0,169230,169230,10.002,0,0,0,0,0,0,797.411,0,0,51.3936,0,162538,770365,17.4228,0,805.977
p6_d0_clean_rep1,D0,37,main,83285,11.822,16.9,22.762,41938,11.764,16.645,22.296,33778,180.065,314.619,343.989,59.7352,3.0319,8293,16.081,25.981,32.285,0,0,167294,167294,19.0021,0,0,0,0,0,0,797.411,0,0,0,0,162795,773689,17.3836,0,814.383
p6_d0_clean_rep1,D0,38,main,82180,12.168,17.115,22.673,41351,12.108,16.813,22.612,32633,182.593,316.932,340.56,59.7438,3.06928,8204,16.209,26.2,31.786,0,0,164368,164368,27.0022,0,0,0,0,0,0,797.411,0,0,0,0,156777,749923,17.2909,0,822.709
p6_d0_clean_rep1,D0,39,main,84010,12.224,17.246,22.885,42037,12.166,17.001,23.009,33207,182.74,316.328,343.245,59.8736,3.06062,8246,16.404,26.818,33.534,0,0,167500,167500,36.0022,0,0,0,0,0,0,797.411,0,0,0,0,158275,764351,17.1548,0,831.065
p6_d0_clean_rep1,D0,40,main,83761,12.278,17.371,23.14,41688,12.224,17.092,22.788,33374,182.033,315.297,340.351,60.0551,3.04455,8401,16.339,26.752,33.189,0,0,167224,167224,44.0023,0,0,0,0,0,0,797.411,0,0,0,0,160367,765781,17.3155,0,839.582
p6_d0_clean_rep1,D0,41,main,82388,12.366,17.428,23.459,41166,12.298,17.358,23.156,33066,183.416,317.581,344.238,60.1125,3.0569,8289,16.526,26.959,34.207,0,0,164909,164909,53.0024,0,0,0,0,0,0,797.411,0,0,0,0,159703,756124,17.4381,0,847.985
p6_d0_clean_rep1,D0,42,main,82655,12.37,17.542,23.368,41435,12.3,17.236,23.016,33292,183.169,317.313,344.745,60.0713,3.06223,8352,16.662,27.331,33.872,0,0,165734,165734,61.0024,0,0,0,0,0,0,797.411,0,0,0,0,156274,762649,17.0062,0,856.448
p6_d0_clean_rep1,D0,43,main,78941,12.123,18.408,24.064,39344,12.078,18.026,23.513,31878,191.415,336.642,399.718,60.2277,3.212,8140,16.318,27.374,34.592,0,0,158303,158303,6.002,0,0,0,0,0,0,856.109,0,0,58.6975,0,154940,766816,16.8092,0,861.127
p6_d0_clean_rep1,D0,44,main,76671,11.991,17.798,23.603,38359,11.945,17.609,23.491,30694,201.809,346.808,383.937,60.062,3.37318,7710,16.238,26.193,33.373,0,0,153434,153434,15.0021,0,0,0,0,0,0,856.109,0,0,0,0,152465,784042,16.2802,0,868.947
p6_d0_clean_rep1,D0,45,main,76119,12.316,18.257,24.114,38035,12.249,17.942,23.65,30537,201.341,345.46,374.757,59.8581,3.376,7546,16.249,26.499,33.233,0,0,152237,152237,24.0021,0,0,0,0,0,0,856.109,0,0,0,0,152863,775090,16.4731,0,876.598
p6_d0_clean_rep1,D0,46,main,75262,12.475,18.724,24.928,37329,12.434,18.528,24.832,30061,204.731,353.978,402.974,60.1952,3.43045,7432,17.033,28.322,35.644,0,0,150084,150084,33.0022,0,0,0,0,0,0,856.109,0,0,0,0,148018,767591,16.1661,0,884.132
p6_d0_clean_rep1,D0,47,main,74620,12.558,18.638,24.783,37596,12.532,18.562,24.389,30220,204.016,354.626,400.736,60.0986,3.42003,7475,17.342,28.672,36.065,0,0,149911,149911,43.0023,0,0,0,0,0,0,856.109,0,0,0,0,147810,769327,16.1165,0,891.705
p6_d0_clean_rep1,D0,48,main,76238,12.459,18.58,24.309,38178,12.418,18.159,24.213,30477,200.731,347.614,383.215,60.0653,3.3669,7493,16.889,27.56,35.2,0,0,152386,152386,51.0023,0,0,0,0,0,0,856.109,0,0,0,0,150811,772485,16.334,0,899.306
p6_d0_clean_rep1,D0,49,main,75471,12.611,18.759,25.107,37534,12.572,18.633,24.401,30464,201.457,351.845,388.523,59.8933,3.40339,7658,17.548,28.908,36.078,0,0,151127,151127,60.0024,0,0,0,0,0,0,856.109,0,0,0,0,150478,768860,16.3681,0,907.067
p6_d0_clean_rep1,D0,50,main,72352,12.718,18.975,25.401,36499,12.659,18.879,24.976,29206,212.174,368.045,403.669,59.4084,3.60189,7127,17.037,28.528,36.058,0,0,145184,145184,5.00199,0,0,0,579.284,0,1,907.575,116.142,42,51.4668,0,150195,794338,15.9015,0,959.436
p6_d0_clean_rep1,D0,51,main,83504,11.855,17.388,23.708,42122,11.812,17.26,23.318,33296,174.522,366.524,413.454,59.9604,3.03398,8346,15.64,25.789,32.107,0,0,167268,167268,16.0021,0,0,0,0,0,0,688.419,170.114,83.8965,0,0,156510,794700,16.4538,0,700.75
p6_d0_clean_rep1,D0,52,main,102194,11.503,15.387,20.713,50955,11.416,15.284,20.785,40242,144.295,257.57,288.057,59.9422,2.42782,10138,15.263,25.967,33.237,0,0,203529,203529,28.0022,0,0,0,0,0,0,688.419,0,0,0,0,173849,748039,18.8579,0,711.029
p6_d0_clean_rep1,D0,53,main,103937,11.423,14.742,20.271,52053,11.342,14.561,19.947,41723,139.981,248.93,268.528,59.9878,2.34742,10347,14.942,25.154,31.424,0,0,208060,208060,40.0023,0,0,0,0,0,0,688.419,0,0,0,0,180830,770064,19.0168,0,721.515
p6_d0_clean_rep1,D0,54,main,99910,11.592,15.752,20.862,49810,11.54,15.637,20.702,40210,145.08,258.265,282.873,60.1668,2.42997,10140,15.865,26.699,33.327,0,0,200070,200070,52.0023,0,0,0,0,0,0,688.419,0,0,0,0,171337,743801,18.7225,0,731.795
p6_d0_clean_rep1,D0,55,main,99600,11.646,15.631,20.891,49754,11.58,15.517,20.482,40183,145.132,259.196,280.218,60.2684,2.43055,10214,16.296,27.333,34.275,0,0,199751,199751,64.0024,0,0,0,0,0,0,688.419,0,0,0,0,172584,740893,18.8931,0,742.152
p6_d0_clean_rep1,D0,56,main,93638,11.539,15.799,21.214,46776,11.481,15.709,21.08,37404,159.035,280.15,305.068,59.9108,2.67369,9225,15.125,25.179,31.583,0,0,187043,187043,12.002,0,0,0,0,0,0,739.618,0,0,51.199,0,170565,762121,18.2875,0,748.75
p6_d0_clean_rep1,D0,57,main,87742,11.804,17.938,23.584,43590,11.744,17.888,23.691,35277,166.156,307.306,365.318,60.0992,2.83006,8830,16.494,28.88,35.779,0,0,175439,175439,23.0021,0,0,0,0,0,0,739.618,0,0,0,0,162722,729936,18.2289,0,757.695
p6_d0_clean_rep1,D0,58,main,89209,11.687,17.749,22.521,44827,11.594,17.558,22.411,35886,163.375,304.861,357.467,60.0509,2.772,8860,17.242,29.42,37.807,0,0,178782,178782,32.0022,0,0,0,0,0,0,739.618,0,0,0,0,165874,740249,18.3059,0,766.678
p6_d0_clean_rep1,D0,59,main,89837,11.777,17.726,22.159,45034,11.709,17.588,22.028,35963,163.127,303.179,353.731,60.0764,2.76237,8846,17.192,29.325,37.04,0,0,179680,179680,41.0023,0,0,0,0,0,0,739.618,0,0,0,0,166334,740344,18.3454,0,775.643
p6_d0_clean_rep1,D0,60,main,88873,11.892,17.928,22.586,44268,11.812,17.754,22.107,35988,162.234,307.491,358.405,59.8464,2.77636,8991,17.353,29.182,36.516,0,0,178120,178120,50.0023,0,0,0,0,0,0,739.618,0,0,0,0,166308,734602,18.46,0,784.762
p6_d0_clean_rep1,D0,61,main,89316,11.966,17.823,22.485,45033,11.878,17.697,22.635,35792,162.281,298.854,354.867,59.6005,2.78243,8860,17.199,29.696,37.331,0,0,179001,179001,60.0024,0,0,0,0,0,0,739.618,0,0,0,0,162829,730368,18.2299,0,793.741
p6_d0_clean_rep1,D0,62,main,86699,11.995,18.319,23.771,43515,11.879,18.386,23.704,34303,170.584,325.787,374.475,59.7131,2.92562,8571,17.559,30.145,38.253,0,0,173088,173088,5.00199,0,0,0,0,0,0,795.197,0,0,55.5792,0,157750,728260,17.8045,0,799.097
p6_d0_clean_rep1,D0,63,main,82468,11.727,17.97,23.526,41095,11.649,17.825,23.46,32706,183.034,339.002,393.719,60.116,3.0997,8236,16.287,27.598,33.74,0,0,164505,164505,14.0021,0,0,0,0,0,0,795.197,0,0,0,0,159675,753496,17.4858,0,807.444
p6_d0_clean_rep1,D0,64,main,81579,11.905,18.143,23.545,40890,11.804,18.031,23.315,32794,183.392,337.051,388.723,60.0481,3.09782,8116,16.545,27.746,33.717,0,0,163379,163379,24.0021,0,0,0,0,0,0,795.197,0,0,0,0,159285,752657,17.4666,0,815.671
p6_d0_clean_rep1,D0,65,main,82246,11.99,18.162,23.3,41093,11.935,17.99,23.249,33026,181.457,328.896,388.02,60.0884,3.06915,8349,16.73,28.082,35.129,0,0,164714,164714,33.0022,0,0,0,0,0,0,795.197,0,0,0,0,159773,756867,17.4303,0,824.139
p6_d0_clean_rep1,D0,66,main,77516,12.212,18.407,23.684,38497,12.13,18.186,23.674,31160,183.924,332.868,389.926,60.1411,3.10368,7896,16.742,28.474,34.945,0,0,155069,155069,43.0023,0,0,0,0,0,0,795.197,0,0,0,0,148739,714856,17.2232,0,832.143
p6_d0_clean_rep1,D0,67,main,79483,12.441,18.785,24.424,39886,12.392,18.889,24.242,31715,187.095,348.728,399.9,60.2179,3.16718,8071,17.308,29.303,36.657,0,0,159155,159155,52.0023,0,0,0,0,0,0,795.197,0,0,0,0,152149,726958,17.3072,0,840.323
p6_d0_clean_rep1,D0,68,main,81458,12.296,18.506,23.821,40696,12.206,18.421,23.802,32815,183.085,334.354,389.932,60.0623,3.09298,8087,17.406,29.12,36.334,0,0,163056,163056,62.0024,0,0,0,0,0,0,795.197,0,0,0,0,157260,749137,17.35,0,848.522
p6_d0_clean_rep1,D0,69,main,78529,12.013,18.547,24.341,38895,11.95,18.307,23.989,31636,192.586,343.401,395.691,60.0714,3.24698,7839,16.271,26.686,32.137,0,0,156899,156899,8.00201,0,0,0,0,0,0,847.618,0,0,52.4213,0,153853,769410,16.664,0,853.542
p6_d0_clean_rep1,D0,70,main,77163,11.941,17.863,23.363,38998,11.92,17.638,23.608,31055,199.037,342.71,380.346,60.0268,3.32715,7663,16.3,26.232,32.955,0,0,154879,154879,17.0021,0,0,0,0,0,0,847.618,0,0,0,0,154855,785310,16.471,0,861.313
p6_d0_clean_rep1,D0,71,cooldown,75586,12.429,18.59,24.479,37719,12.375,18.241,23.639,30353,202.012,350.833,397.748,60.0191,3.39883,7494,16.622,26.828,33.918,0,0,151152,151152,26.0022,0,0,0,0,0,0,847.618,0,0,0,0,152456,764272,16.6305,0,868.915
p6_d0_clean_rep1,D0,72,cooldown,76891,12.429,18.144,24.066,38360,12.391,17.722,23.443,30922,199.641,344.228,373.552,59.9191,3.35744,7713,16.373,26.502,32.22,0,0,153886,153886,35.0022,0,0,0,0,0,0,847.618,0,0,0,0,155122,776063,16.6586,0,876.734
p6_d0_clean_rep1,D0,73,cooldown,75865,12.682,18.21,24.397,38188,12.64,18.228,24.111,30738,201.207,346.961,377.352,59.5713,3.39849,7482,16.639,26.67,34.16,0,0,152273,152273,43.0023,0,0,0,0,0,0,847.618,0,0,0,0,151832,768683,16.4942,0,884.318
p6_d0_clean_rep1,D0,74,cooldown,76922,12.505,18.725,24.59,38710,12.484,18.647,24.422,30550,200.138,346.428,382.548,59.8521,3.37057,7709,16.977,27.852,35.313,0,0,153891,153891,52.0023,0,0,0,0,0,0,847.618,0,0,0,0,151471,767613,16.4806,0,892.129
p6_d0_clean_rep1,D0,75,cooldown,77920,12.548,18.636,24.26,38888,12.538,18.48,24.494,30698,201.046,345.858,381.279,59.7719,3.3748,7616,17.212,27.921,34.771,0,0,155122,155122,62.0024,0,0,0,0,0,0,847.618,0,0,0,0,150995,770351,16.3885,0,899.85
p6_d0_clean_rep1,D0,76,cooldown,72843,12.495,19.431,25.482,36315,12.424,19.118,25.254,29097,212.732,372.115,434.753,60.0643,3.58333,7341,16.673,27.385,34.589,0,0,145596,145596,6.002,0,0,0,553.101,0,1,899.49,164.554,61,51.8724,0,157767,806801,16.3562,0,966.516
p6_d0_clean_rep1,D0,77,cooldown,83779,11.862,18.247,24.129,42023,11.791,18.25,24.455,33581,173.313,360.872,436.287,60.1434,2.99339,8391,16.03,27.251,33.616,0,0,167774,167774,16.0021,0,0,0,0,0,0,688.419,112.54,64.8965,0,0,155205,764042,16.8839,0,701.836
p6_d0_clean_rep1,D0,78,cooldown,101559,11.329,15.036,20.48,50690,11.278,14.921,20.247,40932,143.314,254.753,273.318,60.111,2.40159,10270,15.323,25.446,31.484,0,0,203451,203451,28.0022,0,0,0,0,0,0,688.419,0,0,0,0,176044,759278,18.8218,0,712.246
p6_d0_clean_rep1,D0,79,cooldown,103066,11.283,14.997,20.278,51493,11.205,14.851,20.016,41330,141.396,251.968,270.437,60.2362,2.36611,10532,15.442,25.633,32.466,0,0,206421,206421,40.0023,0,0,0,0,0,0,688.419,0,0,0,0,178116,766610,18.8537,0,722.924
p6_d0_clean_rep1,D0,80,cooldown,102212,11.393,16.026,20.511,51151,11.294,15.87,20.456,40975,142.655,255.549,287.393,60.0113,2.3967,10205,15.852,26.463,33.902,0,0,204543,204543,53.0024,0,0,0,0,0,0,688.419,0,0,0,0,176123,755861,18.8976,0,733.271
p6_d0_clean_rep2,D0,1,warmup,99084,12.35,16.696,22.74,49655,12.279,16.582,22.503,39762,134.194,243.05,404.789,60.2046,2.33463,10023,18.128,36.678,130.682,0,0,198524,198524,11.002,0,0,0,0,0,0,602.158,0,0,0,0,198733,627353,24.0572,0,612.435
p6_d0_clean_rep2,D0,2,warmup,109285,11.38,16.227,20.101,54500,11.167,16.18,19.736,43825,124.903,247.893,271.221,59.9616,2.14342,10889,17.787,30.805,39.172,0,0,218499,218499,22.0021,0,0,0,0,0,0,602.158,0,0,0,0,222783,682486,24.6096,0,623.469
p6_d0_clean_rep2,D0,3,warmup,112637,10.831,16.2,19.896,56408,10.759,16.197,19.893,45410,121.402,236.89,274.026,60.1085,2.07102,11172,17.259,30.87,39.259,0,0,225627,225627,34.0022,0,0,0,0,0,0,602.158,0,0,0,0,230222,705705,24.5983,0,634.797
p6_d0_clean_rep2,D0,4,warmup,114655,10.803,16.146,19.602,57325,10.733,16.079,19.607,45970,119.802,233.536,271.824,60.0134,2.04811,11310,17.092,30.579,38.368,0,0,229260,229260,45.0023,0,0,0,0,0,0,602.158,0,0,0,0,232560,711504,24.6339,0,646.266
p6_d0_clean_rep2,D0,5,warmup,113410,10.876,16.226,19.691,56935,10.777,16.107,19.623,45899,119.177,231.559,271.807,59.6603,2.05599,11358,17.084,30.533,39.704,0,0,227602,227602,57.0024,0,0,0,0,0,0,602.158,0,0,0,0,230286,703866,24.6519,0,657.775
p6_d0_clean_rep2,D0,6,warmup,110057,11.034,17.077,22.454,55335,10.917,16.938,22.668,43764,126.24,244.919,284.078,59.7929,2.16849,11004,16.829,30.331,38.934,0,0,220160,220160,5.00199,0,0,0,0,0,0,661.366,0,0,59.2075,0,220562,696771,24.0438,0,665.204
p6_d0_clean_rep2,D0,7,warmup,106840,10.815,14.509,19.847,53202,10.738,14.357,19.549,42240,137.692,243.639,265.165,60.0147,2.30214,10586,15.235,25.11,31.507,0,0,212868,212868,15.0021,0,0,0,0,0,0,661.366,0,0,0,0,229902,757484,23.2839,0,675.94
p6_d0_clean_rep2,D0,8,warmup,105517,10.968,14.822,19.902,52733,10.902,14.704,19.848,42371,137.427,241.157,262.317,60.1026,2.29588,10583,15.314,25.704,31.994,0,0,211204,211204,26.0022,0,0,0,0,0,0,661.366,0,0,0,0,230544,755316,23.3851,0,686.666
p6_d0_clean_rep2,D0,9,warmup,104821,11.118,14.974,20.091,52380,11.05,14.896,20.101,42180,137.798,242.401,262.782,60.1555,2.30539,10616,15.674,26.155,32.712,0,0,209997,209997,37.0022,0,0,0,0,0,0,661.366,0,0,0,0,227096,751927,23.1962,0,697.428
p6_d0_clean_rep2,D0,10,warmup,105497,11.158,15.204,19.978,52765,11.065,15.046,19.841,42181,137.813,241.717,262.808,60.117,2.30241,10763,15.893,27.039,34.696,0,0,211206,211206,48.0023,0,0,0,0,0,0,661.366,0,0,0,0,227994,749191,23.3317,0,708.34
p6_d0_clean_rep2,D0,11,main,104198,11.273,15.041,20.196,52052,11.17,14.928,20.227,42022,138.044,243.587,262.676,59.9278,2.31414,10389,16.028,27.015,35.126,0,0,208661,208661,59.0024,0,0,0,0,0,0,661.366,0,0,0,0,225818,741393,23.3473,0,718.874
p6_d0_clean_rep2,D0,12,main,100588,11.2,15.838,20.672,50074,11.116,15.814,20.644,40175,145.049,256.408,288.745,60.1772,2.43301,9974,15.832,26.95,34.331,0,0,200811,200811,6.002,0,0,0,0,0,0,720.522,0,0,59.1563,0,218778,745713,22.6833,0,725.288
