exp_id,group_name,desc,threshold,range_tombstone_controller_enabled,range_tombstone_controller_observe_only,range_tombstone_controller_min_range_deletions,range_tombstone_controller_min_memtable_bytes,range_tombstone_controller_cooldown_micros,total_keys,value_size,foreground_wallclock_sec,sum_phase_active_sec,oracle_flush_wait_sec,fg_trace_iops,fg_db_api_iops,scan_us_per_key,scan_p99_us,get_live_p99_us,get_del_p99_us,put_p99_us,scan_limit_truncated_count,fg_flush_count,controller_fg_flush_count,fg_flush_engine_out_mb,fg_comp_read_mb,fg_comp_write_mb,fwa_val_norm_fg,cwa_val_norm_fg,pwa_val_norm_fg,total_exp_flush_count,controller_total_flush_count,total_exp_flush_engine_out_mb,total_exp_comp_write_mb,fwa_val_norm_total,cwa_val_norm_total,pwa_val_norm_total,sst_mb,db_live_keys,model_live_keys,sha256_hex,verification_status
rtc_native_t512_rep01,RTC-NATIVE-T512,"Formal V2 native memtable_max_range_deletions T512 comparator",512,0,1,512,8388608,1000000,500000,256,2.5091,2.3923,0.0000,119562.5621,119562.5621,1.8008,488.2972,205.1659,0.0000,88.8555,99,19,0,25.1996,407.4419,347.4732,1.0322,14.2325,15.2647,19,0,25.1996,347.4732,1.0322,14.2325,15.2647,97.0231,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
rtc_controller_observe_rep01,RTC-CONTROLLER-OBSERVE,"Formal V2 range tombstone controller observe-only control",0,1,1,512,8388608,1000000,500000,256,28.2859,28.1461,0.0000,10605.9789,10605.9789,12.0869,9736.9077,9383.5770,0.0000,213.6667,99,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,130.9454,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
rtc_controller_active_rep01,RTC-CONTROLLER-ACTIVE,"Formal V2 active range tombstone controller candidate",0,1,0,512,8388608,1000000,500000,256,8.9212,8.7852,0.0000,33627.7219,33627.7219,5.1128,2965.5501,2475.6213,0.0000,222.9245,99,4,4,20.0013,136.5119,123.2326,0.8193,5.0476,5.8669,4,4,20.0013,123.2326,0.8193,5.0476,5.8669,138.2980,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
