monotonic_timestamp_us,phase,foreground_ops_completed,delete_ranges_issued,event_type,open_delta_size,sealed_run_count,hard_run_limit,input_run_ids,output_run_id,input_levels,output_level,input_chunks,output_chunk_count,input_tombstones,output_tombstone_count,merge_queue_wait_us,merge_wall_time_us,merge_cpu_time_us,pre_publish_hist,post_publish_hist,fallback_details
2874308993875,PHASE_B,100311,62,SEAL,0,1,32,"","1","","0","","1","","64",0,0,0,"{}","{L0:1}",""
2874308996820,PHASE_B,100626,125,SEAL,0,2,32,"","2","","0","","1","","64",0,0,0,"{L0:1}","{L0:2}",""
2874308996836,PHASE_B,100626,125,MERGE_SUBMIT,0,2,32,"","","","","","","","",0,0,0,"{L0:2}","{L0:2}",""
2874308996851,PHASE_B,100627,126,MERGE_START,0,2,32,"[1,2]","","[0,0]","","[1,1]","","[64,64]","",10,0,0,"{L0:2}","{L0:2}",""
2874308996992,PHASE_B,100656,130,MERGE_DONE,0,0,0,"","3","","1","","2","","128",10,147,146,"","",""
2874308997007,PHASE_B,100656,130,MERGE_PUBLISH,0,1,32,"","3","","1","","2","","128",10,155,154,"{L0:2}","{L1:1}",""
2874308999959,PHASE_B,100956,189,SEAL,0,2,32,"","4","","0","","1","","64",0,0,0,"{L1:1}","{L0:1, L1:1}",""
2874309003370,PHASE_B,101277,255,SEAL,0,3,32,"","5","","0","","1","","64",0,0,0,"{L0:1, L1:1}","{L0:2, L1:1}",""
2874309003384,PHASE_B,101277,255,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2874309003511,PHASE_B,101297,258,MERGE_START,0,3,32,"[4,5]","","[0,0]","","[1,1]","","[64,64]","",107,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2874309003842,PHASE_B,101327,265,MERGE_DONE,0,0,0,"","6","","1","","2","","128",107,353,351,"","",""
2874309003848,PHASE_B,101330,266,MERGE_PUBLISH,0,2,32,"","6","","1","","2","","128",107,358,356,"{L0:2, L1:1}","{L1:2}",""
2874309003855,PHASE_B,101330,266,MERGE_SUBMIT,10,2,32,"","","","","","","","",0,0,0,"{L1:2}","{L1:2}",""
2874309003878,PHASE_B,101332,266,MERGE_START,0,2,32,"[3,6]","","[1,1]","","[2,2]","","[128,128]","",25,0,0,"{L1:2}","{L1:2}",""
2874309004114,PHASE_B,101358,270,MERGE_DONE,0,0,0,"","7","","2","","4","","256",25,237,237,"","",""
2874309004118,PHASE_B,101358,270,MERGE_PUBLISH,0,1,32,"","7","","2","","4","","256",25,241,241,"{L1:2}","{L2:1}",""
2874309006965,PHASE_B,101601,319,SEAL,0,2,32,"","8","","0","","1","","64",0,0,0,"{L2:1}","{L0:1, L2:1}",""
2874309010518,PHASE_B,101924,383,SEAL,0,3,32,"","9","","0","","1","","64",0,0,0,"{L0:1, L2:1}","{L0:2, L2:1}",""
2874309010533,PHASE_B,101924,383,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2874309010557,PHASE_B,101924,383,MERGE_START,0,3,32,"[8,9]","","[0,0]","","[1,1]","","[64,64]","",16,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2874309010729,PHASE_B,101935,386,MERGE_DONE,0,0,0,"","10","","1","","2","","128",16,180,179,"","",""
