elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,1080850,216170.00,1080850,216170.00,763304,109088,0,0,864866,28.00,41.00,51.00,232.000000,43963,27.00,35520,27.00,82391,27.00,16721,362.00,37391,382.00,0,0.00,0,0.00,0,0,0,8390720,6317,2,8,0,0,0,0,0,4,0,0,0,0,0,0,0,514314000,1396108636
10.04,0,969661,193932.20,969662,193932.40,1440894,206229,0,0,776007,26.00,39.00,48.00,188.000000,38747,33.00,31992,34.00,74446,33.00,14825,424.00,33643,461.00,0,0.00,0,0.00,0,0,0,47188328,41806,1,11,0,0,0,0,0,7,0,0,0,0,0,0,0,2251612954,2422670517
15.08,0,976154,195230.80,976153,195230.60,2122416,303269,0,0,780291,26.00,40.00,50.00,187.000000,39521,38.00,32044,37.00,75411,39.00,15140,506.00,33746,543.00,0,0.00,0,0.00,0,0,0,23070896,18954,1,10,0,0,0,0,7,7,0,0,0,0,0,0,0,3920273638,3467052666
20.12,0,920919,184183.80,920919,184183.80,2767745,395551,0,0,736367,25.00,39.00,50.00,200.000000,37100,39.00,30926,39.00,70698,39.00,14114,553.00,31714,587.00,0,0.00,0,0.00,0,0,0,22022312,19675,1,9,0,0,0,0,12,7,0,0,0,0,0,0,0,5374083297,4781801746
25.16,0,924332,184866.40,924332,184866.40,3414740,487656,0,0,738907,25.00,38.00,47.00,177.000000,37236,38.00,30260,39.00,71472,39.00,14320,497.00,32137,525.00,0,0.00,0,0.00,0,0,0,20973728,18967,1,12,0,0,0,0,12,7,0,0,0,0,0,0,0,6932552275,5245824713
30.20,0,930934,186186.80,930934,186186.80,4065379,580909,0,0,745169,24.00,37.00,47.00,146.000000,37270,41.00,30644,41.00,71377,41.00,14140,544.00,32334,594.00,0,0.00,0,0.00,0,0,0,29362400,25911,1,15,0,0,0,0,12,7,0,0,0,0,0,0,0,8485988597,7736886285
35.23,0,915839,183167.80,915839,183167.80,4707614,672565,0,0,732857,24.00,37.00,47.00,272.000000,36509,46.00,30153,45.00,70436,45.00,14059,615.00,31825,647.00,0,0.00,0,0.00,0,0,0,24119480,21632,1,11,0,0,0,0,22,7,0,0,0,0,0,0,0,9756954273,7260403856
40.26,0,986917,197383.40,986838,197367.60,5398929,771153,0,83,789884,23.00,35.00,44.00,133.000000,39216,41.00,32464,41.00,75696,41.00,15164,522.00,34414,546.00,0,0.00,0,0.00,0,0,0,13633640,11654,1,18,0,0,0,0,22,7,0,0,0,0,0,0,0,11437224533,7848503123
45.30,0,805057,161011.40,804055,160811.00,5957677,850475,0,1082,643354,24.00,40.00,69.00,1201.000000,32206,53.00,26413,52.00,61967,51.00,12267,790.00,27848,830.00,0,0.00,0,0.00,0,0,0,37751072,34302,0,20,0,0,0,0,22,7,0,0,0,0,0,0,0,12861027008,9991564845
50.33,0,286504,57300.80,286087,57217.40,6158759,879376,0,1500,228856,29.00,1164.00,2194.00,2986.000000,11488,105.00,9490,105.00,22072,103.00,4291,1133.00,9890,1187.00,0,0.00,0,0.00,0,0,0,19925144,17966,0,18,0,0,0,0,22,7,0,0,0,0,0,0,0,13377695197,13274824572
55.35,1,463490,92698.00,462867,92573.40,6459167,938139,0,2124,358807,22.00,48.00,112.00,1209.000000,20141,76.00,16565,70.00,38652,72.00,8855,1017.00,19847,1089.00,0,0.00,0,0.00,0,0,0,11536472,8939,1,14,0,0,0,0,22,7,0,0,0,0,0,0,0,13974217128,14836530935
60.37,1,723125,144625.00,722392,144478.40,6819810,1082000,0,2854,506382,19.00,33.00,40.00,80.000000,37995,41.00,32140,40.00,73986,41.00,21938,511.00,49951,565.00,0,0.00,0,0.00,0,0,0,26216648,23543,1,9,0,0,0,0,31,11,0,0,0,0,0,0,0,15609856486,13684346961
65.43,1,716271,143254.20,715542,143108.40,7179135,1225284,0,3586,500105,19.00,33.00,42.00,257.000000,38111,37.00,31638,37.00,73590,37.00,22150,485.00,49948,525.00,0,0.00,0,0.00,0,0,0,41945408,34951,0,12,0,0,0,0,27,19,0,0,0,0,0,0,0,16918180313,10108098004
70.46,1,662391,132478.20,661720,132344.00,7511038,1357826,0,4259,463065,19.00,34.00,43.00,315.000000,35170,44.00,29131,43.00,67709,44.00,20595,507.00,46050,554.00,0,0.00,0,0.00,0,0,0,20973728,18155,1,12,0,0,0,0,18,35,0,0,0,0,0,0,0,14338846054,12961109056
75.51,1,704139,140827.80,703425,140685.00,7861936,1498083,0,4971,492845,19.00,33.00,41.00,97.000000,37603,40.00,30759,40.00,72060,40.00,21506,498.00,48652,535.00,0,0.00,0,0.00,0,0,0,25168064,22053,1,14,0,0,0,0,14,43,0,0,0,0,0,0,0,18269705202,15464130011
80.63,1,675024,135004.80,674340,134868.00,8200074,1632903,0,5657,472191,19.00,34.00,43.00,87.000000,35939,44.00,29835,44.00,69237,45.00,20632,569.00,46506,607.00,0,0.00,0,0.00,0,0,0,9439304,7023,1,9,0,0,0,24,11,49,0,0,0,0,0,0,0,19112069728,14688324326
85.66,1,725337,145067.40,724600,144920.00,8562542,1777692,0,6393,507343,18.00,32.00,39.00,84.000000,38466,41.00,31715,40.00,74878,40.00,22149,480.00,50049,516.00,0,0.00,0,0.00,0,0,0,37751072,33525,1,14,0,0,0,24,3,65,0,0,0,0,0,0,0,19308909708,12906143252
90.69,1,713384,142676.80,712662,142532.40,8918794,1920549,0,7117,499480,18.00,31.00,38.00,78.000000,37848,43.00,31334,42.00,73163,43.00,21716,518.00,49121,555.00,0,0.00,0,0.00,0,0,0,50334080,45773,1,16,0,0,0,24,3,65,0,0,0,0,0,0,0,20875667727,14859501440
