monotonic_timestamp_us,phase,foreground_ops_completed,delete_ranges_issued,event_type,open_delta_size,sealed_run_count,hard_run_limit,input_run_ids,output_run_id,input_levels,output_level,input_chunks,output_chunk_count,input_tombstones,output_tombstone_count,merge_queue_wait_us,merge_wall_time_us,merge_cpu_time_us,pre_publish_hist,post_publish_hist,fallback_details
2875336498087,PHASE_B,100314,62,SEAL,0,1,32,"","1","","0","","1","","64",0,0,0,"{}","{L0:1}",""
2875336500882,PHASE_B,100634,126,SEAL,0,2,32,"","2","","0","","1","","64",0,0,0,"{L0:1}","{L0:2}",""
2875336500897,PHASE_B,100634,126,MERGE_SUBMIT,0,2,32,"","","","","","","","",0,0,0,"{L0:2}","{L0:2}",""
2875336500968,PHASE_B,100652,128,MERGE_START,0,2,32,"[1,2]","","[0,0]","","[1,1]","","[64,64]","",63,0,0,"{L0:2}","{L0:2}",""
2875336501147,PHASE_B,100669,133,MERGE_DONE,0,0,0,"","3","","1","","2","","128",63,187,186,"","",""
2875336501156,PHASE_B,100669,133,MERGE_PUBLISH,0,1,32,"","3","","1","","2","","128",63,197,196,"{L0:2}","{L1:1}",""
2875336503732,PHASE_B,100958,189,SEAL,0,2,32,"","4","","0","","1","","64",0,0,0,"{L1:1}","{L0:1, L1:1}",""
2875336506711,PHASE_B,101275,253,SEAL,0,3,32,"","5","","0","","1","","64",0,0,0,"{L0:1, L1:1}","{L0:2, L1:1}",""
2875336506724,PHASE_B,101275,253,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2875336506794,PHASE_B,101289,257,MERGE_START,0,3,32,"[4,5]","","[0,0]","","[1,1]","","[64,64]","",49,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2875336507140,PHASE_B,101330,266,MERGE_DONE,0,0,0,"","6","","1","","2","","128",49,363,362,"","",""
2875336507154,PHASE_B,101332,266,MERGE_PUBLISH,0,2,32,"","6","","1","","2","","128",49,377,375,"{L0:2, L1:1}","{L1:2}",""
2875336507170,PHASE_B,101336,267,MERGE_SUBMIT,10,2,32,"","","","","","","","",0,0,0,"{L1:2}","{L1:2}",""
2875336507231,PHASE_B,101345,267,MERGE_START,0,2,32,"[3,6]","","[1,1]","","[2,2]","","[128,128]","",64,0,0,"{L1:2}","{L1:2}",""
2875336507455,PHASE_B,101360,273,MERGE_DONE,0,0,0,"","7","","2","","4","","256",64,229,228,"","",""
2875336507460,PHASE_B,101363,273,MERGE_PUBLISH,0,1,32,"","7","","2","","4","","256",64,232,232,"{L1:2}","{L2:1}",""
2875336509679,PHASE_B,101595,317,SEAL,0,2,32,"","8","","0","","1","","64",0,0,0,"{L2:1}","{L0:1, L2:1}",""
2875336512733,PHASE_B,101919,383,SEAL,0,3,32,"","9","","0","","1","","64",0,0,0,"{L0:1, L2:1}","{L0:2, L2:1}",""
2875336512750,PHASE_B,101919,383,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2875336512766,PHASE_B,101922,384,MERGE_START,0,3,32,"[8,9]","","[0,0]","","[1,1]","","[64,64]","",12,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2875336512871,PHASE_B,101942,386,MERGE_DONE,0,0,0,"","10","","1","","2","","128",12,109,109,"","",""
2875336512874,PHASE_B,101942,386,MERGE_PUBLISH,0,2,32,"","10","","1","","2","","128",12,112,112,"{L0:2, L2:1}","{L1:1, L2:1}",""
2875336515927,PHASE_B,102228,445,SEAL,0,3,32,"","11","","0","","1","","64",0,0,0,"{L1:1, L2:1}","{L0:1, L1:1, L2:1}",""
2875336519077,PHASE_B,102560,510,SEAL,0,4,32,"","12","","0","","1","","64",0,0,0,"{L0:1, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2875336519094,PHASE_B,102560,510,MERGE_SUBMIT,0,4,32,"","","","","","","","",0,0,0,"{L0:2, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2875336519108,PHASE_B,102560,510,MERGE_START,0,4,32,"[11,12]","","[0,0]","","[1,1]","","[64,64]","",9,0,0,"{L0:2, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2875336519214,PHASE_B,102567,512,MERGE_DONE,0,0,0,"","13","","1","","2","","128",9,110,110,"","",""
2875336519220,PHASE_B,102568,513,MERGE_PUBLISH,0,3,32,"","13","","1","","2","","128",9,117,116,"{L0:2, L1:1, L2:1}","{L1:2, L2:1}",""
2875336519227,PHASE_B,102568,513,MERGE_SUBMIT,2,3,32,"","","","","","","","",0,0,0,"{L1:2, L2:1}","{L1:2, L2:1}",""
2875336519249,PHASE_B,102572,515,MERGE_START,0,3,32,"[10,13]","","[1,1]","","[2,2]","","[128,128]","",24,0,0,"{L1:2, L2:1}","{L1:2, L2:1}",""
2875336519511,PHASE_B,102614,522,MERGE_DONE,0,0,0,"","14","","2","","4","","256",24,263,263,"","",""
2875336519515,PHASE_B,102614,522,MERGE_PUBLISH,0,2,32,"","14","","2","","4","","256",24,266,266,"{L1:2, L2:1}","{L2:2}",""
2875336519518,PHASE_B,102615,522,MERGE_SUBMIT,10,2,32,"","","","","","","","",0,0,0,"{L2:2}","{L2:2}",""
2875336519539,PHASE_B,102615,522,MERGE_START,0,2,32,"[7,14]","","[2,2]","","[4,4]","","[256,256]","",7,0,0,"{L2:2}","{L2:2}",""
2875336519960,PHASE_B,102659,531,MERGE_DONE,0,0,0,"","15","","3","","8","","512",7,432,427,"","",""
2875336519965,PHASE_B,102659,531,MERGE_PUBLISH,0,1,32,"","15","","3","","8","","512",7,438,433,"{L2:2}","{L3:1}",""
2875336522166,PHASE_B,102871,573,SEAL,0,2,32,"","16","","0","","1","","64",0,0,0,"{L3:1}","{L0:1, L3:1}",""
2875336525302,PHASE_B,103195,639,SEAL,0,3,32,"","17","","0","","1","","64",0,0,0,"{L0:1, L3:1}","{L0:2, L3:1}",""
2875336525314,PHASE_B,103195,639,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L3:1}","{L0:2, L3:1}",""
2875336525325,PHASE_B,103195,639,MERGE_START,0,3,32,"[16,17]","","[0,0]","","[1,1]","","[64,64]","",7,0,0,"{L0:2, L3:1}","{L0:2, L3:1}",""
2875336525427,PHASE_B,103209,641,MERGE_DONE,0,0,0,"","18","","1","","2","","128",7,106,106,"","",""
2875336525432,PHASE_B,103210,641,MERGE_PUBLISH,0,2,32,"","18","","1","","2","","128",7,110,110,"{L0:2, L3:1}","{L1:1, L3:1}",""
2875336528555,PHASE_B,103521,703,SEAL,0,3,32,"","19","","0","","1","","64",0,0,0,"{L1:1, L3:1}","{L0:1, L1:1, L3:1}",""
2875336531685,PHASE_B,103844,767,SEAL,0,4,32,"","20","","0","","1","","64",0,0,0,"{L0:1, L1:1, L3:1}","{L0:2, L1:1, L3:1}",""
2875336531702,PHASE_B,103844,767,MERGE_SUBMIT,0,4,32,"","","","","","","","",0,0,0,"{L0:2, L1:1, L3:1}","{L0:2, L1:1, L3:1}",""
2875336531787,PHASE_B,103854,770,MERGE_START,0,4,32,"[19,20]","","[0,0]","","[1,1]","","[64,64]","",73,0,0,"{L0:2, L1:1, L3:1}","{L0:2, L1:1, L3:1}",""
2875336531975,PHASE_B,103876,775,MERGE_DONE,0,0,0,"","21","","1","","2","","128",73,200,200,"","",""
2875336531986,PHASE_B,103876,775,MERGE_PUBLISH,0,3,32,"","21","","1","","2","","128",73,208,207,"{L0:2, L1:1, L3:1}","{L1:2, L3:1}",""
2875336531997,PHASE_B,103876,775,MERGE_SUBMIT,7,3,32,"","","","","","","","",0,0,0,"{L1:2, L3:1}","{L1:2, L3:1}",""
2875336532039,PHASE_B,103876,775,MERGE_START,0,3,32,"[18,21]","","[1,1]","","[2,2]","","[128,128]","",45,0,0,"{L1:2, L3:1}","{L1:2, L3:1}",""
2875336532350,PHASE_B,103911,780,MERGE_DONE,0,0,0,"","22","","2","","4","","256",45,314,314,"","",""
2875336532370,PHASE_B,103914,783,MERGE_PUBLISH,0,2,32,"","22","","2","","4","","256",45,333,326,"{L1:2, L3:1}","{L2:1, L3:1}",""
2875336534748,PHASE_B,104155,831,SEAL,0,3,32,"","23","","0","","1","","64",0,0,0,"{L2:1, L3:1}","{L0:1, L2:1, L3:1}",""
2875336537811,PHASE_B,104479,895,SEAL,0,4,32,"","24","","0","","1","","64",0,0,0,"{L0:1, L2:1, L3:1}","{L0:2, L2:1, L3:1}",""
2875336537824,PHASE_B,104479,895,MERGE_SUBMIT,0,4,32,"","","","","","","","",0,0,0,"{L0:2, L2:1, L3:1}","{L0:2, L2:1, L3:1}",""
2875336537898,PHASE_B,104494,898,MERGE_START,0,4,32,"[23,24]","","[0,0]","","[1,1]","","[64,64]","",68,0,0,"{L0:2, L2:1, L3:1}","{L0:2, L2:1, L3:1}",""
2875336537998,PHASE_B,104500,898,MERGE_DONE,0,0,0,"","25","","1","","2","","128",68,106,106,"","",""
2875336538020,PHASE_B,104504,901,MERGE_PUBLISH,0,3,32,"","25","","1","","2","","128",68,126,115,"{L0:2, L2:1, L3:1}","{L1:1, L2:1, L3:1}",""
2875336540945,PHASE_B,104802,959,SEAL,0,4,32,"","26","","0","","1","","64",0,0,0,"{L1:1, L2:1, L3:1}","{L0:1, L1:1, L2:1, L3:1}",""
2875336543987,PHASE_B,105123,1023,SEAL,0,5,32,"","27","","0","","1","","64",0,0,0,"{L0:1, L1:1, L2:1, L3:1}","{L0:2, L1:1, L2:1, L3:1}",""
2875336543999,PHASE_B,105123,1023,MERGE_SUBMIT,0,5,32,"","","","","","","","",0,0,0,"{L0:2, L1:1, L2:1, L3:1}","{L0:2, L1:1, L2:1, L3:1}",""
2875336544107,PHASE_B,105130,1026,MERGE_START,0,5,32,"[26,27]","","[0,0]","","[1,1]","","[64,64]","",85,0,0,"{L0:2, L1:1, L2:1, L3:1}","{L0:2, L1:1, L2:1, L3:1}",""
2875336544379,PHASE_B,105166,1031,MERGE_DONE,0,0,0,"","28","","1","","2","","128",85,292,291,"","",""
2875336544421,PHASE_B,105175,1034,MERGE_PUBLISH,0,4,32,"","28","","1","","2","","128",85,328,314,"{L0:2, L1:1, L2:1, L3:1}","{L1:2, L2:1, L3:1}",""
2875336544440,PHASE_B,105176,1034,MERGE_SUBMIT,10,4,32,"","","","","","","","",0,0,0,"{L1:2, L2:1, L3:1}","{L1:2, L2:1, L3:1}",""
2875336544514,PHASE_B,105180,1035,MERGE_START,0,4,32,"[25,28]","","[1,1]","","[2,2]","","[128,128]","",34,0,0,"{L1:2, L2:1, L3:1}","{L1:2, L2:1, L3:1}",""
2875336545050,PHASE_B,105247,1049,MERGE_DONE,0,0,0,"","29","","2","","4","","256",34,584,563,"","",""
2875336545060,PHASE_B,105250,1049,MERGE_PUBLISH,0,3,32,"","29","","2","","4","","256",34,592,570,"{L1:2, L2:1, L3:1}","{L2:2, L3:1}",""
2875336545068,PHASE_B,105251,1049,MERGE_SUBMIT,25,3,32,"","","","","","","","",0,0,0,"{L2:2, L3:1}","{L2:2, L3:1}",""
2875336545106,PHASE_B,105260,1050,MERGE_START,0,3,32,"[22,29]","","[2,2]","","[4,4]","","[256,256]","",25,0,0,"{L2:2, L3:1}","{L2:2, L3:1}",""
2875336545962,PHASE_B,105337,1065,MERGE_DONE,0,0,0,"","30","","3","","8","","512",25,870,869,"","",""
2875336545997,PHASE_B,105337,1065,MERGE_PUBLISH,0,2,32,"","30","","3","","8","","512",25,903,886,"{L2:2, L3:1}","{L3:2}",""
2875336546015,PHASE_B,105337,1065,MERGE_SUBMIT,46,2,32,"","","","","","","","",0,0,0,"{L3:2}","{L3:2}",""
2875336546026,PHASE_B,105338,1066,MERGE_START,0,2,32,"[15,30]","","[3,3]","","[8,8]","","[512,512]","",11,0,0,"{L3:2}","{L3:2}",""
2875336547064,PHASE_B,105437,1086,MERGE_DONE,0,0,0,"","31","","4","","16","","1024",11,1040,1040,"","",""
2875336547119,PHASE_B,105437,1086,SEAL,0,3,32,"","32","","0","","1","","64",0,0,0,"{L3:2}","{L0:1, L3:2}",""
2875336547141,PHASE_B,105439,1088,MERGE_PUBLISH,0,2,32,"","31","","4","","16","","1024",11,1116,1050,"{L0:1, L3:2}","{L0:1, L4:1}",""
2875336550108,PHASE_B,105759,1151,SEAL,0,3,32,"","33","","0","","1","","64",0,0,0,"{L0:1, L4:1}","{L0:2, L4:1}",""
2875336550129,PHASE_B,105759,1151,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L4:1}","{L0:2, L4:1}",""
2875336550236,PHASE_B,105772,1153,MERGE_START,0,3,32,"[32,33]","","[0,0]","","[1,1]","","[64,64]","",102,0,0,"{L0:2, L4:1}","{L0:2, L4:1}",""
2875336550371,PHASE_B,105794,1157,MERGE_DONE,0,0,0,"","34","","1","","2","","128",102,142,141,"","",""
2875336550378,PHASE_B,105794,1157,MERGE_PUBLISH,0,2,32,"","34","","1","","2","","128",102,147,147,"{L0:2, L4:1}","{L1:1, L4:1}",""
2875336553134,PHASE_B,106083,1215,SEAL,0,3,32,"","35","","0","","1","","64",0,0,0,"{L1:1, L4:1}","{L0:1, L1:1, L4:1}",""
2875336556104,PHASE_B,106402,1279,SEAL,0,4,32,"","36","","0","","1","","64",0,0,0,"{L0:1, L1:1, L4:1}","{L0:2, L1:1, L4:1}",""
2875336556121,PHASE_B,106402,1279,MERGE_SUBMIT,0,4,32,"","","","","","","","",0,0,0,"{L0:2, L1:1, L4:1}","{L0:2, L1:1, L4:1}",""
2875336556148,PHASE_B,106402,1279,MERGE_START,0,4,32,"[35,36]","","[0,0]","","[1,1]","","[64,64]","",16,0,0,"{L0:2, L1:1, L4:1}","{L0:2, L1:1, L4:1}",""
2875336556437,PHASE_B,106445,1287,MERGE_DONE,0,0,0,"","37","","1","","2","","128",16,299,299,"","",""
2875336556463,PHASE_B,106451,1288,MERGE_PUBLISH,0,3,32,"","37","","1","","2","","128",16,322,322,"{L0:2, L1:1, L4:1}","{L1:2, L4:1}",""
2875336556472,PHASE_B,106451,1288,MERGE_SUBMIT,8,3,32,"","","","","","","","",0,0,0,"{L1:2, L4:1}","{L1:2, L4:1}",""
2875336556493,PHASE_B,106451,1288,MERGE_START,0,3,32,"[34,37]","","[1,1]","","[2,2]","","[128,128]","",17,0,0,"{L1:2, L4:1}","{L1:2, L4:1}",""
2875336556858,PHASE_B,106488,1297,MERGE_DONE,0,0,0,"","38","","2","","4","","256",17,371,371,"","",""
2875336556877,PHASE_B,106488,1297,MERGE_PUBLISH,0,2,32,"","38","","2","","4","","256",17,388,383,"{L1:2, L4:1}","{L2:1, L4:1}",""
