elapsed_sec,event_type,job_id,reason,input_level,output_level,sst_path,num_range_deletions,data_size,num_entries,dropped_records
0.35,flush,2,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000009.sst,0,56790483,54392,0
0.62,flush,3,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000011.sst,0,61911140,59296,0
0.92,flush,4,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000013.sst,0,62700646,60050,0
1.26,flush,5,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000015.sst,0,63386798,60706,0
1.55,flush,7,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000018.sst,0,63609074,60918,0
1.86,flush,8,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000022.sst,0,64087195,61375,0
1.91,compaction,6,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000016.sst,0,228391022,217035,17409
2.18,flush,9,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000025.sst,0,63706347,61010,0
2.47,flush,10,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000027.sst,0,64245194,61526,0
2.84,flush,12,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000030.sst,0,63994375,61286,0
3.17,flush,13,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000034.sst,0,64303381,61581,0
3.49,flush,14,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000037.sst,0,62862603,60201,0
3.87,flush,15,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000041.sst,0,63394143,60710,0
4.04,compaction,11,kCompaction,0,6,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000028.sst,0,456520913,433830,28034
4.20,flush,17,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000045.sst,0,63015393,60347,0
4.52,flush,18,Write Buffer Full,-1,0,/home/wam/grad/s14-range-delete-study/scratch/longcycle_formal/db_LC20-R1-T0-NATIVE/000047.sst,0,64184766,61466,0
