elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,1203057,240611.40,1203057,240611.40,850974,121662,0,0,962707,26.00,38.00,49.00,299.000000,48829,25.00,39565,25.00,91642,25.00,18608,320.00,41706,341.00,0,0.00,0,0.00,0,0,0,51382664,47417,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,799123216,1043434246
10.05,0,1067450,213490.00,1067450,213490.00,1597042,228683,0,0,854154,26.00,38.00,45.00,97.000000,42684,30.00,35216,30.00,82107,30.00,16353,367.00,36936,389.00,0,0.00,0,0.00,0,0,0,42993992,38462,0,7,0,0,0,0,5,14,0,0,0,0,0,0,0,2302494044,2211674458
15.10,0,1052422,210484.40,1052422,210484.40,2332460,333473,0,0,841060,25.00,38.00,45.00,127.000000,42779,31.00,34660,31.00,81226,31.00,16279,383.00,36418,403.00,0,0.00,0,0.00,0,0,0,20973728,16376,1,7,0,0,0,0,5,18,0,0,0,0,0,0,0,3683174979,3538328848
20.15,0,1042074,208414.80,1042075,208415.00,3061452,437498,0,0,833203,25.00,37.00,44.00,91.000000,41861,32.00,34790,33.00,80151,32.00,16001,402.00,36069,428.00,0,0.00,0,0.00,0,0,0,55577000,50928,0,11,0,0,0,0,11,18,0,0,0,0,0,0,0,5475288698,4872648553
25.19,0,1028782,205756.40,1028781,205756.20,3781431,540219,0,0,823313,25.00,38.00,45.00,78.000000,41122,36.00,33736,35.00,79131,35.00,15803,456.00,35676,474.00,0,0.00,0,0.00,0,0,0,9439304,7445,1,10,0,0,0,0,12,23,0,0,0,0,0,0,0,6676467042,4831775728
30.24,0,971798,194359.60,971800,194360.00,4460942,637441,0,0,777418,25.00,39.00,48.00,288.000000,39000,37.00,31907,37.00,74819,37.00,14819,453.00,33837,483.00,0,0.00,0,0.00,0,0,0,48236912,43490,0,14,0,0,0,0,12,23,0,0,0,0,0,0,0,8388175920,7977566475
35.29,0,973074,194614.80,973072,194614.40,5142471,734660,0,0,778778,25.00,38.00,48.00,320.000000,38820,36.00,32056,36.00,74655,36.00,15002,449.00,33761,479.00,0,0.00,0,0.00,0,0,0,26216648,23178,1,11,0,0,0,0,21,23,0,0,0,0,0,0,0,9776227164,6962742841
40.33,0,1005426,201085.20,1005427,201085.40,5845941,834822,849,0,803946,24.00,36.00,45.00,81.000000,40033,40.00,32910,40.00,77348,39.00,15451,451.00,34902,479.00,0,0.00,837,83.00,0,0,0,32508152,29158,0,16,0,0,0,0,21,23,0,0,0,0,0,0,0,11594605404,10149513474
45.37,1,909003,181800.60,909002,181800.40,6456630,937150,2119,0,715508,22.00,36.00,47.00,76.000000,37825,46.00,31332,47.00,72753,47.00,15346,522.00,34963,576.00,0,0.00,1275,87.00,0,0,0,7342136,5538,1,11,0,0,0,0,29,26,0,0,0,0,0,0,0,13417667194,11843537671
50.40,1,723260,144652.00,723260,144652.00,6818164,1081384,2852,0,506452,19.00,34.00,44.00,83.000000,38087,49.00,32101,50.00,73951,50.00,21986,551.00,49947,592.00,0,0.00,736,95.00,0,0,0,24119480,21137,0,7,0,0,0,0,18,45,0,0,0,0,0,0,0,14036487621,10291960301
55.43,1,736967,147393.40,736967,147393.40,7184056,1227216,3596,0,514669,20.00,34.00,43.00,80.000000,39220,41.00,32540,43.00,75652,43.00,22770,447.00,51368,490.00,0,0.00,748,90.00,0,0,0,48236912,42757,1,11,0,0,0,0,7,66,0,0,0,0,0,0,0,13591557339,12412824757
60.47,1,755747,151149.40,755748,151149.60,7564119,1379117,4367,0,528492,19.00,34.00,42.00,72.000000,40007,42.00,33252,43.00,77403,43.00,23354,459.00,52473,497.00,0,0.00,767,86.00,0,0,0,26216648,23156,0,4,0,0,0,7,15,76,0,0,0,0,0,0,0,12385943380,9798426901
65.51,1,745583,149116.60,745582,149116.40,7937003,1527850,5123,0,521566,20.00,35.00,45.00,81.000000,39982,44.00,32591,47.00,76288,46.00,22739,486.00,51659,529.00,0,0.00,757,97.00,0,0,0,59771336,53049,0,9,0,0,0,7,5,94,0,0,0,0,0,0,0,12161508068,13410806165
