elapsed_sec,phase_id,interval_trace_ops,interval_trace_iops,interval_db_api_ops,interval_db_api_iops,cum_new_puts,cum_update_puts,cum_del_ranges,cum_clean_noops,put_cnt,put_p50,put_p95,put_p99,put_p999,get_del_cnt,get_del_p99,get_adj_cnt,get_adj_p99,get_ctl_cnt,get_ctl_p99,scan_inter_cnt,scan_inter_p99,scan_non_cnt,scan_non_p99,scan_bound_cnt,scan_bound_p99,del_range_cnt,del_range_p99,stall_micros_delta,is_write_stopped,is_write_slowdown,memtable_size_bytes,memtable_tombstones,num_imm,l0_files,l1_files,l2_files,l3_files,l4_files,l5_files,l6_files,l0_bytes,l1_bytes,l2_bytes,l3_bytes,l4_bytes,l5_bytes,l6_bytes,pending_compaction_bytes,disk_bytes
5.00,0,1082562,216512.40,1082562,216512.40,758352,108438,0,0,866216,28.00,40.00,52.00,260.000000,44009,27.00,35599,28.00,82531,27.00,16737,342.00,37470,369.00,0,0.00,0,0.00,0,0,0,1050632,608,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,451479650,1277973024
10.04,0,535957,107191.40,535957,107191.40,1134521,162157,0,0,429309,31.00,57.00,107.00,1233.000000,21208,72.00,17510,69.00,41125,71.00,8259,863.00,18548,907.00,0,0.00,0,0.00,0,0,0,68160008,62027,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0,1420518351,1960879056
15.14,0,793582,158716.40,793582,158716.40,1696348,242694,0,0,634565,28.00,44.00,55.00,157.000000,32036,42.00,26185,40.00,61102,41.00,12198,555.00,27494,591.00,0,0.00,0,0.00,0,0,0,31459568,27540,1,4,0,0,0,0,8,7,0,0,0,0,0,0,0,2852702918,3079129619
20.20,0,781477,156295.40,781477,156295.40,2237576,319926,0,0,624390,27.00,43.00,56.00,209.000000,31750,45.00,25897,45.00,60306,44.00,12053,623.00,27081,645.00,0,0.00,0,0.00,0,0,0,31459568,28404,0,9,0,0,0,0,8,7,0,0,0,0,0,0,0,4301537284,3842895888
25.23,0,867786,173557.20,867786,173557.20,2847230,406987,0,0,693716,26.00,43.00,56.00,151.000000,34970,44.00,29123,44.00,66715,44.00,13345,628.00,29917,638.00,0,0.00,0,0.00,0,0,0,51382664,46847,1,9,0,0,0,0,12,7,0,0,0,0,0,0,0,5497232849,3545239014
30.27,0,898127,179625.40,898128,179625.60,3475642,496374,0,0,718531,25.00,38.00,46.00,131.000000,36032,37.00,29281,36.00,69255,37.00,13868,462.00,31161,498.00,0,0.00,0,0.00,0,0,0,30410984,26525,1,12,0,0,0,0,12,7,0,0,0,0,0,0,0,7055673727,5739164566
35.31,0,911361,182272.20,911360,182272.00,4115160,587853,0,0,729292,24.00,37.00,46.00,93.000000,36399,40.00,30101,39.00,70037,39.00,13833,527.00,31698,561.00,0,0.00,0,0.00,0,0,0,18876560,16620,2,17,0,0,0,0,12,7,0,0,0,0,0,0,0,8485024289,8264210936
40.35,0,854259,170851.80,854259,170851.80,4712666,673448,0,0,683546,24.00,39.00,62.00,1174.000000,34210,47.00,28073,48.00,65702,47.00,13118,689.00,29610,732.00,0,0.00,0,0.00,0,0,0,23070896,21117,1,14,0,0,0,0,20,7,0,0,0,0,0,0,0,9810184356,5786011387
45.40,0,784330,156866.00,784330,156866.00,5260505,751526,0,0,627799,25.00,41.00,61.00,515.000000,31180,45.00,25747,44.00,60068,45.00,12080,606.00,27456,641.00,0,0.00,0,0.00,0,0,0,30410984,27963,1,15,0,0,0,0,20,7,0,0,0,0,0,0,0,11110900615,8002264841
50.44,0,645038,129007.60,645038,129007.60,5709148,815248,564,0,515893,24.00,44.00,1134.00,2335.000000,25734,80.00,21121,79.00,49476,82.00,9934,909.00,22319,954.00,0,0.00,561,1162.00,0,0,0,34605320,31568,0,17,0,0,0,0,20,7,0,0,0,0,0,0,0,12310811676,10163931540
