exp_id,group_name,threshold,phase,elapsed_sec,completed_ops,true_phase_iops,scan_us_per_key,scan_p99_us,scan_intersect_p99_us,scan_non_intersect_p99_us,get_live_p99_us,get_del_p99_us,put_p99_us,scan_limit_truncated_count
smoke_e6_c256_t512,E6-C256-T512,512,"Phase A (Read Sensitive)",0.2416,100000,413971.6029,0.5217,105.0942,95.7310,117.9177,19.2169,14.0826,22.7565,0
smoke_e6_c256_t512,E6-C256-T512,512,"Phase B (Write Burst)",0.1903,100000,525540.3050,0.9054,96.3712,79.6738,121.0305,45.0216,41.7375,43.7045,0
smoke_e6_c256_t512,E6-C256-T512,512,"Phase B-Inject (20% Window)",0.0381,20000,525540.3050,0.7817,122.5062,104.1434,148.8098,69.1412,62.9049,57.1617,0
smoke_e6_c256_t512,E6-C256-T512,512,"Phase B-PostBurst (80% Window)",0.1522,80000,525540.3050,0.9851,83.4793,39.6422,96.8395,19.4630,3.1680,35.0964,0
smoke_e6_c256_t512,E6-C256-T512,512,"Phase C (Read Recovery)",0.0964,100000,1037441.8791,0.8963,72.5754,34.4433,84.3437,16.2378,2.4907,29.3516,0
smoke_e6_c384_t512,E6-C384-T512,512,"Phase A (Read Sensitive)",0.2789,100000,358512.5094,0.5597,116.4973,106.3112,137.7043,21.4055,15.0078,31.1473,0
smoke_e6_c384_t512,E6-C384-T512,512,"Phase B (Write Burst)",0.2553,100000,391667.2633,1.1593,156.2958,141.3394,190.8928,102.3293,92.9867,60.5488,0
smoke_e6_c384_t512,E6-C384-T512,512,"Phase B-Inject (20% Window)",0.0511,20000,391667.2633,1.1150,198.9226,181.7497,230.2000,131.6660,125.2837,79.0487,0
smoke_e6_c384_t512,E6-C384-T512,512,"Phase B-PostBurst (80% Window)",0.2043,80000,391667.2633,1.1888,108.5899,54.2592,131.0293,24.0903,6.6713,39.9073,0
smoke_e6_c384_t512,E6-C384-T512,512,"Phase C (Read Recovery)",0.1245,100000,803117.8835,1.0133,83.8850,42.8133,103.4515,17.5792,3.1604,30.2545,0
smoke_e6_c448_t512,E6-C448-T512,512,"Phase A (Read Sensitive)",0.2662,100000,375661.7822,0.5351,118.3472,113.5699,126.1216,19.6407,15.6107,22.7289,0
smoke_e6_c448_t512,E6-C448-T512,512,"Phase B (Write Burst)",0.2394,100000,417731.5322,1.0419,154.7878,141.9402,193.8065,104.8398,99.5767,54.8543,0
smoke_e6_c448_t512,E6-C448-T512,512,"Phase B-Inject (20% Window)",0.0479,20000,417731.5322,1.0572,196.8840,177.8279,222.7895,146.7503,130.0800,73.2381,0
smoke_e6_c448_t512,E6-C448-T512,512,"Phase B-PostBurst (80% Window)",0.1915,80000,417731.5322,1.0319,95.4414,49.0076,112.4741,21.1862,4.3784,36.1760,0
smoke_e6_c448_t512,E6-C448-T512,512,"Phase C (Read Recovery)",0.1231,100000,812067.1621,0.8779,73.5939,39.0226,87.5726,15.1540,2.8597,28.1326,0
