exp_id,group_name,desc,threshold,range_tombstone_controller_enabled,range_tombstone_controller_observe_only,range_tombstone_controller_min_range_deletions,range_tombstone_controller_min_memtable_bytes,range_tombstone_controller_cooldown_micros,rtp_mc_mode,rtp_mc_windows,rtp_mc_seals,rtp_mc_conflicts,total_keys,value_size,foreground_wallclock_sec,sum_phase_active_sec,oracle_flush_wait_sec,fg_trace_iops,fg_db_api_iops,scan_us_per_key,scan_p99_us,get_live_p99_us,get_del_p99_us,put_p99_us,scan_limit_truncated_count,fg_flush_count,controller_fg_flush_count,fg_flush_engine_out_mb,fg_comp_read_mb,fg_comp_write_mb,fwa_val_norm_fg,cwa_val_norm_fg,pwa_val_norm_fg,total_exp_flush_count,controller_total_flush_count,total_exp_flush_engine_out_mb,total_exp_comp_write_mb,fwa_val_norm_total,cwa_val_norm_total,pwa_val_norm_total,sst_mb,db_live_keys,model_live_keys,sha256_hex,verification_status
e9_t0_r1,T0,E9 Dynamic Audit Matrix (T0 rep 1),0,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,20.599,20.4406,0.0,14563.8431,14563.8431,11.3147,6728.1356,6468.2899,6651.1193,159.6459,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130.9446,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_t512_r1,Native-T512,E9 Dynamic Audit Matrix (Native-T512 rep 1),512,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,1.8357,1.6686,0.0,163429.6452,163429.6452,1.263,292.0965,155.54,147.9108,90.4307,0,19,0,25.2111,289.0699,254.8551,1.0326,10.4389,11.4715,19,0,25.2111,341.3307,1.0326,13.9809,15.0136,87.321,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_v2a_r1,RTP-MC-V2-A,E9 Dynamic Audit Matrix (RTP-MC-V2-A rep 1),0,0,1,512,8388608,1000000,active_v2a,24,16,1,500000,256,2.4817,2.3697,0.0,120886.2269,120886.2269,1.6954,724.8751,509.1457,607.693,96.1962,0,16,16,25.0348,389.5307,332.913,1.0254,13.6361,14.6615,16,16,25.0348,419.5098,1.0254,17.1831,18.2085,87.7782,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_t512_r2,Native-T512,E9 Dynamic Audit Matrix (Native-T512 rep 2),512,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,1.795,1.6277,0.0,167129.2509,167129.2509,1.2699,296.9146,152.3683,148.18,83.9358,0,19,0,25.1829,288.9964,254.815,1.0315,10.4372,11.4687,19,0,25.1829,341.2921,1.0315,13.9793,15.0108,87.3182,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_v2a_r2,RTP-MC-V2-A,E9 Dynamic Audit Matrix (RTP-MC-V2-A rep 2),0,0,1,512,8388608,1000000,active_v2a,26,16,1,500000,256,2.4212,2.2486,0.0,123903.3967,123903.3967,1.6708,739.5156,474.0121,651.9444,94.1205,0,15,15,24.818,387.4538,329.8065,1.0165,13.5089,14.5254,16,16,25.2165,416.2159,1.0329,17.0482,18.0811,87.7005,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_t0_r2,T0,E9 Dynamic Audit Matrix (T0 rep 2),0,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,20.5674,20.3846,0.0,14586.155,14586.155,11.2101,6707.7821,6468.2899,6635.018,173.2544,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130.9445,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_v2a_r3,RTP-MC-V2-A,E9 Dynamic Audit Matrix (RTP-MC-V2-A rep 3),0,0,1,512,8388608,1000000,active_v2a,26,17,1,500000,256,2.9354,2.4835,0.0,102201.1254,102201.1254,1.7257,810.3716,555.231,660.2932,99.7579,0,16,16,24.5968,488.4144,421.1753,1.0075,17.2513,18.2588,17,17,25.2486,503.9942,1.0342,20.6436,21.6778,82.8188,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_t0_r3,T0,E9 Dynamic Audit Matrix (T0 rep 3),0,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,20.706,20.5301,0.0,14488.5351,14488.5351,11.2546,6707.7821,6429.2142,6590.9402,167.5755,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,130.9465,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
e9_t512_r3,Native-T512,E9 Dynamic Audit Matrix (Native-T512 rep 3),512,0,1,512,8388608,1000000,disabled,0,0,0,500000,256,1.9866,1.8252,0.0,151013.6165,151013.6165,1.3046,339.0495,170.0303,174.3074,100.0606,0,19,0,25.2057,402.5732,339.457,1.0324,13.9042,14.9366,19,0,25.2057,339.457,1.0324,13.9042,14.9366,93.8818,316193,316193,366c5e5b3e5c4e5558be1175b16f5e76b8c71be13bb8e607fae36492d09f1c34,PASS
