exp_id,rep,phase,worker_id,op_class,op_count,total_latency_ms,p50_us,p95_us,p99_us,materialized_ops,materialization_rate_per_1k,lock_contended_ops,both_count,materialization_or_lock_affected_reads,affected_p50_us,affected_p95_us,affected_p99_us,view_materialization_ms,lock_wait_ms,materialization_and_lock_ratio,active_mem_prep_ms,active_mem_lookup_ms,imm_mem_prep_ms,imm_mem_lookup_ms,active_mem_iter_construct_ms,imm_mem_iter_construct_ms,sst_iter_construct_ms,reseek_count,boundary_advance_count,child_next_count,covered_skip_count,cache_invalidation_count
e9_t0_r1,1,0,0,GetLive,7314,136.7744,5.82,114.05,225.92,159,21.7391,530,0,689,119.07,299.26,379.96,20.5109,65.1116,0.626013,88.0454,2.0825,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,0,GetDeleted,186,4.1627,2.27,164.86,280.31,5,26.8817,18,0,23,161.79,280.31,323.2,0.7647,2.9135,0.883626,3.7468,0.0631,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,0,ScanIntersect,335,24.6339,51.01,240.47,357.62,10,29.8507,32,0,42,210.97,363.08,407.38,2.0927,5.0965,0.291842,0.0,0.0,0.0,0.0,7.4325,0.0157,0.6356,685,640,73,73,0
e9_t0_r1,1,0,0,ScanNonIntersect,2165,146.9098,52.29,164.86,265.11,53,24.4804,181,0,234,157.53,340.08,394.03,7.177,20.2334,0.18658,0.0,0.0,0.0,0.0,29.0239,0.0996,4.1315,4,6,1,1,0
e9_t0_r1,1,0,0,Put,2350,26.13,8.51,30.02,43.76,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,0,DeleteRange,150,4.9904,31.3,48.98,61.73,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,1,GetLive,7323,148.2218,6.57,122.8,259.23,67,9.1493,640,0,707,126.27,318.34,404.92,10.3929,82.6805,0.627933,95.918,2.4213,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,1,GetDeleted,177,4.7149,2.64,187.91,377.21,3,16.9492,21,0,24,151.72,377.21,425.8,0.7939,3.382,0.885681,4.2561,0.0723,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,1,ScanIntersect,314,23.6193,55.02,196.05,388.57,3,9.5541,29,0,32,192.99,447.23,453.5,0.8687,4.5947,0.231309,0.0,0.0,0.0,0.0,5.7149,0.0164,0.6414,601,602,72,72,0
e9_t0_r1,1,0,1,ScanNonIntersect,2186,156.5508,57.82,162.38,292.45,30,13.7237,199,0,229,154.23,351.39,455.15,4.7408,21.5186,0.167737,0.0,0.0,0.0,0.0,27.9901,0.1076,4.4018,10,10,1,1,0
e9_t0_r1,1,0,1,Put,2350,27.4361,9.47,29.48,45.3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,1,DeleteRange,150,5.2762,32.69,50.79,76.97,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,2,GetLive,7301,145.7874,6.2,122.95,245.92,76,10.4095,657,0,733,122.65,299.99,385.53,10.908,82.4536,0.640396,96.1321,2.2649,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,2,GetDeleted,199,3.6952,2.58,165.16,235.56,1,5.0251,20,0,21,164.06,235.56,304.57,0.2093,2.8967,0.840551,3.1819,0.0904,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,2,ScanIntersect,315,21.8089,54.16,188.94,360.45,0,0.0,21,0,21,228.53,448.31,463.5,0.0,3.9693,0.182002,0.0,0.0,0.0,0.0,4.2022,0.0155,0.6154,634,611,68,68,0
e9_t0_r1,1,0,2,ScanNonIntersect,2185,146.4931,54.56,153.57,274.09,20,9.1533,179,0,199,157.82,355.03,462.38,2.9996,20.7371,0.162033,0.0,0.0,0.0,0.0,25.3551,0.1,4.1271,7,7,1,1,0
e9_t0_r1,1,0,2,Put,2350,27.073,8.98,31.15,45.68,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,2,DeleteRange,150,5.3319,32.93,57.37,62.18,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,3,GetLive,7308,136.4917,5.53,117.13,218.11,181,24.7674,550,0,731,117.13,263.98,353.53,18.4746,68.7298,0.638899,89.477,2.0026,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,3,GetDeleted,192,3.2093,2.09,143.84,195.81,7,36.4583,13,0,20,143.41,195.81,198.8,0.9854,1.765,0.856988,2.8175,0.0613,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,3,ScanIntersect,360,20.58,45.16,144.98,239.3,8,22.2222,22,0,30,153.85,280.99,312.99,0.9039,2.5715,0.168877,0.0,0.0,0.0,0.0,3.6815,0.0149,0.574,748,717,88,88,0
e9_t0_r1,1,0,3,ScanNonIntersect,2140,139.7047,49.49,161.1,251.04,45,21.028,151,0,196,167.78,329.73,384.59,5.3039,19.4561,0.177231,0.0,0.0,0.0,0.0,26.1944,0.0889,3.7937,6,4,0,0,0
e9_t0_r1,1,0,3,Put,2350,25.1158,8.16,29.26,43.47,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,3,DeleteRange,150,4.8066,29.8,52.42,71.4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,4,GetLive,7325,142.5854,6.12,119.28,246.22,66,9.0102,642,0,708,121.4,309.59,394.74,10.7732,78.5625,0.626542,91.7057,2.2784,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,4,GetDeleted,175,3.135,2.63,141.17,230.76,2,11.4286,15,0,17,141.17,411.6,411.6,0.3053,2.2914,0.828311,2.6561,0.0814,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,4,ScanIntersect,297,22.3104,55.93,219.17,389.05,2,6.734,25,0,27,219.97,390.46,459.03,0.4719,4.5582,0.225459,0.0,0.0,0.0,0.0,5.257,0.015,0.6128,617,558,48,48,0
e9_t0_r1,1,0,4,ScanNonIntersect,2203,155.0471,55.52,166.97,292.98,14,6.355,209,0,223,166.46,381.11,453.5,1.1254,27.8741,0.187037,0.0,0.0,0.0,0.0,30.6093,0.1044,4.2992,4,6,2,2,0
e9_t0_r1,1,0,4,Put,2350,27.0739,8.84,30.59,44.45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,4,DeleteRange,150,5.2254,31.93,58.18,67.57,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,5,GetLive,7318,142.9831,5.93,117.77,243.4,181,24.7335,548,0,729,117.99,302.54,384.13,20.772,70.1358,0.635794,93.5578,2.0844,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,5,GetDeleted,182,3.6786,2.36,151.45,256.57,2,10.989,20,0,22,149.44,256.57,342.77,0.2676,2.9186,0.86613,3.2602,0.0637,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,5,ScanIntersect,364,24.3863,50.36,184.3,305.68,10,27.4725,26,0,36,184.3,425.29,449.4,1.0796,4.2228,0.217433,0.0,0.0,0.0,0.0,5.5636,0.0171,0.6758,726,684,42,42,0
e9_t0_r1,1,0,5,ScanNonIntersect,2136,147.8175,53.51,168.59,281.33,63,29.4944,156,0,219,167.88,376.75,425.03,7.4644,20.2082,0.187208,0.0,0.0,0.0,0.0,29.2607,0.0962,3.9514,2,2,0,0,0
e9_t0_r1,1,0,5,Put,2350,26.7952,8.53,31.07,49.13,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,5,DeleteRange,150,4.9975,30.96,50.82,62.15,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,6,GetLive,7315,166.5918,7.57,129.29,292.81,76,10.3896,645,0,721,130.08,342.15,430.21,17.4123,83.0643,0.603131,103.4068,2.7752,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,6,GetDeleted,185,4.0438,3.23,169.62,324.77,1,5.4054,18,0,19,169.62,334.76,334.76,0.1649,3.176,0.826193,3.4274,0.0938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,6,ScanIntersect,347,29.9833,65.83,254.87,399.32,6,17.2911,27,0,33,256.11,440.5,580.69,1.5043,4.7998,0.210253,0.0,0.0,0.0,0.0,6.6177,0.0218,0.8894,721,667,92,92,0
e9_t0_r1,1,0,6,ScanNonIntersect,2153,180.5264,69.31,176.43,326.35,20,9.2894,185,0,205,177.83,415.1,475.16,3.1692,22.8987,0.144399,0.0,0.0,0.0,0.0,27.968,0.1225,5.4268,5,5,1,1,0
e9_t0_r1,1,0,6,Put,2350,29.7497,10.38,29.32,42.71,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,6,DeleteRange,150,5.6693,36.09,56.99,65.35,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,0,7,GetLive,7331,144.9657,6.18,118.92,245.47,68,9.2757,653,0,721,119.94,318.54,400.53,9.6989,81.56,0.629521,93.9975,2.3104,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,7,GetDeleted,169,5.835,2.8,233.86,436.78,1,5.9172,23,0,24,201.47,436.78,451.31,0.3923,4.8836,0.904169,5.3567,0.089,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,7,ScanIntersect,319,23.2644,56.27,194.87,319.5,2,6.2696,31,0,33,191.94,403.94,403.94,0.1939,4.5222,0.202716,0.0,0.0,0.0,0.0,4.9711,0.017,0.6717,637,617,102,102,0
e9_t0_r1,1,0,7,ScanNonIntersect,2181,154.0912,55.86,158.87,301.26,16,7.3361,190,0,206,168.29,374.93,429.17,1.8578,24.902,0.173662,0.0,0.0,0.0,0.0,28.3723,0.103,4.334,5,5,1,1,0
e9_t0_r1,1,0,7,Put,2350,27.9295,9.1,31.22,48.59,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,0,7,DeleteRange,150,5.4251,33.78,53.12,59.78,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,150
e9_t0_r1,1,1,0,GetLive,2110,3353.9349,1100.47,4410.36,4725.78,346,163.981,1126,0,1472,2139.26,4557.05,4766.04,857.6627,2401.7875,0.971829,3270.8914,4.9107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,0,GetDeleted,390,738.5426,1562.01,4548.78,4754.5,58,148.7179,208,0,266,3148.89,4595.88,4760.27,173.0651,555.608,0.986637,730.9812,0.9669,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,0,ScanIntersect,887,1832.0397,1895.1,4751.62,4984.61,137,154.4532,511,0,648,2922.74,4789.2,5002.77,378.0177,1255.311,0.891536,0.0,0.0,0.0,0.0,1641.6418,0.3203,12.0174,2556,2383,1426,1426,0
e9_t0_r1,1,1,0,ScanNonIntersect,363,485.6348,1000.0,3859.93,4554.29,45,123.9669,211,0,256,1678.8,4039.39,4640.65,79.5391,338.3661,0.860534,0.0,0.0,0.0,0.0,420.647,0.1044,3.9556,9,9,2,2,0
e9_t0_r1,1,1,0,Put,8000,373.6625,38.48,110.98,167.17,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,0,DeleteRange,750,72.2576,88.43,174.73,232.44,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,1,GetLive,2093,3446.2458,1262.75,4485.82,4742.99,353,168.6574,1127,0,1480,2191.74,4570.88,4789.2,973.0821,2376.1907,0.971861,3360.7361,5.2431,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,1,GetDeleted,407,743.7378,1613.97,4559.82,4774.71,66,162.1622,195,0,261,3208.6,4635.03,4838.79,231.2044,502.4775,0.986479,735.9174,1.0684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,1,ScanIntersect,837,1710.1743,1868.87,4734.38,4969.54,135,161.2903,456,0,591,2972.75,4809.56,4981.6,415.6739,1104.4286,0.888858,0.0,0.0,0.0,0.0,1527.578,0.2893,11.0757,2318,2215,1453,1453,0
e9_t0_r1,1,1,1,ScanNonIntersect,413,571.6163,1066.98,3641.8,4461.43,78,188.862,224,0,302,1696.19,3762.93,4623.81,155.8521,328.7206,0.847724,0.0,0.0,0.0,0.0,487.799,0.1294,4.9693,5,6,2,2,0
e9_t0_r1,1,1,1,Put,8000,386.6969,39.26,114.05,174.31,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,1,DeleteRange,750,75.4773,92.48,167.78,252.26,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,2,GetLive,2083,3385.2817,1181.32,4442.54,4734.38,354,169.9472,1087,0,1441,2266.02,4559.82,4763.16,976.9524,2308.5086,0.970513,3297.3533,5.3235,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,2,GetDeleted,417,809.8324,1672.71,4557.05,4774.71,77,184.6523,210,0,287,3054.92,4632.22,5042.33,246.0607,553.2057,0.986953,801.6099,1.1058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,2,ScanIntersect,832,1716.5231,1936.89,4777.61,5054.57,131,157.4519,448,0,579,3058.63,4844.66,5094.54,374.3725,1152.7049,0.889634,0.0,0.0,0.0,0.0,1534.6284,0.3017,11.4103,2410,2254,1417,1417,0
e9_t0_r1,1,1,2,ScanNonIntersect,418,613.0697,1145.37,3988.32,4651.91,64,153.11,235,0,299,1851.96,4178.81,4827.08,141.0761,381.9189,0.853076,0.0,0.0,0.0,0.0,526.4749,0.1553,5.2972,10,9,0,0,0
e9_t0_r1,1,1,2,Put,8000,381.8512,39.26,112.54,161.1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,2,DeleteRange,750,76.5232,93.33,177.08,247.11,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,3,GetLive,2094,3187.8419,1010.35,4341.42,4657.55,374,178.6055,1097,0,1471,1955.76,4437.16,4697.23,908.2499,2194.8924,0.97343,3113.995,4.7964,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,3,GetDeleted,406,748.4387,1644.57,4383.71,4660.38,77,189.6552,209,0,286,2856.21,4458.72,4838.79,222.0082,516.9686,0.987358,741.1692,1.055,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,3,ScanIntersect,875,1694.7769,1656.57,4609.82,4897.79,156,178.2857,448,0,604,2912.13,4702.93,4912.65,422.5403,1087.508,0.891001,0.0,0.0,0.0,0.0,1517.4837,0.2927,10.7341,2534,2267,1442,1442,0
e9_t0_r1,1,1,3,ScanNonIntersect,375,454.3282,901.03,3563.22,4581.97,80,213.3333,165,0,245,1621.81,3949.83,4632.22,140.8928,249.169,0.858546,0.0,0.0,0.0,0.0,392.5336,0.1165,3.5862,8,8,2,2,0
e9_t0_r1,1,1,3,Put,8000,368.5266,36.51,113.02,173.46,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,3,DeleteRange,750,71.4871,88.69,186.32,236.99,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,4,GetLive,2111,3336.7887,1087.22,4328.28,4649.1,357,169.1142,1109,0,1466,2173.23,4464.13,4680.19,919.2927,2323.839,0.971932,3253.7914,5.0021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,4,GetDeleted,389,686.3224,1532.94,4429.1,4593.09,60,154.2416,206,0,266,2806.45,4453.32,4671.69,171.9879,505.2896,0.986821,679.2238,0.9383,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,4,ScanIntersect,833,1678.2347,1863.22,4666.03,4871.15,119,142.8571,466,0,585,2979.96,4717.2,5036.23,353.4108,1142.1079,0.891126,0.0,0.0,0.0,0.0,1502.6778,0.2894,10.3165,2546,2254,1435,1435,0
e9_t0_r1,1,1,4,ScanNonIntersect,417,571.0842,1014.65,3921.22,4708.63,70,167.8657,211,0,281,1780.44,4063.94,4742.99,146.2736,338.3307,0.848569,0.0,0.0,0.0,0.0,487.8763,0.1265,4.7493,12,13,4,4,0
e9_t0_r1,1,1,4,Put,8000,373.9351,37.9,110.51,165.56,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,4,DeleteRange,750,76.0213,91.42,186.66,260.33,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,5,GetLive,2137,3461.9862,1140.53,4415.7,4725.78,388,181.5629,1112,0,1500,2194.4,4537.77,4768.93,1065.9164,2298.8031,0.971904,3376.016,5.2304,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,5,GetDeleted,363,717.1604,1777.2,4598.66,4835.86,71,195.5923,184,0,255,3239.86,4649.1,4838.79,221.4945,486.5887,0.987343,710.1,0.9665,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,5,ScanIntersect,827,1625.971,1703.4,4751.62,4933.53,140,169.2866,432,0,572,2842.39,4827.08,5024.03,406.9546,1036.2922,0.887621,0.0,0.0,0.0,0.0,1450.3522,0.2892,10.2724,2130,2142,1243,1243,0
e9_t0_r1,1,1,5,ScanNonIntersect,423,624.9109,1134.32,4168.69,4623.81,70,165.4846,235,0,305,1775.05,4268.38,4632.22,146.2221,388.8765,0.85628,0.0,0.0,0.0,0.0,538.5983,0.1462,4.9623,8,9,4,4,0
e9_t0_r1,1,1,5,Put,8000,376.1693,38.34,111.25,176.22,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,5,DeleteRange,750,76.2073,91.42,179.89,239.01,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,6,GetLive,2116,3198.2993,1009.13,4304.74,4637.84,401,189.5085,1050,0,1451,1983.21,4426.42,4711.49,987.9747,2110.682,0.968845,3108.5826,4.6588,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,6,GetDeleted,384,717.6653,1807.61,4493.98,4797.92,61,158.8542,217,0,278,2701.34,4570.88,4990.66,183.6902,524.8591,0.987298,710.6035,0.9704,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,6,ScanIntersect,857,1665.1818,1657.58,4607.03,4877.06,126,147.0245,471,0,597,2954.79,4700.08,4939.51,376.1935,1108.7639,0.891769,0.0,0.0,0.0,0.0,1491.6502,0.2794,10.3389,2495,2295,1492,1492,0
e9_t0_r1,1,1,6,ScanNonIntersect,393,525.0458,984.37,3909.36,4700.08,69,175.5725,203,0,272,1608.11,4232.32,4711.49,117.7145,334.7112,0.861688,0.0,0.0,0.0,0.0,454.942,0.101,3.887,5,3,2,2,0
e9_t0_r1,1,1,6,Put,8000,369.9271,36.37,113.5,182.52,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,6,DeleteRange,750,71.3556,88.91,164.16,225.23,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,1,7,GetLive,2114,3196.2581,1069.57,4299.53,4598.66,388,183.5383,1077,0,1465,1974.81,4399.68,4660.38,932.802,2177.1731,0.973005,3120.6052,4.7105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,7,GetDeleted,386,654.8479,1201.54,4373.1,4714.34,74,191.7098,183,0,257,2786.12,4442.54,4763.16,206.6621,439.5418,0.9868,648.2749,0.8922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,7,ScanIntersect,843,1569.0697,1533.87,4461.43,4792.1,138,163.7011,422,0,560,2885.78,4579.2,4853.47,412.3712,992.5897,0.89541,0.0,0.0,0.0,0.0,1411.7204,0.2806,9.5793,2268,2221,1436,1436,0
e9_t0_r1,1,1,7,ScanNonIntersect,407,530.7331,992.76,3890.45,4526.78,62,152.3342,211,0,273,1625.75,4227.2,4579.2,114.4962,341.3854,0.858966,0.0,0.0,0.0,0.0,458.7202,0.1373,4.2342,4,4,1,1,0
e9_t0_r1,1,1,7,Put,8000,363.7713,36.24,111.19,172.63,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,1,7,DeleteRange,750,71.811,88.59,186.55,268.18,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,750
e9_t0_r1,1,2,0,GetLive,5092,5714.0563,23.06,6158.48,6531.31,135,26.5122,895,0,1030,5782.36,6531.31,6905.74,761.0743,4805.2143,0.97414,5577.8005,9.7786,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,0,GetDeleted,2408,2792.0993,9.74,6218.48,6555.09,58,24.0864,461,0,519,5792.88,6551.12,6822.56,327.3646,2430.3346,0.987679,2763.1927,4.6675,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,0,ScanIntersect,2475,3122.528,189.62,6394.25,6760.83,69,27.8788,415,0,484,6029.25,6760.83,7833.35,395.3086,2250.3334,0.847276,0.0,0.0,0.0,0.0,2655.9544,0.5826,22.6536,9959,9121,9070,9070,0
e9_t0_r1,1,2,0,ScanNonIntersect,25,9.963,200.5,277.43,5100.72,0,0.0,1,0,1,5100.72,5100.72,5100.72,0.0,4.8444,0.486236,0.0,0.0,0.0,0.0,4.9337,0.0051,0.2223,2,1,1,1,0
e9_t0_r1,1,2,0,Put,2150,109.8394,45.49,110.92,164.56,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,0,DeleteRange,350,35.3752,96.49,156.3,237.86,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,350
e9_t0_r1,1,2,1,GetLive,5128,5939.7372,23.96,6294.3,6679.39,166,32.3713,915,0,1081,5775.36,6667.26,6947.72,923.589,4858.2511,0.973417,5794.3212,10.4222,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,1,GetDeleted,2372,2980.8879,10.26,6429.21,6703.72,86,36.2563,436,0,522,5974.7,6699.66,7753.07,500.1442,2444.0118,0.987678,2950.1281,4.9755,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,1,ScanIntersect,2458,3655.7353,202.33,6606.93,6914.12,86,34.9878,487,0,573,6087.99,6897.38,7558.25,497.3841,2660.1993,0.863734,0.0,0.0,0.0,0.0,3169.4186,0.6289,24.1736,9662,9121,9295,9295,0
e9_t0_r1,1,2,1,ScanNonIntersect,42,42.8887,188.25,5691.98,6084.3,0,0.0,7,0,7,5525.46,6084.3,6084.3,0.0,34.5487,0.805544,0.0,0.0,0.0,0.0,34.7264,0.0102,0.3954,1,1,0,0,0
e9_t0_r1,1,2,1,Put,2150,114.8309,47.17,114.33,178.48,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,1,DeleteRange,350,37.0125,99.7,156.2,249.07,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,350
e9_t0_r1,1,2,2,GetLive,5112,6038.1034,23.67,6328.72,6736.29,202,39.5149,882,0,1084,5792.88,6724.06,7489.86,1166.3424,4712.6193,0.973644,5891.9256,10.6455,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,2,GetDeleted,2388,2836.3741,10.1,6344.08,6744.46,89,37.2697,427,0,516,5877.74,6699.66,7122.49,508.3695,2290.5047,0.986779,2804.8924,5.0035,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
e9_t0_r1,1,2,2,ScanIntersect,2456,3659.44,200.01,6555.09,6935.1,115,46.8241,458,0,573,6058.55,6889.03,7354.94,663.0838,2495.2737,0.863071,0.0,0.0,0.0,0.0,3170.7581,0.6407,25.5957,9946,9113,9658,9658,0
e9_t0_r1,1,2,2,ScanNonIntersect,44,49.3266,177.08,6158.48,6347.92,0,0.0,8,0,8,5637.06,6347.92,6347.92,0.0,40.4645,0.820338,0.0,0.0,0.0,0.0,40.6824,0.0109,0.4439,4,3,3,3,0
