run_id,rep,phase,worker,op_id,op_class,latency_us,materialization_us,lock_wait_us,active_mem_prep_us,active_mem_lookup_us,sst_iter_construct_us
e9_t0_audit,1,2,0,205640,ScanIntersect,572.39,0.00,326.55,0.00,0.00,14.60
e9_t0_audit,1,2,0,205644,GetLive,6049.94,0.00,6020.86,6025.64,2.28,0.00
e9_t0_audit,1,2,0,205653,ScanIntersect,6143.09,0.00,5925.19,0.00,0.00,17.17
e9_t0_audit,1,2,0,205666,GetLive,5730.68,5689.04,0.00,5696.09,2.12,0.00
e9_t0_audit,1,2,0,205667,GetDeleted,364.65,0.00,347.29,350.62,2.34,0.00
e9_t0_audit,1,2,0,205668,ScanIntersect,6033.69,0.00,5823.63,0.00,0.00,12.85
e9_t0_audit,1,2,0,205670,ScanIntersect,6002.01,0.00,5805.70,0.00,0.00,13.54
e9_t0_audit,1,2,0,205672,GetLive,6089.78,0.00,6053.39,6064.07,3.91,0.00
e9_t0_audit,1,2,0,205676,ScanIntersect,6019.52,0.00,5837.47,0.00,0.00,12.63
e9_t0_audit,1,2,0,205677,GetLive,6159.91,0.00,6088.03,6099.26,3.19,0.00
e9_t0_audit,1,2,0,205686,GetLive,6047.77,0.00,5981.47,5991.04,3.48,0.00
e9_t0_audit,1,2,0,205687,ScanIntersect,6096.98,0.00,5818.35,0.00,0.00,17.07
e9_t0_audit,1,2,0,205701,GetLive,5803.74,0.00,5736.11,5743.91,3.46,0.00
e9_t0_audit,1,2,0,205704,GetLive,5798.88,0.00,5745.66,5753.63,2.45,0.00
e9_t0_audit,1,2,0,205705,GetDeleted,5867.00,0.00,5834.17,5842.34,3.35,0.00
e9_t0_audit,1,2,0,205725,GetDeleted,5702.23,5681.41,0.00,5688.11,2.57,0.00
e9_t0_audit,1,2,0,205726,ScanIntersect,413.13,0.00,221.76,0.00,0.00,9.84
e9_t0_audit,1,2,0,205734,GetLive,6010.13,0.00,5957.89,5965.57,2.81,0.00
e9_t0_audit,1,2,0,205737,GetLive,6522.13,0.00,6458.13,6468.20,2.73,0.00
e9_t0_audit,1,2,0,205745,GetDeleted,5973.07,0.00,5936.98,5943.14,3.74,0.00
e9_t0_audit,1,2,0,205753,ScanIntersect,5846.95,5659.25,0.00,0.00,0.00,9.82
e9_t0_audit,1,2,0,205761,GetLive,5994.65,0.00,5929.83,5939.83,3.21,0.00
e9_t0_audit,1,2,0,205769,GetLive,5655.31,5618.82,0.00,5625.94,1.97,0.00
e9_t0_audit,1,2,0,205770,ScanIntersect,569.03,0.00,356.48,0.00,0.00,13.09
e9_t0_audit,1,2,0,205772,GetDeleted,6015.27,0.00,5985.02,5991.31,4.15,0.00
e9_t0_audit,1,2,0,205787,GetDeleted,5991.18,0.00,5962.10,5968.04,3.00,0.00
e9_t0_audit,1,2,0,205798,ScanIntersect,6348.09,0.00,6143.94,0.00,0.00,11.94
e9_t0_audit,1,2,0,205799,ScanIntersect,5877.90,0.00,5663.78,0.00,0.00,12.66
e9_t0_audit,1,2,0,205802,GetLive,5771.83,0.00,5722.00,5726.29,2.57,0.00
e9_t0_audit,1,2,0,205834,ScanIntersect,6169.88,0.00,5918.01,0.00,0.00,13.09
e9_t0_audit,1,2,0,205838,ScanIntersect,5988.45,0.00,5774.75,0.00,0.00,12.83
e9_t0_audit,1,2,0,205848,GetLive,5687.22,5643.86,0.00,5651.47,1.47,0.00
e9_t0_audit,1,2,0,205851,GetLive,5859.87,0.00,5808.77,5816.51,2.84,0.00
e9_t0_audit,1,2,0,205858,GetLive,6099.47,0.00,6037.71,6047.90,3.14,0.00
e9_t0_audit,1,2,0,205871,GetLive,6059.81,0.00,6009.71,6017.32,2.77,0.00
e9_t0_audit,1,2,0,205876,GetLive,5935.42,0.00,5882.84,5890.77,2.93,0.00
e9_t0_audit,1,2,0,205879,GetDeleted,6031.66,0.00,5997.85,6008.16,3.87,0.00
e9_t0_audit,1,2,0,205885,GetDeleted,5831.88,0.00,5804.51,5812.68,2.78,0.00
e9_t0_audit,1,2,0,205892,GetDeleted,5806.97,0.00,5763.76,5771.43,3.10,0.00
e9_t0_audit,1,2,0,205893,GetLive,271.45,0.00,222.35,226.59,2.36,0.00
e9_t0_audit,1,2,0,205899,GetDeleted,5674.14,5657.05,0.00,5658.70,1.69,0.00
e9_t0_audit,1,2,0,205900,GetLive,166.63,0.00,128.24,134.22,2.20,0.00
e9_t0_audit,1,2,0,205906,GetLive,5817.33,0.00,5761.05,5768.48,2.92,0.00
e9_t0_audit,1,2,0,205907,GetDeleted,5804.27,0.00,5773.50,5781.74,2.74,0.00
e9_t0_audit,1,2,0,205908,GetLive,5897.94,0.00,5819.73,5830.26,3.62,0.00
e9_t0_audit,1,2,0,205932,GetLive,5841.67,0.00,5792.91,5800.32,2.48,0.00
e9_t0_audit,1,2,0,205938,GetLive,5777.07,0.00,5728.29,5735.57,2.68,0.00
e9_t0_audit,1,2,0,205949,ScanIntersect,6811.90,0.00,6605.12,0.00,0.00,13.36
e9_t0_audit,1,2,0,205960,GetDeleted,5807.63,0.00,5781.73,5789.35,3.10,0.00
e9_t0_audit,1,2,0,205966,GetDeleted,5987.19,0.00,5959.92,5968.25,2.28,0.00
e9_t0_audit,1,2,0,205968,ScanIntersect,6026.48,0.00,5795.66,0.00,0.00,16.80
e9_t0_audit,1,2,0,205969,GetLive,5704.70,5674.11,0.00,5681.75,2.45,0.00
e9_t0_audit,1,2,0,205971,GetLive,5778.66,0.00,5724.93,5733.40,3.18,0.00
e9_t0_audit,1,2,0,205972,GetLive,278.23,0.00,256.90,260.89,2.36,0.00
e9_t0_audit,1,2,0,205974,GetLive,5846.86,0.00,5819.08,5827.02,2.81,0.00
e9_t0_audit,1,2,0,205975,GetLive,5831.42,0.00,5781.39,5789.66,2.70,0.00
e9_t0_audit,1,2,0,205978,ScanIntersect,6159.07,0.00,5938.79,0.00,0.00,17.31
e9_t0_audit,1,2,0,205983,GetDeleted,5877.17,0.00,5851.86,5859.42,2.57,0.00
e9_t0_audit,1,2,0,205996,GetLive,5897.68,0.00,5848.50,5856.12,2.70,0.00
e9_t0_audit,1,2,0,206008,GetLive,5983.90,0.00,5934.31,5941.60,2.92,0.00
e9_t0_audit,1,2,0,206016,GetLive,5904.67,0.00,5848.32,5859.42,2.76,0.00
e9_t0_audit,1,2,0,206024,ScanIntersect,6365.93,0.00,6141.15,0.00,0.00,17.86
e9_t0_audit,1,2,0,206025,GetLive,6172.78,0.00,6121.84,6127.91,3.10,0.00
e9_t0_audit,1,2,0,206026,GetDeleted,5918.83,0.00,5882.43,5893.00,3.58,0.00
e9_t0_audit,1,2,0,206034,GetLive,6062.36,0.00,6001.34,6008.85,2.40,0.00
e9_t0_audit,1,2,0,206051,GetDeleted,5984.63,0.00,5956.19,5964.19,3.08,0.00
e9_t0_audit,1,2,0,206053,GetLive,5994.71,0.00,5942.44,5950.71,2.57,0.00
e9_t0_audit,1,2,0,206064,GetLive,6032.60,0.00,5965.74,5975.87,4.67,0.00
e9_t0_audit,1,2,0,206070,GetLive,5938.61,0.00,5905.30,5915.17,3.49,0.00
e9_t0_audit,1,2,0,206071,ScanIntersect,6069.03,0.00,5829.90,0.00,0.00,17.78
e9_t0_audit,1,2,0,206085,GetLive,5951.88,0.00,5885.49,5895.35,3.82,0.00
e9_t0_audit,1,2,0,206086,ScanIntersect,6040.53,0.00,5794.91,0.00,0.00,17.55
e9_t0_audit,1,2,0,206089,ScanIntersect,6124.38,0.00,5892.52,0.00,0.00,17.09
e9_t0_audit,1,2,0,206093,GetLive,6118.18,0.00,6056.54,6066.24,3.59,0.00
e9_t0_audit,1,2,0,206094,GetDeleted,5750.06,5726.72,0.00,5733.97,1.97,0.00
e9_t0_audit,1,2,0,206107,GetDeleted,5709.68,5690.51,0.00,5697.78,2.07,0.00
e9_t0_audit,1,2,0,206125,ScanIntersect,6139.80,0.00,5896.70,0.00,0.00,16.39
e9_t0_audit,1,2,0,206132,ScanIntersect,5859.55,5679.15,0.00,0.00,0.00,10.52
e9_t0_audit,1,2,0,206138,GetLive,6101.90,0.00,6038.27,6048.28,3.61,0.00
e9_t0_audit,1,2,0,206150,GetLive,5889.08,0.00,5825.16,5834.97,3.57,0.00
e9_t0_audit,1,2,0,206175,ScanIntersect,6016.42,0.00,5795.94,0.00,0.00,17.13
e9_t0_audit,1,2,0,206179,ScanIntersect,6229.75,0.00,5997.72,0.00,0.00,17.46
e9_t0_audit,1,2,0,206180,ScanIntersect,6399.06,0.00,6171.99,0.00,0.00,15.78
e9_t0_audit,1,2,0,206181,GetLive,6029.21,0.00,5964.09,5971.01,3.04,0.00
e9_t0_audit,1,2,0,206182,GetLive,5997.39,0.00,5925.75,5936.41,3.81,0.00
e9_t0_audit,1,2,0,206183,GetLive,5756.86,0.00,5719.00,5730.48,2.92,0.00
e9_t0_audit,1,2,0,206194,GetLive,6135.25,0.00,6102.60,6112.84,3.52,0.00
e9_t0_audit,1,2,0,206202,GetLive,6115.82,0.00,6049.28,6059.39,3.01,0.00
e9_t0_audit,1,2,0,206208,GetDeleted,5968.03,0.00,5932.01,5942.03,3.87,0.00
e9_t0_audit,1,2,0,206209,GetDeleted,6158.56,0.00,6121.20,6132.18,4.05,0.00
e9_t0_audit,1,2,0,206227,GetLive,5923.11,0.00,5889.44,5899.26,3.23,0.00
e9_t0_audit,1,2,0,206237,GetLive,5953.75,0.00,5887.77,5897.87,3.49,0.00
e9_t0_audit,1,2,0,206254,GetLive,5941.64,0.00,5876.07,5886.14,3.35,0.00
e9_t0_audit,1,2,0,206266,GetLive,5983.53,0.00,5919.27,5928.92,3.46,0.00
e9_t0_audit,1,2,0,206272,ScanIntersect,5885.17,5707.52,0.00,0.00,0.00,9.87
e9_t0_audit,1,2,0,206275,ScanIntersect,6347.28,0.00,6082.31,0.00,0.00,16.42
e9_t0_audit,1,2,0,206277,GetDeleted,5888.93,0.00,5852.30,5863.43,3.23,0.00
e9_t0_audit,1,2,0,206286,GetLive,7298.95,0.00,7239.93,7246.17,3.98,0.00
e9_t0_audit,1,2,0,206303,GetDeleted,5989.61,0.00,5953.47,5963.83,4.41,0.00
e9_t0_audit,1,2,0,206304,GetDeleted,5903.97,0.00,5865.45,5876.75,3.84,0.00
e9_t0_audit,1,2,0,206314,GetDeleted,6043.32,0.00,6008.93,6019.06,3.15,0.00
e9_t0_audit,1,2,0,206326,GetDeleted,5884.76,0.00,5850.30,5860.35,3.51,0.00
e9_t0_audit,1,2,0,206334,GetDeleted,6121.09,0.00,6090.59,6096.45,3.42,0.00
e9_t0_audit,1,2,0,206344,GetLive,5856.16,0.00,5822.41,5832.44,4.22,0.00
e9_t0_audit,1,2,0,206351,GetLive,5946.55,0.00,5878.56,5888.50,2.85,0.00
e9_t0_audit,1,2,0,206353,GetLive,5981.61,0.00,5909.82,5922.59,3.96,0.00
e9_t0_audit,1,2,0,206364,GetLive,6036.40,0.00,5950.55,5960.49,3.98,0.00
e9_t0_audit,1,2,0,206374,GetLive,6200.10,0.00,6140.76,6146.59,3.68,0.00
e9_t0_audit,1,2,0,206375,GetDeleted,6373.96,0.00,6334.98,6345.98,3.87,0.00
e9_t0_audit,1,2,0,206386,GetLive,5934.81,0.00,5869.44,5879.65,3.82,0.00
e9_t0_audit,1,2,0,206391,GetLive,5749.05,5708.68,0.00,5715.34,2.10,0.00
e9_t0_audit,1,2,0,206405,GetLive,6070.87,0.00,6010.22,6020.08,3.43,0.00
e9_t0_audit,1,2,0,206406,ScanIntersect,5911.53,5692.98,0.00,0.00,0.00,13.81
e9_t0_audit,1,2,0,206418,GetLive,5713.14,5694.28,0.00,5701.39,1.76,0.00
e9_t0_audit,1,2,0,206419,GetLive,553.39,0.00,537.47,542.50,2.06,0.00
e9_t0_audit,1,2,0,206425,GetLive,5940.56,0.00,5876.15,5885.48,3.77,0.00
e9_t0_audit,1,2,0,206433,ScanIntersect,6160.94,0.00,5937.98,0.00,0.00,17.34
e9_t0_audit,1,2,0,206443,ScanIntersect,6055.29,0.00,5824.52,0.00,0.00,18.05
e9_t0_audit,1,2,0,206445,GetLive,6213.26,0.00,6147.77,6158.65,3.80,0.00
e9_t0_audit,1,2,0,206467,GetLive,18095.04,0.00,17920.01,17940.81,3.69,0.00
e9_t0_audit,1,2,0,206474,GetLive,7112.29,0.00,7057.08,7067.54,3.79,0.00
e9_t0_audit,1,2,0,206477,GetLive,6983.09,0.00,6925.58,6935.80,3.48,0.00
e9_t0_audit,1,2,0,206485,ScanIntersect,6027.68,5736.20,0.00,0.00,0.00,13.38
e9_t0_audit,1,2,0,206502,GetLive,6076.49,0.00,5970.55,5980.87,2.90,0.00
e9_t0_audit,1,2,0,206505,GetLive,5770.58,5738.51,0.00,5745.28,1.57,0.00
e9_t0_audit,1,2,0,206514,GetLive,5797.05,5729.95,0.00,5736.68,2.47,0.00
e9_t0_audit,1,2,0,206522,GetLive,5717.48,5698.12,0.00,5704.27,1.64,0.00
e9_t0_audit,1,2,0,206523,GetLive,398.63,0.00,344.72,349.86,2.20,0.00
e9_t0_audit,1,2,0,206525,GetLive,7300.41,0.00,7217.03,7226.81,3.69,0.00
e9_t0_audit,1,2,0,206526,ScanIntersect,6180.52,0.00,5837.53,0.00,0.00,17.81
e9_t0_audit,1,2,0,206529,ScanIntersect,6142.25,0.00,5879.50,0.00,0.00,17.27
e9_t0_audit,1,2,0,206530,GetDeleted,6037.59,0.00,5998.22,6005.43,3.35,0.00
e9_t0_audit,1,2,0,206534,GetDeleted,5891.61,0.00,5846.90,5856.61,3.54,0.00
e9_t0_audit,1,2,0,206539,GetLive,5880.85,0.00,5782.84,5792.87,3.88,0.00
e9_t0_audit,1,2,0,206541,GetLive,6134.97,0.00,6051.44,6061.64,4.25,0.00
e9_t0_audit,1,2,0,206547,GetLive,5967.83,0.00,5869.68,5875.82,3.42,0.00
e9_t0_audit,1,2,0,206553,ScanIntersect,6062.61,0.00,5786.94,0.00,0.00,17.12
e9_t0_audit,1,2,0,206561,GetDeleted,5998.49,0.00,5951.84,5961.66,3.50,0.00
e9_t0_audit,1,2,0,206566,ScanIntersect,6174.03,0.00,5934.76,0.00,0.00,16.71
e9_t0_audit,1,2,0,206573,ScanIntersect,6088.77,0.00,5823.00,0.00,0.00,16.84
e9_t0_audit,1,2,0,206584,GetLive,5954.91,0.00,5873.71,5883.81,4.19,0.00
e9_t0_audit,1,2,0,206588,ScanIntersect,5999.16,5741.11,0.00,0.00,0.00,13.97
e9_t0_audit,1,2,0,206625,GetLive,6215.31,0.00,6135.41,6145.57,3.95,0.00
e9_t0_audit,1,2,0,206628,GetLive,5799.80,5741.83,0.00,5749.40,2.80,0.00
e9_t0_audit,1,2,0,206640,GetLive,5788.89,5743.03,0.00,5748.95,2.04,0.00
e9_t0_audit,1,2,0,206642,GetLive,5775.66,5720.03,0.00,5725.56,1.98,0.00
e9_t0_audit,1,2,0,206643,GetLive,608.97,0.00,565.91,571.04,2.17,0.00
e9_t0_audit,1,2,0,206650,ScanIntersect,6265.05,0.00,6005.35,0.00,0.00,16.76
e9_t0_audit,1,2,0,206654,ScanIntersect,6200.72,0.00,5959.11,0.00,0.00,17.13
e9_t0_audit,1,2,0,206668,GetDeleted,6127.65,0.00,6081.47,6091.43,3.80,0.00
e9_t0_audit,1,2,0,206673,GetLive,5767.42,5719.30,0.00,5724.78,1.89,0.00
e9_t0_audit,1,2,0,206675,ScanIntersect,505.17,0.00,217.61,0.00,0.00,11.83
e9_t0_audit,1,2,0,206691,ScanIntersect,5920.96,5714.79,0.00,0.00,0.00,10.27
e9_t0_audit,1,2,0,206697,ScanIntersect,6124.41,0.00,5873.16,0.00,0.00,16.85
e9_t0_audit,1,2,0,206698,GetDeleted,5913.14,0.00,5873.36,5884.27,3.51,0.00
e9_t0_audit,1,2,0,206703,GetLive,6115.74,0.00,6048.79,6059.17,3.39,0.00
e9_t0_audit,1,2,0,206709,GetDeleted,5889.83,0.00,5854.14,5864.46,4.21,0.00
e9_t0_audit,1,2,0,206725,GetDeleted,5924.40,0.00,5889.41,5899.73,3.06,0.00
e9_t0_audit,1,2,0,206728,GetLive,5932.54,0.00,5857.07,5863.25,3.58,0.00
e9_t0_audit,1,2,0,206735,GetDeleted,5974.15,0.00,5936.68,5947.08,3.97,0.00
e9_t0_audit,1,2,0,206743,GetDeleted,6013.12,0.00,5978.08,5988.15,3.71,0.00
e9_t0_audit,1,2,0,206753,ScanIntersect,6315.59,0.00,6069.97,0.00,0.00,17.92
e9_t0_audit,1,2,0,206758,GetLive,6073.48,0.00,6006.84,6016.80,3.84,0.00
e9_t0_audit,1,2,0,206762,GetDeleted,5894.61,0.00,5856.10,5866.24,3.73,0.00
e9_t0_audit,1,2,0,206765,GetLive,5975.30,0.00,5906.24,5916.28,3.33,0.00
e9_t0_audit,1,2,0,206769,GetDeleted,5937.60,0.00,5903.13,5912.86,3.76,0.00
e9_t0_audit,1,2,0,206774,GetLive,6192.93,0.00,6124.81,6134.80,3.89,0.00
e9_t0_audit,1,2,0,206797,ScanIntersect,6108.29,0.00,5879.47,0.00,0.00,18.11
e9_t0_audit,1,2,0,206798,GetLive,5924.48,0.00,5851.81,5863.15,4.37,0.00
e9_t0_audit,1,2,0,206799,GetLive,5822.95,5779.97,0.00,5786.94,1.98,0.00
e9_t0_audit,1,2,0,206802,GetLive,5797.43,5756.67,0.00,5762.53,1.78,0.00
e9_t0_audit,1,2,0,206810,GetLive,5895.24,0.00,5858.88,5868.50,3.56,0.00
e9_t0_audit,1,2,0,206813,GetDeleted,5955.08,0.00,5917.25,5928.12,3.41,0.00
e9_t0_audit,1,2,0,206820,GetDeleted,6164.44,0.00,6125.97,6136.12,3.65,0.00
e9_t0_audit,1,2,0,206822,GetDeleted,7492.73,0.00,7457.16,7466.90,3.23,0.00
e9_t0_audit,1,2,0,206825,GetDeleted,5841.18,5817.04,0.00,5823.78,1.80,0.00
e9_t0_audit,1,2,0,206837,GetDeleted,5758.81,5740.93,0.00,5747.13,1.50,0.00
e9_t0_audit,1,2,0,206842,ScanIntersect,5920.68,5736.00,0.00,0.00,0.00,8.71
e9_t0_audit,1,2,0,206847,GetLive,6049.44,0.00,6016.73,6026.33,3.54,0.00
e9_t0_audit,1,2,0,206849,GetLive,5909.23,0.00,5870.94,5881.69,3.82,0.00
e9_t0_audit,1,2,0,206851,GetDeleted,5833.13,0.00,5794.89,5805.85,3.56,0.00
e9_t0_audit,1,2,0,206872,GetLive,6064.17,0.00,5996.13,6006.04,3.45,0.00
e9_t0_audit,1,2,0,206884,GetLive,6142.22,0.00,6076.80,6087.11,3.55,0.00
e9_t0_audit,1,2,0,206885,GetLive,5900.94,5857.49,0.00,5865.02,2.04,0.00
e9_t0_audit,1,2,0,206893,GetLive,6058.97,0.00,5991.36,6000.82,3.87,0.00
e9_t0_audit,1,2,0,206906,GetLive,6042.21,0.00,5976.82,5986.57,3.45,0.00
e9_t0_audit,1,2,0,206918,GetLive,5981.09,0.00,5947.90,5957.95,4.13,0.00
e9_t0_audit,1,2,0,206920,GetDeleted,5875.65,0.00,5838.40,5848.08,3.88,0.00
e9_t0_audit,1,2,0,206930,ScanIntersect,6326.12,0.00,6083.15,0.00,0.00,17.86
e9_t0_audit,1,2,0,206931,GetLive,6053.49,0.00,5987.32,5994.80,3.10,0.00
e9_t0_audit,1,2,0,206944,GetLive,5977.98,0.00,5895.33,5905.88,3.70,0.00
e9_t0_audit,1,2,0,206946,GetDeleted,6062.85,0.00,6024.11,6034.10,3.38,0.00
e9_t0_audit,1,2,0,206956,ScanIntersect,6405.70,0.00,6170.59,0.00,0.00,16.30
e9_t0_audit,1,2,0,206957,GetLive,6192.41,0.00,6119.00,6130.02,3.79,0.00
e9_t0_audit,1,2,0,206958,GetLive,5945.69,0.00,5877.61,5888.64,3.06,0.00
e9_t0_audit,1,2,0,206965,GetLive,6216.43,0.00,6134.97,6144.70,3.49,0.00
e9_t0_audit,1,2,0,206989,GetDeleted,5955.68,0.00,5921.27,5931.19,3.15,0.00
e9_t0_audit,1,2,0,206991,GetLive,5886.16,0.00,5847.47,5858.45,3.56,0.00
e9_t0_audit,1,2,0,206994,ScanIntersect,6082.39,0.00,5852.73,0.00,0.00,17.68
e9_t0_audit,1,2,0,206997,ScanIntersect,6236.37,0.00,5999.60,0.00,0.00,17.09
e9_t0_audit,1,2,0,206998,GetLive,5845.06,0.00,5773.68,5781.81,3.38,0.00
e9_t0_audit,1,2,0,207003,GetLive,6095.35,0.00,6005.60,6015.80,4.24,0.00
e9_t0_audit,1,2,0,207007,GetLive,6105.87,0.00,6072.06,6081.94,2.97,0.00
e9_t0_audit,1,2,0,207018,ScanIntersect,6346.06,0.00,6117.57,0.00,0.00,17.02
e9_t0_audit,1,2,0,207019,GetLive,5978.97,0.00,5940.40,5951.51,3.01,0.00
e9_t0_audit,1,2,0,207048,GetDeleted,6230.46,0.00,6198.80,6204.84,3.67,0.00
e9_t0_audit,1,2,0,207050,GetDeleted,5985.97,0.00,5947.04,5958.20,3.35,0.00
e9_t0_audit,1,2,0,207062,GetLive,5946.25,0.00,5912.27,5922.17,3.60,0.00
e9_t0_audit,1,2,0,207078,GetLive,6262.86,0.00,6200.74,6207.05,3.62,0.00
e9_t0_audit,1,2,0,207082,GetLive,6099.57,0.00,6038.78,6045.16,2.98,0.00
e9_t0_audit,1,2,0,207083,GetLive,6121.89,0.00,6039.51,6050.30,4.07,0.00
e9_t0_audit,1,2,0,207096,GetDeleted,5857.84,5833.83,0.00,5841.35,1.84,0.00
e9_t0_audit,1,2,0,207120,GetDeleted,5802.94,5785.71,0.00,5792.25,1.63,0.00
e9_t0_audit,1,2,0,207136,GetLive,6140.50,0.00,6044.80,6054.81,3.51,0.00
e9_t0_audit,1,2,0,207143,GetLive,6273.30,0.00,6207.60,6217.59,4.09,0.00
e9_t0_audit,1,2,0,207157,ScanIntersect,5956.42,5771.90,0.00,0.00,0.00,10.82
e9_t0_audit,1,2,0,207158,GetDeleted,197.13,0.00,173.96,179.38,2.78,0.00
e9_t0_audit,1,2,0,207162,GetLive,6123.07,0.00,6059.34,6068.89,3.52,0.00
e9_t0_audit,1,2,0,207167,ScanIntersect,6222.00,0.00,5975.40,0.00,0.00,17.04
e9_t0_audit,1,2,0,207170,GetLive,6187.06,0.00,6118.15,6128.17,3.34,0.00
e9_t0_audit,1,2,0,207180,GetDeleted,5966.03,0.00,5930.87,5940.81,3.21,0.00
e9_t0_audit,1,2,0,207192,GetLive,6001.14,0.00,5932.12,5942.26,3.99,0.00
e9_t0_audit,1,2,0,207198,GetLive,5997.29,0.00,5929.76,5939.30,3.80,0.00
e9_t0_audit,1,2,0,207211,GetDeleted,5840.35,5822.47,0.00,5829.09,2.09,0.00
e9_t0_audit,1,2,0,207239,ScanIntersect,6301.44,0.00,6058.28,0.00,0.00,17.18
e9_t0_audit,1,2,0,207245,GetLive,6012.24,0.00,5974.87,5984.70,3.77,0.00
e9_t0_audit,1,2,0,207246,ScanIntersect,6176.64,0.00,5916.85,0.00,0.00,17.05
e9_t0_audit,1,2,0,207268,GetLive,5862.67,5824.04,0.00,5832.00,1.88,0.00
e9_t0_audit,1,2,0,207287,GetDeleted,6135.84,0.00,6100.33,6110.29,4.25,0.00
e9_t0_audit,1,2,0,207289,ScanIntersect,6056.88,0.00,5826.49,0.00,0.00,17.05
e9_t0_audit,1,2,0,207298,GetLive,5965.74,0.00,5900.08,5909.79,3.59,0.00
e9_t0_audit,1,2,0,207304,ScanIntersect,6182.80,0.00,5957.97,0.00,0.00,15.62
e9_t0_audit,1,2,0,207305,GetLive,6122.37,0.00,6035.73,6046.61,4.57,0.00
e9_t0_audit,1,2,0,207306,GetLive,6082.08,0.00,6011.15,6022.05,3.62,0.00
e9_t0_audit,1,2,0,207313,GetLive,5910.69,0.00,5844.12,5854.30,3.78,0.00
e9_t0_audit,1,2,0,207322,ScanIntersect,6438.68,0.00,6183.78,0.00,0.00,16.34
e9_t0_audit,1,2,0,207323,GetDeleted,5826.08,5792.58,0.00,5800.45,2.88,0.00
e9_t0_audit,1,2,0,207324,GetDeleted,199.45,0.00,183.33,188.13,2.49,0.00
e9_t0_audit,1,2,0,207328,ScanIntersect,6346.64,0.00,6092.88,0.00,0.00,17.92
e9_t0_audit,1,2,0,207333,GetLive,6226.15,0.00,6143.93,6153.63,4.01,0.00
e9_t0_audit,1,2,0,207335,GetLive,6150.72,0.00,6082.40,6092.87,3.69,0.00
e9_t0_audit,1,2,0,207344,GetDeleted,6113.81,0.00,6082.72,6089.08,3.45,0.00
e9_t0_audit,1,2,0,207352,ScanIntersect,6422.77,0.00,6192.71,0.00,0.00,16.26
e9_t0_audit,1,2,0,207358,GetLive,6155.95,0.00,6088.03,6098.06,4.25,0.00
e9_t0_audit,1,2,0,207359,GetLive,9615.78,0.00,9526.53,9537.40,3.21,0.00
e9_t0_audit,1,2,0,207365,ScanIntersect,6443.56,0.00,6216.39,0.00,0.00,16.97
e9_t0_audit,1,2,0,207366,ScanIntersect,6252.43,0.00,5995.03,0.00,0.00,16.28
e9_t0_audit,1,2,0,207367,ScanIntersect,6210.53,0.00,5980.42,0.00,0.00,15.77
e9_t0_audit,1,2,0,207369,GetLive,6136.11,0.00,6064.72,6074.67,3.57,0.00
e9_t0_audit,1,2,0,207372,ScanIntersect,6175.62,0.00,5937.65,0.00,0.00,16.20
e9_t0_audit,1,2,0,207373,GetLive,6024.76,0.00,5963.44,5970.71,4.04,0.00
e9_t0_audit,1,2,0,207376,ScanIntersect,6273.32,0.00,6049.67,0.00,0.00,16.37
e9_t0_audit,1,2,0,207384,ScanIntersect,6019.79,5827.49,0.00,0.00,0.00,9.73
e9_t0_audit,1,2,0,207393,GetLive,5841.27,5822.63,0.00,5829.48,1.58,0.00
e9_t0_audit,1,2,0,207402,GetDeleted,5973.82,0.00,5938.62,5948.38,3.85,0.00
e9_t0_audit,1,2,0,207410,GetLive,6236.32,0.00,6170.28,6180.40,4.41,0.00
e9_t0_audit,1,2,0,207411,GetDeleted,6007.73,0.00,5967.21,5978.64,3.70,0.00
e9_t0_audit,1,2,0,207425,ScanIntersect,6450.21,0.00,6207.37,0.00,0.00,16.88
e9_t0_audit,1,2,0,207428,ScanIntersect,6390.48,0.00,6168.98,0.00,0.00,16.22
e9_t0_audit,1,2,0,207435,GetLive,6327.15,0.00,6248.62,6258.30,3.40,0.00
e9_t0_audit,1,2,0,207437,GetDeleted,5902.74,0.00,5864.25,5875.46,3.61,0.00
e9_t0_audit,1,2,0,207441,ScanIntersect,6194.66,0.00,5930.61,0.00,0.00,21.13
e9_t0_audit,1,2,0,207443,ScanIntersect,6042.01,5859.18,0.00,0.00,0.00,11.27
e9_t0_audit,1,2,0,207449,GetLive,6098.56,0.00,6065.85,6075.36,3.98,0.00
e9_t0_audit,1,2,0,207450,ScanIntersect,362.80,0.00,118.42,0.00,0.00,12.76
e9_t0_audit,1,2,0,207455,GetLive,5868.06,5850.10,0.00,5856.36,1.57,0.00
e9_t0_audit,1,2,0,207479,GetDeleted,6089.62,0.00,6054.05,6063.82,3.40,0.00
e9_t0_audit,1,2,0,207482,GetLive,6253.24,0.00,6179.42,6189.58,3.77,0.00
e9_t0_audit,1,2,0,207487,ScanIntersect,6563.08,0.00,6264.16,0.00,0.00,17.50
e9_t0_audit,1,2,0,207488,GetLive,5957.57,0.00,5855.02,5866.11,3.80,0.00
e9_t0_audit,1,2,0,207492,GetLive,6032.12,0.00,5963.73,5973.98,3.93,0.00
e9_t0_audit,1,2,0,207503,GetDeleted,5863.21,5842.48,0.00,5849.19,1.47,0.00
e9_t0_audit,1,2,0,207504,ScanIntersect,566.08,0.00,377.65,0.00,0.00,11.57
