exp_id,rep,total_ops,total_reads,materialized_reads,overall_materialization_rate_per_1k,lock_contended_reads,materialization_or_lock_affected_reads,overall_read_latency_ms,total_materialization_ms,total_lock_wait_ms,overall_materialization_and_lock_ratio,total_cache_invalidations,phase_a_materialization_ms,phase_b_materialization_ms,phase_c_materialization_ms,phase_a_materialization_or_lock_affected_reads,phase_b_materialization_or_lock_affected_reads,phase_c_materialization_or_lock_affected_reads,phase_a_invalidations,phase_b_invalidations,phase_c_invalidations,verification_status
e9_t0_audit,1,300000,190000,9091,47.8474,34850,43941,135971.6961,27860.4187,98607.4281,0.930104,10000,162.1662,13011.9817,14686.2708,7928,20013,16000,1200,6000,2800,PASS
