exp_id,rep,phase,worker_id,op_class,op_count,total_latency_ms,p50_us,p95_us,p99_us,materialized_ops,materialization_rate_per_1k,lock_contended_ops,affected_reads_count,affected_p50_us,affected_p95_us,affected_p99_us,view_materialization_ms,lock_wait_ms,materialization_and_lock_ratio,active_mem_prep_ms,active_mem_lookup_ms,imm_mem_prep_ms,imm_mem_lookup_ms,active_mem_iter_construct_ms,imm_mem_iter_construct_ms,sst_iter_construct_ms,reseek_count,boundary_advance_count,child_next_count,covered_skip_count,cache_invalidation_count
e9_t0_audit,1,0,0,GetLive,7314,127.0531,5.47,105.09,209.56,81,11.0747,597,678,112.68,243.10,294.05,9.1779,68.6670,0.612696,80.3589,1.9670,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,0,GetDeleted,186,3.7555,2.06,177.40,295.84,1,5.3763,18,19,177.40,310.53,310.53,0.1528,3.1589,0.881847,3.3761,0.0597,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,0,ScanIntersect,335,21.7901,47.66,207.29,318.73,5,14.9254,29,34,206.41,347.58,364.40,0.5614,4.9054,0.250881,0.0000,0.0000,0.0000,0.0000,5.6941,0.0150,0.5648,661,640,73,73,0
e9_t0_audit,1,0,0,ScanNonIntersect,2165,137.0059,49.31,144.02,257.66,22,10.1617,184,206,148.36,275.92,302.18,2.7969,19.7305,0.164426,0.0000,0.0000,0.0000,0.0000,24.0454,0.0949,3.8323,4,6,1,1,0
e9_t0_audit,1,0,0,Put,2350,23.9792,7.73,27.53,40.81,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,0,DeleteRange,150,4.6879,28.91,48.12,92.82,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,150
e9_t0_audit,1,0,1,GetLive,7323,138.6740,5.70,113.43,236.28,201,27.4478,523,724,114.33,278.95,337.41,23.7654,64.7207,0.638087,90.7073,2.0514,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,1,GetDeleted,177,4.8030,2.20,203.19,372.21,5,28.2486,19,24,149.26,372.21,394.98,0.6715,3.6795,0.905873,4.4152,0.0613,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,1,ScanIntersect,314,21.5088,50.03,199.41,286.83,10,31.8471,29,39,193.69,355.03,464.35,1.4559,4.1366,0.260006,0.0000,0.0000,0.0000,0.0000,5.8330,0.0139,0.5747,601,602,72,72,0
e9_t0_audit,1,0,1,ScanNonIntersect,2186,145.5576,52.16,151.45,264.63,59,26.9899,146,205,154.13,313.94,379.96,6.4901,18.1023,0.168953,0.0000,0.0000,0.0000,0.0000,26.1224,0.0978,3.9707,10,10,1,1,0
e9_t0_audit,1,0,1,Put,2350,24.9248,8.03,29.00,43.52,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,1,DeleteRange,150,4.9100,29.94,52.70,80.65,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,150
e9_t0_audit,1,0,2,GetLive,7301,157.4116,6.68,123.47,273.76,88,12.0531,661,749,120.59,346.11,415.61,15.3373,85.0649,0.637832,102.9155,2.3730,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,2,GetDeleted,199,5.0810,2.95,214.32,361.98,3,15.0754,18,21,202.08,361.98,384.36,0.7389,3.6544,0.864661,4.4751,0.0985,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,2,ScanIntersect,315,25.3897,59.24,253.64,382.27,5,15.8730,29,34,235.99,411.10,503.62,1.2063,5.0210,0.245271,0.0000,0.0000,0.0000,0.0000,6.4773,0.0176,0.6631,627,611,68,68,0
e9_t0_audit,1,0,2,ScanNonIntersect,2185,158.8748,59.39,149.71,296.02,18,8.2380,196,214,149.90,357.62,457.09,1.6741,23.6745,0.159551,0.0000,0.0000,0.0000,0.0000,26.9988,0.1127,4.3437,7,7,1,1,0
e9_t0_audit,1,0,2,Put,2350,27.3389,9.03,29.23,43.20,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,2,DeleteRange,150,5.1934,31.97,49.82,79.00,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,150
e9_t0_audit,1,0,3,GetLive,7308,142.4424,5.88,117.85,240.32,81,11.0837,635,716,118.92,292.27,350.33,10.4359,81.0612,0.642344,93.8422,2.1999,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,3,GetDeleted,192,2.1681,2.17,115.02,207.29,2,10.4167,10,12,131.99,242.51,242.51,0.2371,1.4351,0.771275,1.7218,0.0675,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,3,ScanIntersect,360,25.1862,52.48,202.45,317.19,4,11.1111,36,40,196.76,331.33,411.60,0.4036,5.1997,0.222477,0.0000,0.0000,0.0000,0.0000,5.8761,0.0174,0.7216,748,717,88,88,0
e9_t0_audit,1,0,3,ScanNonIntersect,2140,144.8585,54.13,147.64,313.37,33,15.4206,176,209,151.54,369.51,439.44,5.1514,19.6781,0.171405,0.0000,0.0000,0.0000,0.0000,26.3383,0.1008,4.1050,6,4,0,0,0
e9_t0_audit,1,0,3,Put,2350,25.6051,8.23,29.12,42.79,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,3,DeleteRange,150,4.9893,29.78,58.14,73.24,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,150
e9_t0_audit,1,0,4,GetLive,7325,140.9038,5.90,113.64,237.86,149,20.3413,561,710,115.58,297.45,373.11,17.4875,71.1904,0.629351,91.4585,2.0805,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,4,GetDeleted,175,2.9891,2.44,166.46,246.22,5,28.5714,11,16,166.46,288.93,288.93,0.9367,1.5873,0.844392,2.5868,0.0621,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,4,ScanIntersect,297,22.7534,53.25,225.78,416.87,6,20.2020,33,39,205.54,421.70,484.17,0.8551,5.6467,0.285750,0.0000,0.0000,0.0000,0.0000,6.7514,0.0220,0.5939,617,558,48,48,0
e9_t0_audit,1,0,4,ScanNonIntersect,2203,152.2419,53.09,161.89,303.46,39,17.7031,182,221,157.44,349.06,426.32,4.9611,23.3017,0.185644,0.0000,0.0000,0.0000,0.0000,29.9794,0.1066,4.2813,4,6,2,2,0
e9_t0_audit,1,0,4,Put,2350,24.3938,8.04,27.73,39.47,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0
e9_t0_audit,1,0,4,DeleteRange,150,5.0630,30.46,55.96,67.81,0,0.0000,0,0,0.00,0.00,0.00,0.0000,0.0000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,150
