monotonic_timestamp_us,phase,foreground_ops_completed,delete_ranges_issued,event_type,open_delta_size,sealed_run_count,hard_run_limit,input_run_ids,output_run_id,input_levels,output_level,input_chunks,output_chunk_count,input_tombstones,output_tombstone_count,merge_queue_wait_us,merge_wall_time_us,merge_cpu_time_us,pre_publish_hist,post_publish_hist,fallback_details
2973365854749,PHASE_B,100322,62,SEAL,0,1,32,"","1","","0","","1","","64",0,0,0,"{}","{L0:1}",""
2973365857374,PHASE_B,100635,126,SEAL,0,2,32,"","2","","0","","1","","64",0,0,0,"{L0:1}","{L0:2}",""
2973365857391,PHASE_B,100635,126,MERGE_SUBMIT,0,2,32,"","","","","","","","",0,0,0,"{L0:2}","{L0:2}",""
2973365857496,PHASE_B,100651,130,MERGE_START,0,2,32,"[1,2]","","[0,0]","","[1,1]","","[64,64]","",87,0,0,"{L0:2}","{L0:2}",""
2973365857837,PHASE_B,100691,136,MERGE_DONE,0,0,0,"","3","","1","","2","","128",87,358,357,"","",""
2973365857868,PHASE_B,100691,136,MERGE_PUBLISH,0,1,32,"","3","","1","","2","","128",87,388,386,"{L0:2}","{L1:1}",""
2973365860266,PHASE_B,100962,191,SEAL,0,2,32,"","4","","0","","1","","64",0,0,0,"{L1:1}","{L0:1, L1:1}",""
2973365863119,PHASE_B,101275,255,SEAL,0,3,32,"","5","","0","","1","","64",0,0,0,"{L0:1, L1:1}","{L0:2, L1:1}",""
2973365863137,PHASE_B,101275,255,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2973365863151,PHASE_B,101276,255,MERGE_START,0,3,32,"[4,5]","","[0,0]","","[1,1]","","[64,64]","",12,0,0,"{L0:2, L1:1}","{L0:2, L1:1}",""
2973365863268,PHASE_B,101298,259,MERGE_DONE,0,0,0,"","6","","1","","2","","128",12,122,121,"","",""
2973365863272,PHASE_B,101299,259,MERGE_PUBLISH,0,2,32,"","6","","1","","2","","128",12,125,124,"{L0:2, L1:1}","{L1:2}",""
2973365863276,PHASE_B,101299,259,MERGE_SUBMIT,3,2,32,"","","","","","","","",0,0,0,"{L1:2}","{L1:2}",""
2973365863293,PHASE_B,101302,259,MERGE_START,0,2,32,"[3,6]","","[1,1]","","[2,2]","","[128,128]","",17,0,0,"{L1:2}","{L1:2}",""
2973365863514,PHASE_B,101335,264,MERGE_DONE,0,0,0,"","7","","2","","4","","256",17,221,221,"","",""
2973365863518,PHASE_B,101335,264,MERGE_PUBLISH,0,1,32,"","7","","2","","4","","256",17,225,224,"{L1:2}","{L2:1}",""
2973365865973,PHASE_B,101600,319,SEAL,0,2,32,"","8","","0","","1","","64",0,0,0,"{L2:1}","{L0:1, L2:1}",""
2973365868723,PHASE_B,101916,382,SEAL,0,3,32,"","9","","0","","1","","64",0,0,0,"{L0:1, L2:1}","{L0:2, L2:1}",""
2973365868737,PHASE_B,101916,382,MERGE_SUBMIT,0,3,32,"","","","","","","","",0,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2973365868822,PHASE_B,101927,386,MERGE_START,0,3,32,"[8,9]","","[0,0]","","[1,1]","","[64,64]","",80,0,0,"{L0:2, L2:1}","{L0:2, L2:1}",""
2973365868918,PHASE_B,101941,387,MERGE_DONE,0,0,0,"","10","","1","","2","","128",80,102,102,"","",""
2973365868940,PHASE_B,101941,387,MERGE_PUBLISH,0,2,32,"","10","","1","","2","","128",80,114,109,"{L0:2, L2:1}","{L1:1, L2:1}",""
2973365871498,PHASE_B,102241,447,SEAL,0,3,32,"","11","","0","","1","","64",0,0,0,"{L1:1, L2:1}","{L0:1, L1:1, L2:1}",""
2973365874276,PHASE_B,102561,511,SEAL,0,4,32,"","12","","0","","1","","64",0,0,0,"{L0:1, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2973365874287,PHASE_B,102561,511,MERGE_SUBMIT,0,4,32,"","","","","","","","",0,0,0,"{L0:2, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2973365874402,PHASE_B,102573,513,MERGE_START,0,4,32,"[11,12]","","[0,0]","","[1,1]","","[64,64]","",93,0,0,"{L0:2, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2973365874583,PHASE_B,102573,513,MERGE_DONE,0,0,0,"","13","","1","","2","","128",93,202,201,"","",""
2973365874586,PHASE_B,102573,513,MERGE_DISCARD,0,4,32,"","","","","","","","",93,206,0,"{L0:2, L1:1, L2:1}","{L0:2, L1:1, L2:1}",""
2973365877410,PHASE_B,102874,574,SEAL,0,1,32,"","1","","0","","1","","64",0,0,0,"{}","{L0:1}",""
2973365880088,PHASE_B,103210,640,SEAL,0,2,32,"","2","","0","","1","","64",0,0,0,"{L0:1}","{L0:2}",""
2973365880101,PHASE_B,103210,640,MERGE_SUBMIT,0,2,32,"","","","","","","","",0,0,0,"{L0:2}","{L0:2}",""
