exp_id,group_name,threshold,phase,elapsed_sec,completed_ops,true_phase_iops,scan_us_per_key,scan_p99_us,scan_intersect_p99_us,scan_non_intersect_p99_us,get_live_p99_us,get_del_p99_us,put_p99_us,scan_limit_truncated_count
smoke_e7_t512,E7-T512,512,"Phase A (Read Sensitive)",0.4585,100000,218118.4377,1.6548,305.4921,305.6773,304.9373,21.5096,21.1349,39.7625,0
smoke_e7_t512,E7-T512,512,"Phase B (Write Burst)",0.5582,100000,179163.2939,2.1483,366.6153,288.9279,371.7604,64.9578,47.6604,64.5654,0
smoke_e7_t512,E7-T512,512,"Phase B-Inject (20% Window)",0.1116,10000,89581.6469,2.0907,350.5394,452.1298,350.5394,116.7092,92.9304,97.2511,0
smoke_e7_t512,E7-T512,512,"Phase B-PostBurst (80% Window)",0.4465,90000,201558.7056,2.1549,373.1145,187.3405,377.6637,28.7879,12.4225,42.9953,0
smoke_e7_t512,E7-T512,512,"Phase C (Read Recovery)",0.6311,100000,158452.3038,3.0119,560.3006,289.1030,560.9800,37.7893,19.4748,51.3483,0
smoke_e7_t2048,E7-T2048,2048,"Phase A (Read Sensitive)",0.4791,100000,208736.3144,1.6839,307.1627,313.9367,306.4191,22.6190,23.3855,41.8134,0
smoke_e7_t2048,E7-T2048,2048,"Phase B (Write Burst)",0.5369,100000,186263.4533,2.0815,350.3271,328.5330,350.5394,124.5269,125.9688,67.4038,0
smoke_e7_t2048,E7-T2048,2048,"Phase B-Inject (20% Window)",0.1074,10000,93131.7266,2.5619,480.0824,410.1047,482.4153,217.5863,136.9553,103.2011,0
smoke_e7_t2048,E7-T2048,2048,"Phase B-PostBurst (80% Window)",0.4295,90000,209546.3849,2.0270,311.6623,178.2595,312.0402,27.7601,14.3584,45.2952,0
smoke_e7_t2048,E7-T2048,2048,"Phase C (Read Recovery)",0.6711,100000,149003.5268,2.5721,462.3810,192.0530,464.0651,35.4813,20.8045,52.1321,0
smoke_e7_clean,E7-CLEAN,0,"Phase A (Read Sensitive)",0.4687,100000,213348.3804,1.7348,304.7526,308.8423,304.5680,21.8114,22.1175,40.9856,0
smoke_e7_clean,E7-CLEAN,0,"Phase B (Write Burst)",0.5786,100000,172816.4593,2.0365,352.4563,351.8162,352.6699,26.1755,27.6091,43.9435,0
smoke_e7_clean,E7-CLEAN,0,"Phase B-Inject (20% Window)",0.1157,10000,86408.2297,1.8187,305.6773,343.8079,294.0499,30.1629,23.2443,47.6316,0
smoke_e7_clean,E7-CLEAN,0,"Phase B-PostBurst (80% Window)",0.4629,90000,194418.5167,2.0607,355.0285,351.8162,355.0285,25.9229,29.0508,43.4668,0
smoke_e7_clean,E7-CLEAN,0,"Phase C (Read Recovery)",0.5812,100000,172067.4519,2.8775,681.0169,589.9150,681.8427,44.6413,63.5947,56.5759,0
