exp_id,group_name,desc,value_size,memtable_max_range_deletions,elapsed_sec,total_ops,overall_iops,put_count,put_p50_us,put_p95_us,put_p99_us,put_mean_us,get_aff_count,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_aff_mean_us,get_del_count,get_del_p50_us,get_del_p95_us,get_del_p99_us,get_del_mean_us,get_ctrl_count,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_ctrl_mean_us,scan_count,scan_ops_sec,scan_keys_sec,scan_avg_keys_returned,scan_p50_us,scan_p95_us,scan_p99_us,scan_mean_us,scan_us_per_key,del_range_count,del_range_p50_us,del_range_p95_us,del_range_p99_us,del_range_mean_us,tombstones_count,union_deleted_keys,union_coverage_ratio_pct,block_cache_hits,block_cache_misses,block_cache_hit_rate,flush_count_total,flush_reason_range_del_count,flush_write_mb,compaction_read_mb,compaction_write_mb,stall_micros,compaction_drop_keys,write_amplification,l0_files_final,l1_files_final,l2_files_final,pending_compact_mb,total_sst_mb,sha256_checksum,sample_verified_ok,sample_verified_notfound,full_scan_ok
e2_val_1024_t000_r01,e2_val_1024_t000,"E2 Value 1024B Default T=0",1024,0,118.18,200000,1692.34,10000,68.576,223.045,391.712,93.983,10649,108.859,17162.2,28480.1,3673.77,97740,141.039,26551.3,41504.7,6485.18,21611,66.64,7210.12,15839.5,1422.81,40000,338.467,8424.22,24.8894,589.84,24989.9,40572.9,5859.5,235.422,20000,124.48,305.509,468.317,146.137,20000,488017,97.6034,631293,231235,73.191,0,0,0,0,0,0,0,0,0,0,0,0,501,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_1024_t000_r02,e2_val_1024_t000,"E2 Value 1024B Default T=0",1024,0,114.091,200000,1752.99,10000,67.295,213.855,355.364,88.425,10648,133.874,16483.6,27321.1,3554.04,97741,194.82,26409.8,41275,6243.15,21611,69.113,6879.82,15012.1,1400.74,40000,350.598,8725.65,24.8879,613.795,24920.7,40430.4,5682.93,228.341,20000,121.461,297.513,456.666,141.428,20000,488017,97.6034,631143,231186,73.1905,0,0,0,0,0,0,0,0,0,0,0,0,501,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_1024_t000_r03,e2_val_1024_t000,"E2 Value 1024B Default T=0",1024,0,115.377,200000,1733.44,10000,67.696,215.773,375.011,87.0674,10647,110.933,17337.3,30205.8,3551.17,97740,104.926,27259.6,41818.4,6341.54,21613,63.998,6966.36,15797.9,1352.27,40000,346.688,8628.84,24.8894,608.677,25918.1,40929.9,5728.31,230.151,20000,121.09,293.708,432.527,138.024,20000,488017,97.6034,631236,231216,73.1909,0,0,0,0,0,0,0,0,0,0,0,0,501,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_1024_t256_r01,e2_val_1024_t256,"E2 Value 1024B Fixed Threshold T=256",1024,256,2.70305,200000,73990.6,10000,55.846,1132.27,3455.06,236.877,10648,33.698,148.351,197.288,50.1823,97738,14.261,135.238,172.023,38.2229,21614,22.362,103.175,168.139,37.511,40000,14798.1,368317,24.8895,156.177,387.97,523.992,180.047,7.23384,20000,95.751,1167.64,3886.37,278.635,20000,488017,97.6034,515966,388957,57.0177,78,78,10,730,443,610060,494672,45.4437,0,0,0,0,12,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_1024_t256_r02,e2_val_1024_t256,"E2 Value 1024B Fixed Threshold T=256",1024,256,2.64624,200000,75578.9,10000,51.113,1202.86,2627.05,214.143,10649,32.036,143.029,196.406,48.4337,97738,14.691,130.484,183.691,36.8382,21613,21.979,98.122,165.501,35.7088,40000,15115.8,376238,24.8905,166.375,395.9,535.361,190.105,7.63767,20000,91.932,1246.08,2674.42,254.164,20000,488017,97.6034,552730,384126,58.9984,78,78,10,705,418,537150,493472,42.8493,0,0,0,0,13,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_1024_t256_r03,e2_val_1024_t256,"E2 Value 1024B Fixed Threshold T=256",1024,256,2.5929,200000,77133.7,10000,51.282,1235.5,3487.01,243.106,10648,30.138,140.27,204.33,44.9537,97739,13.636,130.558,178.144,35.227,21613,19.921,83.056,166.471,32.2292,40000,15426.7,383976,24.8903,144.875,386.645,540.193,171.055,6.87236,20000,89.254,1256.23,3444.81,272.955,20000,488017,97.6034,519819,383296,57.5585,78,78,10,706,412,631960,493979,42.215,0,0,0,0,12,07d295c95a20e159d2a7a5861cca790d8df15b15016131fb8f30d519adee2f9a,235,9765,PASS
e2_val_4096_t000_r01,e2_val_4096_t000,"E2 Value 4096B Default T=0",4096,0,126.044,200000,1586.74,10000,86.994,240.434,403.667,107.003,10649,111.605,18578.4,29736.9,3970.81,97740,65.746,27574.7,41218.7,6875.58,21611,57.688,7864.34,16873.1,1385.7,40000,317.349,7898.6,24.8894,1121.8,25817.9,40744.3,6419.44,257.919,20000,127.07,308.014,449.824,144.347,20000,488017,97.6034,594296,1038337,36.4011,0,0,0,0,0,0,0,0,0,0,0,0,1986,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,PASS
e2_val_4096_t000_r02,e2_val_4096_t000,"E2 Value 4096B Default T=0",4096,0,121.397,200000,1647.49,10000,81.642,218.44,358.115,97.0392,10648,106.735,18473.4,31160.4,3686.18,97741,43.915,27844.6,42124.5,6668.4,21611,56.701,6880.26,17019.5,1289.61,40000,329.498,8200.98,24.8894,1090.08,26310.4,41681.8,6128.04,246.211,20000,121.862,283.388,413.207,134.04,20000,488017,97.6034,594291,1038330,36.401,0,0,0,0,0,0,0,0,0,0,0,0,1986,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,PASS
e2_val_4096_t000_r03,e2_val_4096_t000,"E2 Value 4096B Default T=0",4096,0,113.882,200000,1756.2,10000,82.031,234.412,380.571,99.5711,10647,96.131,16968.2,30341.1,3597.51,97742,30.209,26755.9,41015.9,6165.17,21611,60.55,7208.78,15513.9,1344.41,40000,351.24,8742.15,24.8894,1173.67,24998.7,40113.4,5848.08,234.963,20000,121.775,297.685,442.616,134.094,20000,488017,97.6034,594288,1038330,36.4009,0,0,0,0,0,0,0,0,0,0,0,0,1986,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,PASS
e2_val_4096_t256_r01,e2_val_4096_t256,"E2 Value 4096B Fixed Threshold T=256",4096,256,2.65511,200000,75326.4,10000,36.869,766.177,2218.13,139.824,10647,25.073,80.816,119.312,34.9855,97742,8.167,74.433,125.926,20.7749,21611,22.065,73.946,95.177,29.7766,40000,15065.3,374980,24.8903,192.659,863.301,1078.78,308.63,12.3996,20000,61.889,951.578,2273.79,166.729,20000,488017,97.6034,731367,1605445,31.2976,78,78,39,2438,678,358904,495387,17.3616,0,0,0,0,47,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,PASS
e2_val_4096_t256_r02,e2_val_4096_t256,"E2 Value 4096B Fixed Threshold T=256",4096,256,2.30911,200000,86613.5,10000,33.995,279.173,1277.09,103.453,10647,24.035,73.844,95.593,31.6782,97742,7.209,59.171,80.975,16.7635,21611,22.08,72.125,92.064,29.3709,40000,17322.7,431168,24.8903,161.645,861.071,1019.01,283.13,11.3751,20000,56.398,258.064,1299.5,122.107,20000,488017,97.6034,716642,1604495,30.8746,78,78,39,2437,685,193856,495284,17.536,0,0,0,0,47,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,PASS
e2_val_4096_t256_r03,e2_val_4096_t256,"E2 Value 4096B Fixed Threshold T=256",4096,256,2.47759,200000,80723.5,10000,36.397,415.695,1655.36,117.277,10647,24.894,78.195,103.583,33.466,97741,7.982,68.193,109.815,19.5129,21612,22.439,73.864,95.685,29.9211,40000,16144.7,401845,24.8902,171.111,879.837,1022.75,292.941,11.7693,20000,62.672,440.59,1976.65,144.358,20000,488016,97.6032,710849,1596360,30.8099,78,78,39,2437,682,235870,495247,17.4642,0,0,0,0,47,78bc51929ff69b493aea5d756fd7f32a6f8fc5d9f766889180316ee93fd8633b,235,9765,FAIL
