exp_id,group_name,desc,value_size,memtable_max_range_deletions,elapsed_sec,total_ops,overall_iops,put_count,put_p50_us,put_p95_us,put_p99_us,put_mean_us,get_aff_count,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_aff_mean_us,get_del_count,get_del_p50_us,get_del_p95_us,get_del_p99_us,get_del_mean_us,get_ctrl_count,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_ctrl_mean_us,scan_count,scan_ops_sec,scan_keys_sec,scan_avg_keys_returned,scan_p50_us,scan_p95_us,scan_p99_us,scan_mean_us,scan_us_per_key,del_range_count,del_range_p50_us,del_range_p95_us,del_range_p99_us,del_range_mean_us,tombstones_count,union_deleted_keys,union_coverage_ratio_pct,block_cache_hits,block_cache_misses,block_cache_hit_rate,flush_count_total,flush_reason_range_del_count,flush_write_mb,compaction_read_mb,compaction_write_mb,stall_micros,compaction_drop_keys,write_amplification,l0_files_final,l1_files_final,l2_files_final,pending_compact_mb,total_sst_mb,sha256_checksum,sample_verified_ok,sample_verified_notfound,full_scan_ok
e2_val_0064_t000_r01,e2_val_0064_t000,"E2 Value 64B Default T=0",64,0,113.453,200000,1762.85,10000,61.865,237.294,395.546,87.5151,10648,55.961,17026.4,30903.2,3470.88,97741,19.723,26708.4,40647.5,6274.74,21611,45.856,6507.16,15925.3,1291.75,40000,352.57,8775.23,24.8894,291.145,24998,39986.5,5567.9,223.706,20000,121.715,333.34,518.533,149.104,20000,488017,97.6034,224850,9606,95.9029,0,0,0,0,0,0,0,0,0,0,0,0,37,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,PASS
e2_val_0064_t000_r02,e2_val_0064_t000,"E2 Value 64B Default T=0",64,0,120.085,200000,1665.49,10000,63.341,265.083,405.364,97.8763,10648,61.68,17827.4,31505.7,3753.34,97740,19.97,27634.5,40633.3,6658.79,21612,48.854,6859.86,16911.9,1367.95,40000,333.098,8290.59,24.8894,292.44,25503.1,39820.9,5831.77,234.308,20000,127.308,344.64,498.995,160.456,20000,488017,97.6034,224855,9606,95.9029,0,0,0,0,0,0,0,0,0,0,0,0,37,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,PASS
e2_val_0064_t000_r03,e2_val_0064_t000,"E2 Value 64B Default T=0",64,0,114.729,200000,1743.24,10000,60.685,234.048,388.843,83.8225,10648,57.752,17507.3,28707,3623.77,97740,19.146,26115.6,41339.6,6340.41,21612,46.464,6736.87,16879.6,1348.75,40000,348.647,8677.63,24.8895,281.728,24183.2,40296,5586.69,224.46,20000,121.017,329.062,484.235,145.223,20000,488017,97.6034,224856,9606,95.903,0,0,0,0,0,0,0,0,0,0,0,0,37,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,PASS
e2_val_0064_t256_r01,e2_val_0064_t256,"E2 Value 64B Fixed Threshold T=256",64,256,1.66622,200000,120032,10000,45.225,302.551,1083.33,95.5138,10647,22.355,113.151,160.201,37.5395,97739,12.003,130.204,167.368,38.7891,21614,18.79,81.295,120.516,30.5501,40000,24006.4,597536,24.8907,80.495,186.02,229.899,93.6497,3.76244,20000,86.025,358.938,1140.97,136.812,20000,488017,97.6034,293204,30634,90.5403,78,78,1,29,70,67118,493859,115.682,0,0,0,0,0,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,PASS
e2_val_0064_t256_r02,e2_val_0064_t256,"E2 Value 64B Fixed Threshold T=256",64,256,1.98442,200000,100785,10000,55.355,422.923,1209.67,131.847,10648,27.284,154.212,207.747,45.2067,97737,14.319,153.196,198.595,44.2577,21615,18.96,83.623,166.944,30.9109,40000,20157,501721,24.8907,85.889,233.789,306.531,106.705,4.28694,20000,103.427,499.466,1246.83,181.126,20000,488016,97.6032,288330,33450,89.6047,78,78,1,33,81,128495,493985,133.832,0,0,0,0,0,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,FAIL
e2_val_0064_t256_r03,e2_val_0064_t256,"E2 Value 64B Fixed Threshold T=256",64,256,1.94227,200000,102972,10000,52.957,362.248,1173.84,118.38,10649,27.825,154.116,201.045,46.2437,97737,14.395,151.678,190.923,44.9517,21614,19.339,92.765,167.263,32.3986,40000,20594.4,512618,24.8911,87.712,235.044,306.032,108.562,4.36146,20000,97.59,420.012,1191.31,163.858,20000,488017,97.6034,292047,30922,90.4257,78,78,1,33,71,114150,492697,117.862,0,0,0,0,1,d813080db9e577c5a281ae4327e4b99704e08a8133fc7f9404a9c798957bbf11,235,9765,PASS
e2_val_0256_t000_r01,e2_val_0256_t000,"E2 Value 256B Default T=0",256,0,108.532,200000,1842.78,10000,61.455,216.444,370.436,81.4194,10649,64.533,15823,26665.5,3438.75,97739,32.438,25599.7,40002.9,5950.6,21612,55.062,7043.33,15124.3,1364.93,40000,368.556,9173.51,24.8904,412.624,24174.6,39177.3,5344.07,214.704,20000,120.384,302.625,435.546,139.778,20000,488017,97.6034,463194,31449,93.6421,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e2_val_0256_t000_r02,e2_val_0256_t000,"E2 Value 256B Default T=0",256,0,115.545,200000,1730.93,10000,62.205,230.337,365.066,84.6257,10648,65.763,17382.5,29932,3552.84,97741,24.998,26250.3,41258.1,6359.98,21611,55.237,7075.1,16677.8,1396.05,40000,346.186,8616.36,24.8894,431.159,24466.6,40515.4,5691.54,228.673,20000,121.915,312.657,468.408,144.598,20000,488017,97.6034,463087,31436,93.6432,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e2_val_0256_t000_r03,e2_val_0256_t000,"E2 Value 256B Default T=0",256,0,115.408,200000,1732.98,10000,59.871,209.621,356.975,82.6882,10647,79.496,16999.7,33490.8,3484.55,97742,25.135,28239.1,41960.2,6387.74,21611,57.447,6363.19,15826.3,1342.81,40000,346.597,8626.57,24.8894,400.13,26539.1,41333.8,5649.71,226.993,20000,118.906,305.552,478.716,142.557,20000,488017,97.6034,463218,31429,93.6462,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e2_val_0256_t256_r01,e2_val_0256_t256,"E2 Value 256B Fixed Threshold T=256",256,256,2.52078,200000,79340.4,10000,65.745,985.523,3391.85,225.275,10649,36.328,162.974,208.708,52.9097,97738,15.592,150.793,181.266,45.2215,21613,22.784,106.051,181.325,38.3548,40000,15868.1,394989,24.8921,116.647,273.351,379.656,133.309,5.35548,20000,116.739,974.175,3409.3,272.418,20000,488016,97.6032,347067,109618,75.997,78,78,3,203,259,434481,493655,106.307,0,0,0,0,3,d0963569c605e2602dc7589296ca63a88dd7936dbe771b7d1052af236b2bc4bd,235,9765,PASS
e2_val_0256_t256_r02,e2_val_0256_t256,"E2 Value 256B Fixed Threshold T=256",256,256,2.33232,200000,85751.4,10000,51.438,1123.24,4512.59,249.808,10650,28.835,139.144,194.827,43.1383,97737,13.453,125.917,172.101,34.0832,21613,20.839,90.421,167.017,34.0431,40000,17150.3,426880,24.8906,97.282,251.191,370.489,114.068,4.58279,20000,93.764,1215.4,4805.26,295.185,20000,488017,97.6034,369111,105632,77.7496,77,77,3,197,248,663930,492586,101.598,0,0,0,0,3,,235,9765,FAIL
e2_val_0256_t256_r03,e2_val_0256_t256,"E2 Value 256B Fixed Threshold T=256",256,256,2.42473,200000,82483.3,10000,65.329,536.975,2248.73,172.402,10649,38.626,171.755,214.777,56.1618,97738,16.565,155.045,188.738,47.9737,21613,23.454,115.572,191.274,37.9793,40000,16496.7,410632,24.8918,123.221,297.589,395.912,142.537,5.72624,20000,119.565,626.518,2193.92,224.105,20000,488017,97.6034,359017,110328,76.4932,77,77,3,201,255,229344,492052,104.615,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
