exp_id,group_name,second_idx,elapsed_sec,completed_ops,progress_pct,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_del_ops,get_del_p50_us,get_del_p95_us,get_del_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p50_us,del_range_p95_us,del_range_p99_us,total_ops_interval,instantaneous_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,l1_files,l2_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,flush_range_del_reason_delta,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,cumulative_range_deletions,db_dir_mb
b1_put_025x_r01,b1_natural_flush_boundary,1,1.00025,25775,13.8922,148,151.366,1987.34,2183.32,246,163.69,1914.71,2275.53,7955,180.28,1977.69,2240.42,5539,263.606,2156.55,2438.39,77.3983,7.68554,9172,22.599,100.945,171.101,2727,57.655,159.478,277.14,25787,25787,4.00198,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,27353,22741,54.6033,0,2725,133.448
b1_put_025x_r01,b1_natural_flush_boundary,2,2.00438,35639,19.2087,56,781.029,3319.08,4272.16,96,749.95,3305.5,3466.4,2976,790.537,3225.96,3447.13,2115,905.499,3384.35,3590.91,52.4634,29.5142,3521,44.99,135.974,211.215,1097,93.806,194.834,262.374,9861,9861,5.00199,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,14157,2294,86.0556,0,3823,134.484
b1_put_025x_r01,b1_natural_flush_boundary,3,3.00551,42750,23.0414,29,1825.31,3841.2,4016.44,45,985.862,4170.06,4764.02,2245,1029.29,4139.21,4402.52,1566,1219.71,4336.17,4601.78,44.9349,47.1119,2442,46.096,135.302,202.459,775,95.948,200.45,316.619,7102,7102,6.002,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,10850,1011,91.4763,0,4599,135.202
b1_put_025x_r01,b1_natural_flush_boundary,4,4.00665,49144,26.4876,29,2311.92,4859.98,4920.57,87,1136.27,4932.96,5197.02,1962,1259.62,4996.57,5302.4,1362,1593.34,5124.82,5382.63,38.221,63.6102,2290,44.042,126.389,232.808,673,96,194.294,272.86,6403,6403,6.002,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,9377,613,93.8639,0,5271,135.875
b1_put_025x_r01,b1_natural_flush_boundary,5,5.00795,53775,28.9836,30,4774.84,10306.3,10712.3,52,5120.05,7434.4,10669.1,1424,2931.41,9067.94,10267.1,965,1940.89,9180.18,10625,34.9047,90.679,1655,52.815,210.047,370.328,496,122.678,298.329,456.239,4622,4622,7.00201,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,6874,337,95.3266,0,5768,136.36
b1_put_025x_r01,b1_natural_flush_boundary,6,6.00913,57699,31.0985,21,5989.16,6371.6,11077,40,1338.49,7128.99,9695.02,1183,5032.11,9798.61,11430,822,5819.92,10451,11519.1,32.5754,124.117,1447,60.737,222.918,346.923,411,125.674,294.329,396.512,3924,3924,7.00201,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,5753,227,96.204,0,6179,136.782
b1_put_025x_r01,b1_natural_flush_boundary,7,7.01015,61071,32.916,23,6379.04,12347.4,12631.5,34,6171.2,11136.9,11403.4,1053,6199.76,11896.3,12491.3,720,6006.19,11988.8,12537.4,29.8444,141.494,1172,63.849,222.927,397.526,371,129.568,322.695,490.195,3373,3373,7.00201,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,5101,182,96.555,0,6550,137.126
b1_put_025x_r01,b1_natural_flush_boundary,8,8.01113,64448,34.7361,24,6904.28,9336.73,13278.1,41,3685.68,7249.13,13354.9,1024,4044.64,12545.7,13486,714,3892.57,12925.8,13654.9,29.4706,149.899,1207,54.787,198.874,281.153,366,121.939,258.886,427.295,3376,3376,8.00201,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,5154,205,96.1747,0,6916,137.48
b1_put_025x_r01,b1_natural_flush_boundary,9,9.0121,68438,36.8866,20,7231.58,8116.82,8116.82,40,2417.08,13686.6,13931.5,1236,1941.68,8020.43,13681.7,865,2000.96,8167.7,14062.4,25.3792,141.696,1411,52.743,182.87,312.445,423,113.967,276.366,369.841,3995,3995,8.00201,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,6161,207,96.7494,0,7337,137.896
b1_put_025x_r01,b1_natural_flush_boundary,10,10.0132,71972,38.7914,17,3518.12,13773.3,13773.3,44,2744.56,9120.48,12268.9,1102,2072.16,10762,14917,756,2799.72,9042.45,15027.3,23.295,187.197,1200,50.38,180.735,318.68,410,100.866,262.892,378.041,3529,3529,9.00202,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,5356,127,97.6837,0,7749,138.25
