exp_id,group_name,progress_pct_idx,elapsed_sec,completed_ops,progress_pct,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_del_ops,get_del_p50_us,get_del_p95_us,get_del_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p50_us,del_range_p95_us,del_range_p99_us,total_ops_interval,instantaneous_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,l1_files,l2_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,flush_range_del_reason_delta,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,cumulative_range_deletions,db_dir_mb
e2_val_0064_t000_r01,e2_val_0064_t000,1,0.0166473,2000,1,1254,20.313,75.507,95.32,10,28.745,89.193,89.193,22,5.117,58.759,67.125,407,88.946,159.539,333.793,98.9779,1.13455,122,16.387,95.59,114.714,198,40.542,102.942,191.356,2013,2013,1.00196,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,281,2156,11.5306,0,198,38.0017
e2_val_0064_t000_r01,e2_val_0064_t000,2,0.0331108,4000,2,1192,58.522,133.374,193.17,33,54.552,164.707,168.152,81,32.594,129.761,160.01,375,110.101,213.082,264.39,91.8853,1.20354,101,12.871,69.697,94.996,220,40.116,96.216,122.109,2002,2002,1.00196,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,712,1579,31.0781,0,416,38.0224
e2_val_0064_t000_r01,e2_val_0064_t000,3,0.0550015,6000,3,1057,81.734,203.221,269.857,60,36.14,249.045,288.267,130,76.66,180.152,210.034,422,152.114,251.653,314.28,87.6256,1.52218,101,14.956,67.199,118.656,219,44.29,123.474,140.894,1989,1989,1.00196,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1084,1227,46.9061,0,636,38.0427
e2_val_0064_t000_r01,e2_val_0064_t000,4,0.0822874,8000,4,1053,69.307,305.046,382.497,73,131.266,262.281,308.629,161,4.781,262.976,409.193,428,105.897,337.234,447.173,87.5491,1.72503,81,18.191,104.552,156.637,204,47.633,134.046,151.166,2000,2000,1.00196,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1390,955,59.2751,0,838,38.0603
e2_val_0064_t000_r01,e2_val_0064_t000,5,0.11784,10000,5,981,24.456,414.517,558.318,80,18.693,461.559,548.842,215,9.134,453.124,553.18,438,113.778,489.718,633.134,81.7466,2.37724,99,24.116,103.697,152.195,187,53.23,127.337,159.139,2000,2000,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1537,742,67.4419,0,1028,38.0788
e2_val_0064_t000_r01,e2_val_0064_t000,6,0.171901,12000,6,952,35.545,726.443,814.367,113,180.729,739.828,778.231,256,120.831,732.287,806.113,394,173.067,811.088,925.966,79.5178,3.7222,92,34.758,136.569,196.569,189,73.91,194.262,243.3,1996,1996,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1659,544,75.3064,0,1217,38.0969
e2_val_0064_t000_r01,e2_val_0064_t000,7,0.245955,14000,7,903,103.956,948.384,995.77,109,260.18,970.24,1018.1,295,216.44,945.505,970.335,385,253.435,1078.76,1159.14,76.6623,5.24638,96,35.178,139.589,180.023,211,78.876,206.394,339.147,1999,1999,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1694,411,80.4751,0,1428,38.1166
e2_val_0064_t000_r01,e2_val_0064_t000,8,0.327914,16000,8,812,41.98,1105.47,1168.67,148,73.808,1115.06,1165.15,331,120.867,1103.53,1276.09,418,153.647,1200.35,1287.03,72.3589,5.63794,111,37.958,188.65,261.947,186,89.22,211.749,251.915,2006,2006,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1814,339,84.2545,0,1614,38.1364
e2_val_0064_t000_r01,e2_val_0064_t000,9,0.439871,18000,9,751,38.771,1444.81,1610.36,144,264.936,1483.53,1601.86,397,195.618,1397.14,1559.17,392,363.522,1584.38,1746.28,71.2577,8.96189,111,50.025,192.267,261.211,204,108.473,260.594,327.127,1999,1999,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1758,247,87.6808,0,1818,38.157
e2_val_0064_t000_r01,e2_val_0064_t000,10,0.56122,20000,10,753,289.6,1580.27,1732.88,135,310.18,1654.52,1717.3,405,131.473,1573.38,1703.37,390,246.74,1728.97,1885.99,67.8897,8.78794,99,51.43,156.205,202.539,215,101.59,244.568,279.488,1997,1997,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1807,180,90.9411,0,2032,38.1771
e2_val_0064_t000_r01,e2_val_0064_t000,11,0.689622,22000,11,709,39.895,1783.73,1900.35,161,32.47,1748.88,1828.66,458,126.873,1766.29,1941.63,388,193.792,1876.28,2060.37,64.8222,10.2653,91,52.67,125.275,177.78,190,107.636,276.404,386.549,1997,1997,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1793,152,92.1851,0,2223,38.1953
e2_val_0064_t000_r01,e2_val_0064_t000,12,0.880935,24000,12,646,326.738,2181.14,3447.11,163,241.032,2142.88,3478.05,476,159.898,2127.81,3513.87,389,493.572,2311.34,3758.26,65.09,15.7222,113,62.613,242.048,313.692,216,126.038,316,353.83,2003,2003,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1795,133,93.1017,0,2438,38.2167
e2_val_0064_t000_r01,e2_val_0064_t000,13,1.09615,26000,13,579,182.998,2238.63,3683.83,204,1428.03,2298.48,3766.08,497,450.999,2294.16,2866.42,399,470.359,2479.36,3861.67,56.7469,18.8498,104,63.177,232.662,440.546,215,118.692,386.2,489.07,1998,1998,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1838,111,94.3048,0,2653,38.2372
e2_val_0064_t000_r01,e2_val_0064_t000,14,1.33229,28000,14,591,467.015,2486.26,2771.03,167,346.038,2398.75,2869.57,526,541.771,2483.57,2720.78,407,413.063,2524.79,2719.49,56.3219,19.7419,102,61.437,186.485,271.046,214,118.671,273.699,362.506,2007,2007,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1845,91,95.2996,0,2864,38.2577
e2_val_0064_t000_r01,e2_val_0064_t000,15,1.55076,30000,15,535,38.236,2732.97,2944.29,211,34.75,2606.14,2694.74,555,14.117,2630.49,2873.18,403,182.698,2810.47,3138.59,52.9777,20.2304,114,62.371,245.808,359.611,200,123.154,326.771,411.346,2018,2018,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1833,65,96.5753,0,3067,38.2783
e2_val_0064_t000_r01,e2_val_0064_t000,16,1.77671,32000,16,499,27.349,2854.65,3120.88,190,30.328,2766.12,3013.33,647,11.785,2801.64,2969.13,369,197.386,2915.95,3188.39,53.0108,22.1109,95,61.223,159.436,423.59,175,118.929,249.894,402.207,1975,1975,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1773,62,96.6213,0,3242,38.2961
e2_val_0064_t000_r01,e2_val_0064_t000,17,2.00778,34000,17,496,33.778,3027.33,3219.68,178,27.496,3006.55,3253.75,629,10.94,2980.26,3142.06,419,172.144,3114.28,3295.04,53.074,22.4191,95,67.675,210.026,416.273,189,124.389,368.84,458.553,2006,2006,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1849,50,97.367,0,3431,38.3142
e2_val_0064_t000_r01,e2_val_0064_t000,18,2.31598,36000,18,436,495.135,3257.11,3490.87,194,189.637,3242.05,3386.02,657,353.037,3230.44,3332.07,388,507.255,3348.22,3594.68,46.0825,33.7084,107,61.072,203.317,226.345,213,116.071,273.288,440.549,1995,1995,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1765,55,96.978,0,3645,38.3352
e2_val_0064_t000_r01,e2_val_0064_t000,19,2.60504,38000,19,419,44.298,3401.04,3732.07,176,227.385,3444.91,3638.25,683,162.056,3386.91,3697.35,435,253.02,3515.34,3717.25,50.646,27.0959,115,61.317,219.939,327.08,185,116.124,273.322,314.881,2013,2013,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1914,29,98.5075,0,3827,38.3553
e2_val_0064_t000_r01,e2_val_0064_t000,20,2.89702,40000,20,427,40.324,3624.76,3882.63,174,52.433,3754.87,4319.59,697,12.859,3612,4382.13,417,278.152,3847.69,4414.6,45.8945,34.6892,106,63.816,207.383,285.74,191,130.924,359.072,610.92,2012,2012,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1911,22,98.8619,0,4020,38.3747
e2_val_0064_t000_r01,e2_val_0064_t000,21,3.22537,42000,21,382,221.743,3830.39,4153.73,199,117.314,3847.58,4319.19,701,14.802,3815.58,3986.21,394,386.359,3991.98,4383.03,46.1447,37.1042,103,70.767,239.524,405.404,197,120.021,345.636,439.546,1976,1976,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1791,21,98.8411,0,4218,38.3942
e2_val_0064_t000_r01,e2_val_0064_t000,22,3.57487,44000,22,372,54.175,4027.81,4230.38,187,269.238,3996.05,4167.04,746,16.626,4022.57,4361.67,392,261.868,4158.05,4263,41.0842,42.5742,110,62.146,174.715,281.681,193,119.723,317.502,451.917,2000,2000,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1754,27,98.484,0,4410,38.4142
e2_val_0064_t000_r01,e2_val_0064_t000,23,3.94241,46000,23,319,42.874,4295.36,4873.84,196,56.623,4329.14,7758.88,776,15.872,4233.63,4730.41,406,237.68,4415.53,5048.7,40.4951,46.5564,117,64.264,269.23,301.385,189,123.927,301.717,411.888,2003,2003,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1838,18,99.0302,0,4599,38.4347
e2_val_0064_t000_r01,e2_val_0064_t000,24,4.31897,48000,24,284,52.677,5252.36,8246.26,199,42.169,4432.39,8230.58,839,14.867,4429.38,8192.6,381,294.401,4601.51,8408.1,38.189,48.6891,103,70.384,321.836,445.566,192,140.393,350.622,414.371,1998,1998,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1755,27,98.4848,0,4792,38.4539
e2_val_0064_t000_r01,e2_val_0064_t000,25,4.71705,50000,25,298,42.854,5171.13,8581.57,218,40.158,4606.37,8417.36,790,13.403,5137.22,8581.93,408,269.566,8474.51,8861.94,42.2451,51.689,83,74.909,359.703,425.97,199,145,437.563,501.42,1996,1996,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1880,16,99.1561,0,4991,38.4714
e2_val_0064_t000_r01,e2_val_0064_t000,26,5.07176,52000,26,298,42.876,5308.92,9198.73,189,41.018,5032.25,9222.12,842,13.059,5267.64,9132.53,416,188.951,5033.12,9487.04,37.6611,38.7149,82,63.11,309.071,363.552,186,142.748,524.614,3450.08,2013,2013,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,1832,12,99.3492,0,5176,38.4884
