exp_id,group_name,desc,value_size,memtable_max_range_deletions,elapsed_sec,total_ops,overall_iops,put_count,put_p50_us,put_p95_us,put_p99_us,put_mean_us,get_aff_count,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_aff_mean_us,get_del_count,get_del_p50_us,get_del_p95_us,get_del_p99_us,get_del_mean_us,get_ctrl_count,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_ctrl_mean_us,scan_count,scan_ops_sec,scan_keys_sec,scan_avg_keys_returned,scan_p50_us,scan_p95_us,scan_p99_us,scan_mean_us,scan_us_per_key,del_range_count,del_range_p50_us,del_range_p95_us,del_range_p99_us,del_range_mean_us,tombstones_count,union_deleted_keys,union_coverage_ratio_pct,block_cache_hits,block_cache_misses,block_cache_hit_rate,flush_count_total,flush_reason_range_del_count,flush_write_mb,compaction_read_mb,compaction_write_mb,stall_micros,compaction_drop_keys,write_amplification,l0_files_final,l1_files_final,l2_files_final,pending_compact_mb,total_sst_mb,sha256_checksum,sample_verified_ok,sample_verified_notfound,full_scan_ok
b1_put_025x_r01,b1_natural_flush_boundary,"B1 Put 0.25x (16MB logical)",256,0,88.6343,185536,2093.28,65536,43.701,158.124,280.714,58.2289,1900,2812.85,24982.5,39022.7,6918.64,57058,2606.76,25551,39974.4,6903.4,1042,3149.46,25781.5,39833.4,7013.24,40000,451.293,11996.2,26.5819,2887.68,26126.3,40554.1,7137.82,268.521,20000,99.939,245.933,389.829,114.922,20000,475777,95.1554,322440,31070,91.211,0,0,0,0,0,0,0,0,0,0,0,0,130,527425296135f2d64e70ea8bd57e8c7eba01589204c3d7b56105ed02c6a445ee,468,9532,PASS
b1_put_025x_r02,b1_natural_flush_boundary,"B1 Put 0.25x (16MB logical)",256,0,101.176,185536,1833.8,65536,51.239,173.396,292.122,64.7225,1900,3928.87,28620.9,42622,8100.65,57058,3388.28,28240.7,42841.8,7904.25,1042,3759.52,28087.7,43496.4,8313.83,40000,395.352,10510,26.5839,3592.69,28592.9,42750,8108.41,305.012,20000,108.181,258.911,395.795,123.949,20000,475777,95.1554,322063,31072,91.2011,0,0,0,0,0,0,0,0,0,0,0,0,130,527425296135f2d64e70ea8bd57e8c7eba01589204c3d7b56105ed02c6a445ee,468,9532,PASS
b1_put_025x_r03,b1_natural_flush_boundary,"B1 Put 0.25x (16MB logical)",256,0,94.6234,185536,1960.78,65536,50.129,172.098,295.671,65.2392,1900,3260.32,27062.5,40801.4,7422.9,57058,3005.83,27067.3,40891.4,7363.4,1042,3046.16,27690.3,41584,7605.84,40000,422.728,11237.8,26.5839,3277.16,27293.4,41054.4,7620.67,286.665,20000,107.066,259.877,391.826,123.066,20000,475777,95.1554,322405,31146,91.1905,0,0,0,0,0,0,0,0,0,0,0,0,130,527425296135f2d64e70ea8bd57e8c7eba01589204c3d7b56105ed02c6a445ee,468,9532,PASS
b1_put_050x_r01,b1_natural_flush_boundary,"B1 Put 0.50x (32MB logical)",256,0,97.3765,251072,2578.36,131072,43.094,150.929,259.883,56.7502,2831,3152.34,28171.2,40811.7,7688.6,55502,3043.26,27859.5,41096.8,7571.69,1667,3212.12,27829.9,41188.3,7693.46,40000,410.777,11623.9,28.2974,3203.51,28278.8,41263.7,7774.98,274.76,20000,101.801,239.894,376.719,115.338,20000,462131,92.4262,300919,31123,90.6268,0,0,0,0,0,0,0,0,0,0,0,0,130,11afdab248afe093ec56eff73813b4f3aa5c3b23e17431c8f235ba4f653c9d1b,773,9227,PASS
b1_put_050x_r02,b1_natural_flush_boundary,"B1 Put 0.50x (32MB logical)",256,0,88.9708,251072,2821.96,131072,40.021,144.348,256.025,55.6628,2831,2513.01,26634.5,40705.1,7019.42,55502,2651.31,25524.6,40147.6,6914.27,1667,2187.98,25921,39622.8,7013.33,40000,449.586,12721.6,28.2962,2794.41,25743.2,40209.7,7085.29,250.397,20000,96.223,228.043,382.376,112.229,20000,462131,92.4262,301147,31135,90.6299,0,0,0,0,0,0,0,0,0,0,0,0,130,11afdab248afe093ec56eff73813b4f3aa5c3b23e17431c8f235ba4f653c9d1b,773,9227,PASS
b1_put_050x_r03,b1_natural_flush_boundary,"B1 Put 0.50x (32MB logical)",256,0,96.4252,251072,2603.8,131072,42.265,151.05,261.291,56.9152,2831,2531.36,30187.4,42737.8,7869.36,55502,2708.54,26913,41321.8,7477.84,1667,2906.64,27014.8,42888,7697.23,40000,414.829,11738.4,28.297,2835,27569.3,42016.4,7703.74,272.246,20000,100.127,237.451,363.155,115.094,20000,462131,92.4262,301040,31143,90.6247,0,0,0,0,0,0,0,0,0,0,0,0,130,11afdab248afe093ec56eff73813b4f3aa5c3b23e17431c8f235ba4f653c9d1b,773,9227,PASS
b1_put_075x_r01,b1_natural_flush_boundary,"B1 Put 0.75x (48MB logical)",256,0,93.6868,316608,3379.43,196608,42.72,145.159,244.596,55.9409,3616,2974.99,26685.4,34094.8,7150.18,54023,2987.53,26702.2,34243.6,7225.07,2361,2868.59,26905.5,35612.9,7308.94,40000,426.955,12641.3,29.608,3342.93,27091.6,34431.3,7512.67,253.737,20000,100.79,226.798,322.628,111.447,20000,449592,89.9184,291575,31068,90.3708,0,0,0,0,0,0,0,0,0,0,0,0,130,dc4bce3b8759a0f2fab051512ea5d9a1ff002185981cb1b8133816da477078fd,1036,8964,PASS
b1_put_075x_r02,b1_natural_flush_boundary,"B1 Put 0.75x (48MB logical)",256,0,87.4979,316608,3618.47,196608,39.503,133.252,225.837,51.8519,3616,2380.93,25424.2,35091.3,6640.45,54023,2514.9,25396.1,34523.3,6805.59,2361,2530.79,25368.3,34605.3,6865.31,40000,457.154,13535.5,29.6082,2700.49,25640.4,34642.7,6942.12,234.466,20000,94.867,208.453,299.217,102.264,20000,449592,89.9184,291843,31014,90.3939,0,0,0,0,0,0,0,0,0,0,0,0,130,dc4bce3b8759a0f2fab051512ea5d9a1ff002185981cb1b8133816da477078fd,1036,8964,PASS
b1_put_075x_r03,b1_natural_flush_boundary,"B1 Put 0.75x (48MB logical)",256,0,90.9024,316608,3482.95,196608,40.465,137.643,232.118,53.1504,3616,2785.34,27256.6,35267.8,7027.82,54023,2741.48,27532.1,34721.1,7074.9,2361,2925.11,28575.8,35494.5,7446.85,40000,440.032,13028.5,29.6081,2891.12,27419,34856.8,7180.95,242.533,20000,97.704,214.107,298.967,108.445,20000,449592,89.9184,299380,40262,88.1458,1,0,13,24,13,0,449679,0.274463,0,0,0,0,13,dc4bce3b8759a0f2fab051512ea5d9a1ff002185981cb1b8133816da477078fd,1036,8964,PASS
b1_put_125x_r01,b1_natural_flush_boundary,"B1 Put 1.25x (80MB logical)",256,0,45.3875,447680,9863.5,327680,40.762,130.853,223.385,52.6764,5347,965.991,14005.9,19007.5,3431.68,51114,981.677,13767,18287,3331.24,3539,1078.39,13359.2,18466,3347.85,40000,881.299,28732.1,32.602,1181.48,14034.5,18514.8,3498.41,107.307,20000,100.391,217.837,297.755,108.343,20000,425654,85.1308,236618,45056,84.0042,1,0,18,31,23,0,410417,0.292979,0,0,0,0,23,9abae3ac3e5d8a8b97af12b4662092d2887aab36a197e4859868bc20b81b7843,1529,8471,PASS
