exp_id,elapsed_sec,total_ops,overall_iops,put_count,put_p50_us,put_p95_us,put_p99_us,put_mean_us,get_aff_live_count,get_aff_live_p50_us,get_aff_live_p95_us,get_aff_live_p99_us,get_aff_live_mean_us,get_del_count,get_del_p50_us,get_del_p95_us,get_del_p99_us,get_del_mean_us,get_ctrl_count,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_ctrl_mean_us,scan_count,scan_ops_sec,scan_keys_sec,scan_avg_span,scan_avg_keys_returned,scan_p50_us,scan_p95_us,scan_p99_us,scan_mean_us,scan_us_per_key,del_range_count,del_range_p50_us,del_range_p95_us,del_range_p99_us,del_range_mean_us,tombstones_count,union_deleted_keys,union_coverage_ratio,overlap_factor,compaction_read_mb,compaction_write_mb,flush_write_mb,stall_micros,compaction_drop_keys,l0_files_final,pending_compact_mb,total_sst_mb,sample_verified_ok,sample_verified_notfound,full_scan_ok
p3_point_heavy_rep1,195.047,200000,1025.4,19983,47.682,203.702,676.234,77.3188,6455,77.43,9896.34,27128.3,2007.95,107940,65.895,39846.4,59086.5,9358.13,35484,63.055,36610.7,56968.9,7202.45,9985,51.1929,1461.59,99.9931,28.5507,1023.43,39206.7,59570.7,9021.94,315.997,20153,105.495,353.607,1107.63,144.597,20153,399965,0.79993,10.0744,0,0,0,0,0,0,0,114.529,1932,8068,PASS
p3_point_heavy_rep2,193.048,200000,1036.01,19983,48.923,221.968,763.151,83.5237,6556,100.79,9949.15,29901.1,2231.36,107806,188.751,41068,59507.8,9601.79,35517,73.193,38071.5,56482.2,7490.17,9985,51.7229,1483.07,99.9931,28.6734,1085.35,41285.6,60262,9365.02,326.61,20153,108.744,377.456,1087.58,152.512,20153,399965,0.79993,10.0744,0,0,57.2723,0,0,0,0,114.529,1936,8064,PASS
p3_point_heavy_rep3,191.046,200000,1046.87,19983,47.04,214.379,554.015,73.1526,6504,88.081,9342.83,25553.6,2007.31,107866,87.355,39837.7,60039.5,9301.29,35508,69.296,35352.8,57262.4,7107.52,9985,52.265,1496.14,99.9931,28.6261,1123.25,39204.9,61757.5,9102.45,317.977,20153,105.804,361.111,901.922,140.274,20153,399965,0.79993,10.0744,0,0,0,0,0,0,0,114.534,1935,8065,PASS
p3_scan_heavy_rep1,211.554,200000,945.387,19983,53.777,149.461,279.514,66.9072,913,221.246,9659.58,24207.5,2250.81,14289,1489.14,41300.6,61991.3,10337.1,4646,89.866,35538.4,56831.9,7271.85,140016,661.846,18611,99.99,28.1198,844.073,40466.5,60269.7,9580.99,340.72,20153,113.462,236.994,501.699,129.326,20153,399965,0.79993,10.0744,0,0,0,0,0,0,0,114.51,1941,8059,PASS
p3_scan_heavy_rep2,210.554,200000,949.876,19983,51.701,145.827,279.95,64.4325,900,174.829,7753.16,25652.6,2010.81,14300,751.108,40954.9,60278.7,10085,4648,100.263,35926.3,55343.5,7424.6,140016,664.989,18694,99.99,28.1118,863.018,40056.7,59672.3,9467.32,336.774,20153,109.689,251.026,543.742,128.981,20153,399965,0.79993,10.0744,0,0,0,0,0,0,0,114.53,1940,8060,PASS
p3_scan_heavy_rep3,199.04,200000,1004.82,19983,48.624,143.237,268.468,64.231,894,161.07,9781.22,25201.3,2112.88,14313,347.169,38670.3,57686,9004.01,4641,96.007,35037.8,54836.9,7031.52,140016,703.455,19801.1,99.99,28.1483,577.677,37979.8,54823.7,8488.45,301.561,20153,106.576,230.025,432.741,118.929,20153,399965,0.79993,10.0744,0,0,0,0,0,0,0,114.522,1933,8067,PASS
