exp_id,group_name,second_idx,elapsed_sec,completed_ops,progress_pct,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_del_ops,get_del_p50_us,get_del_p95_us,get_del_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p50_us,del_range_p95_us,del_range_p99_us,total_ops_interval,instantaneous_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,l1_files,l2_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,flush_range_del_reason_delta,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,cumulative_range_deletions,db_dir_mb
e2_val_0064_t000_r01,e2_val_0064_t000,1,1.00014,25101,12.5505,11404,38.345,1585.18,2022.54,1339,121.666,1880.64,2156.25,3486,87.385,1869.37,2208.22,5048,149.695,1850.12,2247.65,77.9699,5.37824,1276,36.708,143.524,250.435,2556,75.716,218.124,345.548,25109,25109,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,18343,8735,67.7413,0,2553,38.2279
e2_val_0064_t000_r01,e2_val_0064_t000,2,2.00284,33956,16.978,2350,49.046,2850.83,3067.6,836,39.237,2808.59,3019.07,2576,14.667,2821.37,3059.45,1761,230.533,2943.44,3172.18,54.2095,20.7804,451,62.339,210.011,359.611,873,120.604,306.328,425.131,8847,8847,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,8084,309,96.3184,0,3429,38.314
e2_val_0064_t000_r01,e2_val_0064_t000,3,3.00377,40689,20.3445,1426,52.717,3576.56,3769.99,618,61.806,3607.68,3918.06,2314,16.624,3516.58,3783.06,1357,356.513,3677.53,3990.72,47.6478,31.8805,365,62.667,219.939,375.096,661,119.999,315.152,440.549,6741,6741,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,6122,113,98.1877,0,4089,38.3814
e2_val_0064_t000_r01,e2_val_0064_t000,4,4.00476,46286,23.143,987,51.841,4211.55,4703.8,541,136.568,4221.21,4746.69,2075,16.557,4182.14,4627.51,1141,276.485,4327.59,4601.51,41.681,43.7261,307,63.411,230.818,301.385,540,122.216,302.109,424.718,5591,5591,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,5159,63,98.7936,0,4629,38.4375
e2_val_0064_t000_r01,e2_val_0064_t000,5,5.00548,51737,25.8685,794,42.956,5002.97,8273.05,552,40.253,4768.05,8395.12,2247,13.261,4879.07,8557.98,1109,242.492,5005.63,8857.2,39.4509,45.5776,242,68.004,339.713,425.97,521,143.489,419.315,3107.36,5465,5465,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,4973,51,98.9849,0,5148,38.4858
e2_val_0064_t000_r01,e2_val_0064_t000,6,6.00641,56479,28.2395,608,257.922,5468.97,9842.08,460,198.357,6143.62,9852.9,2024,244.819,5507.72,9687.68,911,386.771,5538.22,9604.64,34.6498,59.5654,234,64.062,207.037,328.023,489,127.613,322.775,548.861,4726,4726,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,4165,38,99.0959,0,5640,38.5324
e2_val_0064_t000_r01,e2_val_0064_t000,7,7.00698,60132,30.066,383,62.713,5916.51,10877.8,372,62.931,5971.72,10809.4,1619,122.834,6207.2,10897.6,737,355.69,6308.8,10983.8,33.0556,82.7242,187,74.292,256.891,341.915,355,149.363,323.431,490.046,3653,3653,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3327,21,99.3728,0,5995,38.5676
e2_val_0064_t000_r01,e2_val_0064_t000,8,8.00793,63691,31.8455,348,41.018,6261.41,11494.9,325,255.799,6754.52,11771.3,1662,14.987,10830.1,11814.3,692,426.305,11210.9,11805.5,29.0578,108.774,178,73.967,328.782,426.686,356,146.359,393.682,466.419,3561,3561,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3136,22,99.3034,0,6351,38.6018
e2_val_0064_t000_r01,e2_val_0064_t000,9,9.00882,67563,33.7815,357,356.574,8130.23,12287.6,319,53.531,6841.98,12320.1,1846,16.584,6827.86,12284.2,786,436.874,7045.77,12541.3,29.7163,88.1721,187,62.232,226.701,409.262,375,130.257,304.861,429.831,3870,3870,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3627,27,99.2611,0,6726,38.6385
e2_val_0064_t000_r01,e2_val_0064_t000,10,10.0098,71311,35.6555,317,61.377,7258.29,13086.7,333,43.605,7412.81,13494,1781,15.904,7432.19,13103.7,757,286.882,10370.3,13482.4,24.3435,117.167,193,60.591,231.725,319.124,367,126.478,315.862,5612.79,3748,3748,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3622,19,99.4782,0,7093,38.6753
e2_val_0064_t000_r01,e2_val_0064_t000,11,11.0107,74826,37.413,252,45.754,7797.15,14740.8,296,223.127,7757.44,14136.8,1744,15.985,7807.77,14368,711,279.454,7898.26,14374.6,21.647,125.07,174,65.073,280.305,399.68,338,125.752,362.802,455.707,3515,3515,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3424,16,99.5349,0,7431,38.7087
e2_val_0064_t000_r01,e2_val_0064_t000,12,12.0114,77801,38.9005,181,452.964,12788.1,15538.2,227,474.344,8384.68,14981,1470,418.766,9772.38,15267.2,601,1941.21,8396.79,15500.8,21.0283,164.315,159,55.546,238.365,477.373,337,124.172,324.192,489.799,2975,2975,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,2955,11,99.6291,0,7768,38.7408
e2_val_0064_t000_r01,e2_val_0064_t000,13,13.0119,80628,40.314,174,2009.34,8614.74,14151,227,2000.1,8695.82,15779.7,1431,1081.88,8609.81,15750.9,543,2054.72,8919.95,16258.2,20.1713,186.76,143,61.182,188.767,271.786,309,121.187,234.575,396.595,2827,2827,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,2689,6,99.7774,0,8077,38.7701
e2_val_0064_t000_r01,e2_val_0064_t000,14,14.0122,83863,41.9315,178,398.116,9123.22,9227.73,218,46.046,9074.09,13620,1738,15.49,9005.7,9208.17,650,316.976,9154.05,9371.75,20.4323,148.349,159,61.681,273.302,382.824,292,121.033,319.212,499.163,3235,3235,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3183,13,99.5932,0,8369,38.7999
e2_val_0064_t000_r01,e2_val_0064_t000,15,15.013,86855,43.4275,168,37.798,9600.17,17676.1,225,31.229,9495.14,9712.68,1615,14.006,9515.05,17279.8,578,243.094,9588.91,15496.8,19.301,168.74,127,53.72,303.546,399.584,279,128.97,321.699,423.674,2992,2992,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,3017,11,99.6367,0,8648,38.8259
e2_val_0064_t000_r01,e2_val_0064_t000,16,16.0138,89198,44.599,107,90.106,9851.48,17390.1,153,883.218,14939.6,18425.5,1251,2099.37,9944.99,18417.5,450,2167.11,10017,16298,16.0044,257.803,130,54.417,223.989,353.551,252,117.756,278.558,403.324,2343,2343,2.00197,0,0,0,0,0,0,0,0,37.9145,0,0,0,0,0,2362,7,99.7045,0,8900,38.851
