exp_id,group_name,second_idx,elapsed_sec,completed_ops,progress_pct,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_del_ops,get_del_p50_us,get_del_p95_us,get_del_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p50_us,del_range_p95_us,del_range_p99_us,total_ops_interval,instantaneous_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,l1_files,l2_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,flush_range_del_reason_delta,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,cumulative_range_deletions,db_dir_mb
e4_ts_t0064_r01,e4_ts_t0064,1,1.00019,34016,17.008,99,22.022,86.936,109.336,423,23.678,77.247,119.921,21511,19.915,67.838,104.886,6827,143.617,347.826,417.359,71.7485,2.33411,1727,51.884,7425.83,17936.7,3429,96.235,8909.83,17512.7,34016,34016,1.00196,0,0,0,0,0,0.588604,0,1,129.629,53,120.819,193.258,0.687819,672272,90891,66788,57.6431,131244,3429,195.112
e4_ts_t0064_r01,e4_ts_t0064,2,2.00303,44469,22.2345,38,36.922,106.926,171.399,135,40.978,120.362,183.04,6574,27.681,86.532,129.772,2111,191.592,344.739,436.65,45.9308,4.38219,577,130.148,32374.8,43957.4,1042,172.58,30788.6,51575.2,10477,10477,0.00195312,1,0,0,0,0,0.0897636,1,1,59.5568,16,140.028,148.923,0.207906,906054,27112,45643,37.2648,141792,4466,62.0051
e4_ts_t0064_r01,e4_ts_t0064,3,3.00425,64300,32.15,52,30.235,86.45,106.383,248,39.858,93.772,111.526,12674,19.944,77.908,108.347,3937,149.731,311.105,373.73,34.9375,4.76762,969,108.951,18461.1,36904.5,1927,168.219,21199.3,36793.2,19807,19807,2.00197,0,0,0,0,0,0.140612,0,1,42.6307,29,120.71,146.169,0.388846,779872,39154,45372,46.3218,66377,6398,46.3308
e4_ts_t0064_r01,e4_ts_t0064,4,4.00679,89807,44.9035,80,35.429,93.316,113.479,301,44.805,85.55,100.932,16217,18.101,79.098,112.423,5086,135.96,305.94,383.829,21.9031,7.03708,1264,128.909,18328.2,36179.5,2564,181.322,12660.9,34906.1,25512,25512,1.00196,0,0,0,0,0,0.214917,0,1,28.1522,40,128.149,153.539,0.518851,717967,46159,45351,50.4415,69224,8958,53.5635
e4_ts_t0064_r01,e4_ts_t0064,5,5.01127,134973,67.4865,146,42.183,133.817,173.251,581,49.759,115.964,155.462,28739,20.207,88.012,123.244,9043,134.555,293.697,416.851,11.4242,13.0797,2179,182.186,4250.44,13118.9,4515,250.296,3772.07,14137.1,45203,45203,2.00197,0,0,0,0,0,0.155321,0,1,11.2282,69,90.3309,113.278,0.8707,477157,69567,36621,65.5131,53216,13474,13.6097
e4_ts_t0064_r02,e4_ts_t0064,1,1.00023,26451,13.2255,79,21.989,86.464,94.492,325,24.055,88.95,113.651,16691,20.54,81.478,120.914,5320,145.114,395.779,479.087,76.9395,2.43161,1345,48.904,12241.1,26664.1,2691,92.361,11577.7,26494.4,26451,26451,1.00196,0,0,0,0,0,0.45482,0,1,129.495,41,108.237,177.839,0.52848,746302,71925,59142,54.8765,91926,2691,178.93
e4_ts_t0064_r02,e4_ts_t0064,2,2.0032,41932,20.966,50,31.362,101.748,111.9,198,39.437,98.159,135.773,9787,23.414,79.535,111.205,3122,177.6,329.366,406.408,50.2389,3.70982,805,96.937,21224.2,40576.5,1519,155.212,21441.1,46734.2,15481,15481,1.00196,0,0,0,0,0,0.191417,0,1,69.4265,24,126.93,133.535,0.323282,808220,38397,46158,45.4107,153502,4210,93.968
e4_ts_t0064_r02,e4_ts_t0064,3,3.00475,61753,30.8765,53,37.336,102.771,111.482,255,39.279,97.51,130.045,12623,20.942,82.334,113.151,3958,153.144,314.453,400.432,36.4949,4.7253,1002,111.935,20606.9,54298.6,1937,162.834,17479.2,45997.1,19828,19828,2.00197,0,0,0,0,0,0.143128,0,1,44.8363,29,164.645,196.275,0.383594,792330,41394,57178,41.9937,87380,6146,53.5115
e4_ts_t0064_r02,e4_ts_t0064,4,4.00709,87189,43.5945,80,35.546,108.056,374.021,302,44.127,101.847,127.657,16221,17.957,79.112,113.182,5048,136.165,314.513,393.471,23.0836,6.7042,1244,127.654,9110.81,31905.1,2540,174.366,10963.3,43033,25435,25435,1.00196,0,0,0,0,0,0.210098,0,1,29.3445,40,120.999,148.345,0.514137,726691,46345,44035,51.2779,66225,8681,47.3072
e4_ts_t0064_r02,e4_ts_t0064,5,5.00947,130002,65.001,139,30.638,108.959,144.489,553,45.036,122.484,176.369,27215,17.914,85.244,118.543,8559,120.694,282.796,389.233,12.199,11.1064,2080,154.7,2839.73,20156.6,4288,223.113,1369.82,20630.5,42834,42834,0.00195312,1,0,0,0,0,0.147061,1,1,12.1382,66,109.757,136.12,0.82622,539203,66901,41758,61.5697,61076,12959,22.5169
