exp_id,group_name,progress_pct_idx,elapsed_sec,completed_ops,progress_pct,get_ctrl_ops,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_aff_ops,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_del_ops,get_del_p50_us,get_del_p95_us,get_del_p99_us,scan_ops,scan_p50_us,scan_p95_us,scan_p99_us,scan_avg_keys,scan_us_per_key,put_ops,put_p50_us,put_p95_us,put_p99_us,del_range_ops,del_range_p50_us,del_range_p95_us,del_range_p99_us,total_ops_interval,instantaneous_iops,active_memtable_mb,immutable_memtable_count,memtable_flush_pending,l0_files,l1_files,l2_files,pending_compaction_mb,running_flushes,running_compactions,total_sst_mb,flush_range_del_reason_delta,compaction_read_mb_delta,compaction_write_mb_delta,flush_write_mb_delta,write_stall_micros_delta,block_cache_hits,block_cache_misses,block_cache_hit_rate,tombstones_dropped_delta,cumulative_range_deletions,db_dir_mb
b1_put_025x_r01,b1_natural_flush_boundary,1,0.0207872,1855,1,12,25.047,107.802,107.802,17,21.624,68.173,68.173,569,24.411,81.89,98.549,387,148.342,205.771,223.385,98.5116,1.53644,679,15.307,62.002,134.576,199,37.099,99.769,265.742,1863,1863,1.00196,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,680,3373,16.7777,0,197,130.959
b1_put_025x_r01,b1_natural_flush_boundary,2,0.0369604,3710,2,9,51.854,108.527,108.527,18,84.408,128.563,128.563,590,75.009,135.235,155.416,390,153.721,239.189,265.577,93.7513,1.67435,650,14.491,57.389,70.876,198,35.537,76.985,91.725,1855,1855,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,1025,2953,25.7667,0,396,131.149
b1_put_025x_r01,b1_natural_flush_boundary,3,0.057341,5565,3,17,145.703,207.801,207.801,19,123.72,216.609,216.609,535,121.954,205.645,225.136,404,197.799,294.883,342.464,92.4455,2.01285,675,13.334,59.321,89.874,199,36.538,88.033,95.126,1849,1849,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,1310,2633,33.2234,0,596,131.346
b1_put_025x_r01,b1_natural_flush_boundary,4,0.080189,7420,4,10,111.172,330.395,330.395,23,87.587,240.281,261.918,580,156.709,277.791,317.594,407,199.323,349.473,385.746,85.3489,2.22341,647,13.727,58.818,77.837,187,38.593,80.295,99.107,1854,1854,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,1572,2284,40.7676,0,783,131.535
b1_put_025x_r01,b1_natural_flush_boundary,5,0.108299,9275,5,12,220.864,434.257,434.257,18,213.837,345.825,345.825,546,203.309,342.041,435.065,398,273.378,421.964,515.509,85.9824,2.81357,681,15.114,61.426,93.564,203,41.04,93.707,120.446,1858,1858,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,1774,1962,47.4839,0,985,131.733
b1_put_025x_r01,b1_natural_flush_boundary,6,0.1433,11130,6,11,15.493,536.274,536.274,14,232.712,516.378,516.378,590,265.624,467.612,537.717,405,288.754,557.772,605.49,80.958,3.41643,636,18.537,74.625,109.052,205,49.094,129.918,160.523,1861,1861,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,1956,1727,53.1089,0,1189,131.92
b1_put_025x_r01,b1_natural_flush_boundary,7,0.19313,12985,7,5,394.54,670.811,670.811,13,236.749,685.418,685.418,580,297.124,698.598,762.108,401,429.002,817.765,913.884,77.8229,5.53482,650,22.755,89.347,133.204,203,58.045,116.126,209.272,1852,1852,2.00197,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,2112,1554,57.6105,0,1394,132.111
b1_put_025x_r01,b1_natural_flush_boundary,8,0.261252,14840,8,15,300.543,1496.19,1496.19,23,336.581,961.699,1016.12,572,392.048,1067.73,1254.92,383,502.135,1189.5,1415.15,74.9269,7.66062,646,24.604,114.301,175.718,215,68.883,165.794,195.206,1854,1854,3.00198,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,2168,1235,63.7085,0,1606,132.301
b1_put_025x_r01,b1_natural_flush_boundary,9,0.370118,16695,9,11,846.252,1610.29,1610.29,18,361.433,1551.52,1551.52,583,683.084,1561.73,1747.48,418,633.685,1774.86,2002.7,72.2153,11.7733,623,37.278,129.605,247.069,198,89.62,181.56,309.38,1851,1851,3.00198,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,2407,1188,66.9541,0,1806,132.486
b1_put_025x_r01,b1_natural_flush_boundary,10,0.480109,18550,10,13,294.178,1749.6,1749.6,22,368.616,1677.68,1688.83,546,463.365,1713.66,1866.56,405,671.327,1921.48,2017.7,69.2543,13.3615,695,36.096,110.362,183.271,175,84.977,164.754,264.318,1856,1856,3.00198,0,0,0,0,0,0,0,0,130.686,0,0,0,0,0,2499,945,72.561,0,1981,132.688
