threshold,runs_count,iops_mean,iops_std,scan_us_per_key_mean,scan_us_per_key_std,scan_p99_us_mean,scan_p99_us_std,put_p99_us_mean,put_p99_us_std,get_del_p99_us_mean,get_del_p99_us_std,flush_count_mean,flush_count_std,cwa_mean,cwa_std,pwa_mean,pwa_std,compaction_drop_keys_mean,compaction_drop_keys_std,total_sst_mb_mean,total_sst_mb_std
0,3,2409.4599999999996,101.93432624325668,210.683,8.737141523404551,33617.4,268.12463519788895,262.284,5.482437110142422,33384.86666666667,229.59733351142228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0
64,3,49822.63333333333,537.5162405815198,5.362960000000001,0.22162033405503803,368.3533333333333,15.113984039807507,2962.39,400.412297763193,97.801,3.2500670762308883,310.0,0.0,54.67184761904762,1.4175547829379957,55.78361904761905,1.417554782937993,534314.0,668.6558656488902,6.0,0.0
256,3,119850.0,5840.737339297724,4.116073333333333,0.049155365480845904,356.647,9.844415303443204,881.0826666666667,247.29897526992613,157.76866666666666,4.106808763775375,78.0,0.0,16.59855238095238,0.3617594415004797,17.651809523809522,0.3617594415004797,529544.0,724.4915458443943,6.666666666666667,0.4714045207910317
2048,3,30157.666666666668,833.3879062130812,18.156833333333335,0.5115920922853371,1906.03,7.617453642786441,296.7386666666667,3.9257663653808477,1741.5333333333335,9.516667250437845,9.0,0.0,6.5536,0.0,7.4313142857142855,0.0,510701.6666666667,0.9428090415820634,8.0,0.0
