benchmark,runs_count,scan_us_per_key_mean,scan_us_per_key_std,scan_p99_us_mean,scan_p99_us_std,get_ctrl_p99_us_mean,get_ctrl_p99_us_std,put_p99_us_mean,put_p99_us_std,flush_count_mean,flush_count_std,total_sst_mb_mean,total_sst_mb_std
"LS24-DensityPreserved-Clean (Same Trajectory, No DeleteRange)",3,0.7895673333333333,0.00500117041856759,113.75133333333333,3.705561076124494,23.451999999999998,0.18168287389477972,45.502,4.531092657038331,0.0,0.0,26311.333333333332,0.4714045207910317
