exp_id,group_name,desc,value_size,memtable_max_range_deletions,elapsed_sec,total_ops,overall_iops,put_count,put_p50_us,put_p95_us,put_p99_us,put_mean_us,get_aff_count,get_aff_p50_us,get_aff_p95_us,get_aff_p99_us,get_aff_mean_us,get_del_count,get_del_p50_us,get_del_p95_us,get_del_p99_us,get_del_mean_us,get_ctrl_count,get_ctrl_p50_us,get_ctrl_p95_us,get_ctrl_p99_us,get_ctrl_mean_us,scan_count,scan_ops_sec,scan_keys_sec,scan_avg_keys_returned,scan_p50_us,scan_p95_us,scan_p99_us,scan_mean_us,scan_us_per_key,del_range_count,del_range_p50_us,del_range_p95_us,del_range_p99_us,del_range_mean_us,tombstones_count,union_deleted_keys,union_coverage_ratio_pct,block_cache_hits,block_cache_misses,block_cache_hit_rate,flush_count_total,flush_reason_range_del_count,flush_write_mb,compaction_read_mb,compaction_write_mb,stall_micros,compaction_drop_keys,write_amplification,l0_files_final,l1_files_final,l2_files_final,pending_compact_mb,total_sst_mb,sha256_checksum,sample_verified_ok,sample_verified_notfound,full_scan_ok
e3_get_heavy_t0256_r02,e3_get_heavy_t0256,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 256",256,256,2.29696,200000,87071.6,10000,54.017,1258.84,3634.73,240.699,2570,33.335,147.768,192.388,48.5171,126812,15.129,127.724,171.053,35.0294,618,31.591,141.82,177.468,45.1173,40000,17414.3,433457,24.8908,98.609,259.12,363.802,116.477,4.6795,20000,95.405,1256.71,3669.7,277.804,20000,488017,97.6034,366165,109854,76.9223,78,78,3,202,260,603245,492619,106.559,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t0256_r03,e3_get_heavy_t0256,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 256",256,256,1.93248,200000,103494,10000,48.689,798.654,1582.11,141.096,2570,33.218,147.394,194.457,48.5596,126812,15.713,127.72,174.566,35.5093,618,28.6,143.419,170.411,43.7576,40000,20698.8,515200,24.8903,101.063,266.815,363.225,118.265,4.75146,20000,91.095,831.661,1542.49,179.915,20000,488017,97.6034,376076,108299,77.6415,78,78,3,194,246,256603,493347,101.092,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t0512_r01,e3_get_heavy_t0512,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 512",256,512,2.66982,200000,74911.4,10000,50.486,297.388,495.998,92.3557,2570,48.108,283.107,360.402,90.7906,126812,22.018,258.112,327.912,74.2635,618,43.99,275.325,353.618,84.3819,40000,14982.3,372915,24.8905,142.255,360.494,465.585,165.881,6.66446,20000,103.85,361.16,550.976,144.006,20000,488017,97.6034,311793,99597,75.7901,39,39,3,167,221,0,493051,90.626,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t0512_r02,e3_get_heavy_t0512,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 512",256,512,2.28254,200000,87621.8,10000,42.35,236.396,410.848,78.4939,2570,38.895,259.549,340.194,76.2307,126812,16.83,242.504,313.16,63.333,618,37.053,253.642,333.408,72.5102,40000,17524.4,436190,24.8905,117.902,330.952,409.98,141.335,5.67828,20000,89.681,293.352,477.407,121.934,20000,488017,97.6034,315614,100124,75.9166,39,39,3,173,221,0,493050,90.6258,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t0512_r03,e3_get_heavy_t0512,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 512",256,512,2.17823,200000,91817.8,10000,42.784,238.054,410.1,78.01,2570,37.514,228.171,320.096,72.1822,126812,16.84,216.281,299.141,58.1373,618,30.179,226.56,298.601,64.2897,40000,18363.6,457059,24.8895,120.942,312.265,395.656,139.658,5.61112,20000,87.364,288.649,454.859,119.491,20000,488017,97.6034,345366,94556,78.5062,39,39,3,155,204,0,491637,83.6527,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t1024_r01,e3_get_heavy_t1024,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 1024",256,1024,4.20671,200000,47543,10000,48.393,290.138,465.449,90.5904,2570,58.687,639.279,782.587,168.01,126812,24.964,601.488,767.263,145.507,618,44.762,628.565,909.705,155.243,40000,9508.61,236665,24.8895,164.062,712.969,903.055,239.462,9.621,20000,105.421,366.3,523.738,146.227,20000,488017,97.6034,260252,86680,75.0153,19,19,3,120,189,0,486994,77.6297,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t1024_r02,e3_get_heavy_t1024,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 1024",256,1024,4.16695,200000,47996.7,10000,47.99,263.275,442.248,88.3387,2570,59.659,579.179,722.338,168.202,126812,33.804,550.888,689.419,143.11,618,51.765,596.514,709.943,158.283,40000,9599.34,238919,24.8892,178.535,661.013,818.617,241.547,9.7049,20000,101.511,326.752,511.691,141.437,20000,488017,97.6034,261103,86919,75.0249,19,19,3,122,189,0,486999,77.6205,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t1024_r03,e3_get_heavy_t1024,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 1024",256,1024,3.86834,200000,51701.8,10000,42.51,225.561,353.496,74.824,2570,49.241,567.226,697.827,148.678,126812,27.863,554.293,687.017,135.183,618,47.684,573.306,710.868,142.631,40000,10340.4,257362,24.8891,156.906,663.991,828.358,225.239,9.04973,20000,95.041,287.017,417.143,122.085,20000,488017,97.6034,253986,86730,74.5448,19,19,3,118,189,0,487006,77.6193,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t2048_r01,e3_get_heavy_t2048,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 2048",256,2048,7.00912,200000,28534.2,10000,50.561,254.919,402.001,82.7492,2570,51.686,1374.42,1677.18,299.578,126812,27.507,1334.8,1670.6,275.951,618,47.138,1431.78,1788.78,310.938,40000,5706.85,142038,24.889,182.847,1470.81,1823.18,383.782,15.4198,20000,105.53,321.516,474.611,132.957,20000,488017,97.6034,253489,63160,80.0536,9,9,3,63,108,0,488826,44.3939,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t2048_r02,e3_get_heavy_t2048,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 2048",256,2048,7.96184,200000,25119.8,10000,58.213,284.194,423.884,91.8031,2570,60.919,1443.93,1736.05,324.405,126812,33.663,1418.33,1754.27,314.061,618,50.965,1446.64,1678.23,317.893,40000,5023.96,125049,24.8905,211.642,1575.14,1962.22,436.551,17.5389,20000,119.188,356.543,493.635,150.218,20000,488017,97.6034,252651,63232,79.9825,9,9,3,63,108,0,488824,44.4027,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_get_heavy_t2048_r03,e3_get_heavy_t2048,"E3 Get-heavy (Get 80%, Scan 10%, Put 5%, Del 5%) Threshold 2048",256,2048,8.15567,200000,24522.8,10000,58.773,286.471,442.961,94.9629,2570,66.297,1461.52,1858.17,346.662,126812,40.821,1435.32,1742.71,321.564,618,47.245,1394.32,1809.17,322.214,40000,4904.57,122065,24.8881,217.664,1589.62,1913.28,444.592,17.8636,20000,121.623,355.422,496.583,155.569,20000,488017,97.6034,250957,63287,79.8606,9,9,3,63,108,0,488826,44.3939,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0000_r01,e3_scan_heavy_t0000,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 0",256,0,115.898,200000,1725.65,10000,62.132,230.734,360.665,83.9984,2570,61.137,24707.2,39114.7,5388.59,126812,58.382,24647,39922.3,5321.29,618,79.365,23706.7,38929.7,5033.76,40000,345.13,8589.6,24.888,417.118,25112.6,40242.2,5711.62,229.493,20000,122.576,311.504,460.138,144.76,20000,488017,97.6034,463073,31434,93.6434,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0000_r02,e3_scan_heavy_t0000,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 0",256,0,114.321,200000,1749.46,10000,61.994,224.939,370.189,82.4489,2570,129.463,24884.2,39225.9,5355.01,126812,55.802,24805.9,39577,5259.84,618,58.525,25677.4,39322.1,5246.02,40000,349.892,8708.57,24.8893,422.078,25106.7,39772.5,5598.5,224.936,20000,121.582,312.558,476.748,143.8,20000,488017,97.6034,463607,31403,93.6561,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0000_r03,e3_scan_heavy_t0000,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 0",256,0,111.075,200000,1800.58,10000,61.237,227.14,380.19,82.0337,2570,101.316,25994.6,39852.1,5469.9,126812,62.46,24278.9,38998,5101.39,618,71.502,25871.8,41873.1,5384.86,40000,360.115,8962.56,24.888,431.239,24638,38816,5440.64,218.605,20000,122.506,312.639,462.422,145.719,20000,488017,97.6034,463768,31474,93.6447,0,0,0,0,0,0,0,0,0,0,0,0,130,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0064_r01,e3_scan_heavy_t0064,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 64",256,64,5.71065,200000,35022.3,10000,133.113,4733.04,25788.3,1120.76,2570,42.597,101.349,147.5,47.884,126812,18.467,81.121,115.696,29.5871,618,36.025,98.544,131.335,41.6495,40000,7004.46,174371,24.8943,130.033,317.318,416.688,150.933,6.06294,20000,203.91,4812.33,24611.9,1146.91,20000,488017,97.6034,364270,261620,58.2003,308,308,3,646,820,3509120,494833,335.943,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0064_r02,e3_scan_heavy_t0064,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 64",256,64,5.74985,200000,34783.5,10000,142.883,6335.04,25653.8,1177.88,2570,41.62,99.175,136.369,46.7677,126812,18.318,77.416,113.042,28.7847,618,35.125,94.367,148.903,42.0774,40000,6956.7,173189,24.8952,128.802,310.8,398.94,149.524,6.00613,20000,214.021,5662.19,22546.8,1146.51,20000,488017,97.6034,364683,262883,58.1107,308,308,3,650,822,3543114,495152,336.734,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0064_r03,e3_scan_heavy_t0064,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 64",256,64,6.25459,200000,31976.5,10000,162.912,5921.59,26717.6,1271.19,2570,42.703,109.135,162.276,49.4527,126812,19.627,84.322,122.625,30.1666,618,35.64,104.35,152.464,42.6138,40000,6395.3,159187,24.8913,134.277,326.202,425.346,155.405,6.24335,20000,231.228,5671.47,25800.5,1273.78,20000,488017,97.6034,362494,277448,56.6448,308,308,3,701,878,3957241,494645,359.693,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0128_r01,e3_scan_heavy_t0128,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 128",256,128,2.86038,200000,69920.7,10000,82.341,2294.75,7489.13,419.464,2570,30.85,108.627,142.633,40.9008,126812,15.805,89.38,122.092,27.6169,618,28.861,106.581,140.66,39.4042,40000,13984.1,348090,24.8917,102.6,263.352,352.446,118.94,4.77827,20000,127.942,2348.89,6980.45,453.39,20000,488017,97.6034,373636,155762,70.5775,155,155,3,316,419,1148894,494084,171.703,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0128_r02,e3_scan_heavy_t0128,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 128",256,128,3.26725,200000,61213.5,10000,78.803,2178.93,11714.9,511.011,2570,35.713,117.149,152.224,45.1411,126812,16.606,93.514,129.454,29.871,618,28.531,101.444,137.213,38.1245,40000,12242.7,304721,24.89,107.987,280.881,396.836,125.49,5.0418,20000,126.076,2102.5,11399,541.476,20000,488017,97.6034,372316,158785,70.1027,155,155,3,316,438,1480863,494840,179.487,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0128_r03,e3_scan_heavy_t0128,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 128",256,128,3.38819,200000,59028.5,10000,95.848,2357.57,8904.78,473.634,2570,38.982,121.959,164.626,49.4025,126812,17.715,98.815,140.58,33.0608,618,35.885,111.429,138.821,41.7368,40000,11805.7,293857,24.8911,118.586,299.576,423.293,140.196,5.63235,20000,153.852,2483.02,9086.08,552.785,20000,488017,97.6034,371766,161235,69.7496,155,155,3,323,444,1394536,494524,181.994,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0256_r01,e3_scan_heavy_t0256,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 256",256,256,2.39144,200000,83631.5,10000,62.796,842.068,2339.68,176.646,2570,41.904,177.856,216.204,62.2649,126812,18.184,151.834,190.365,46.0395,618,37.872,171.813,211.379,55.2072,40000,16726.3,416347,24.8918,119.405,297.861,409.62,139.21,5.59262,20000,109.922,917.143,2366.94,225.74,20000,488017,97.6034,345159,113912,75.1864,78,78,3,210,269,313928,493232,110.53,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0256_r02,e3_scan_heavy_t0256,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 256",256,256,2.36164,200000,84686.8,10000,53.27,1132.27,4757.31,257.492,2570,33.587,143.424,198.274,48.0168,126812,15.136,125.434,173.765,35.3696,618,27.313,137.364,189.057,42.8153,40000,16937.4,421591,24.8912,96.168,259.6,391.564,115.09,4.62372,20000,96.287,1174.86,4801.31,298.05,20000,488017,97.6034,360278,107345,77.0445,78,78,3,201,255,666439,493171,104.607,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0256_r03,e3_scan_heavy_t0256,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 256",256,256,2.16919,200000,92200.2,10000,50.798,789.842,2876.57,177.634,2570,35.884,156.654,203.853,51.7118,126812,15.255,135.377,177.581,37.829,618,30.597,154.46,206.849,48.2362,40000,18440,459009,24.892,104.366,274.756,388.54,124.095,4.98536,20000,93.64,928.122,2727.76,225.99,20000,488017,97.6034,372037,101658,78.5394,78,78,3,170,234,388059,493078,96.0677,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0512_r01,e3_scan_heavy_t0512,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 512",256,512,2.62707,200000,76130.4,10000,42.878,240.964,416.675,77.3021,2570,48.678,292.995,364.042,90.6989,126812,23.422,275.477,341.558,76.4369,618,43.534,268.122,347.566,82.3551,40000,15226.1,378971,24.8896,139.181,379.117,482.011,165.909,6.6658,20000,92.533,297.318,464.609,122.96,20000,488017,97.6034,308889,99160,75.699,39,39,3,165,221,0,493044,90.6609,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0512_r02,e3_scan_heavy_t0512,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 512",256,512,2.81465,200000,71056.7,10000,47.834,281.969,507.094,93.4497,2570,51.65,298.353,359.554,96.5243,126812,24.851,271.961,329.035,79.2871,618,44.202,292.563,343.225,86.8696,40000,14211.3,353728,24.8905,152.893,381.043,480.284,176.833,7.10444,20000,99.915,342.703,565.627,145.924,20000,488017,97.6034,314106,98696,76.0912,39,39,3,163,221,0,493046,90.6624,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t0512_r03,e3_scan_heavy_t0512,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 512",256,512,2.67262,200000,74833,10000,48.321,286.546,472.544,90.6963,2570,51.237,295.266,353.223,94.782,126812,23.162,263.581,324.331,75.8644,618,40.401,273.789,343.604,83.3537,40000,14966.6,372526,24.8905,140.773,359.693,450.447,164.408,6.60526,20000,103.181,352.454,521.39,142.083,20000,488017,97.6034,297566,98105,75.2054,39,39,3,159,221,0,493052,90.6247,0,0,0,0,3,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t1024_r01,e3_scan_heavy_t1024,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 1024",256,1024,3.98168,200000,50230,10000,46.642,280.267,446.132,87.2629,2570,50.532,604.968,741.987,158.975,126812,24.999,556.462,706.983,137.402,618,58.736,569.829,739.365,149.411,40000,10046,250050,24.8905,162.276,655.248,836.602,228.732,9.18954,20000,101.315,330.999,515.949,137.789,20000,488017,97.6034,260814,86733,75.0442,19,19,3,121,189,0,487006,77.6197,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t1024_r02,e3_scan_heavy_t1024,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 1024",256,1024,3.57801,200000,55897,10000,41.006,223.778,341.283,73.0883,2570,40.174,541.363,680.596,133.348,126812,21.634,526.083,658.211,123.246,618,36.528,550.92,671.861,131.961,40000,11179.4,278235,24.8882,142.535,624.174,764.026,206.595,8.30092,20000,92.525,279.238,402.46,121.545,20000,488017,97.6034,262863,87094,75.1129,19,19,3,123,189,0,487005,77.6164,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
e3_scan_heavy_t1024_r03,e3_scan_heavy_t1024,"E3 Scan-heavy (Get 30%, Scan 50%, Put 10%, Del 10%) Threshold 1024",256,1024,3.43292,200000,58259.5,10000,41.658,235.638,349.449,74.5665,2570,41.145,538.064,681.558,131.784,126812,21.467,515.676,658.924,117.146,618,36.56,506.69,692.361,118.49,40000,11651.9,290021,24.8905,139.664,610.347,766.13,199.549,8.01708,20000,92.701,290.16,420.382,120.012,20000,488017,97.6034,266708,87118,75.3783,19,19,3,123,189,0,487006,77.6164,0,0,0,0,4,0b87da07ae1feadb91234b8a1484e2962a5202941b122582ee738689b6e1500f,235,9765,PASS
