threshold,phase,phase_true_iops_mean,phase_true_iops_std,scan_us_per_key_mean,scan_us_per_key_std,scan_p99_us_mean,scan_p99_us_std,put_p99_us_mean,put_p99_us_std,get_del_p99_us_mean,get_del_p99_us_std
0,Phase A (Read Sensitive),7318.812581156111,805.4575394436331,14.795640606060607,1.4989849360813798,9453.822666666665,2056.484104008803,341.1214,35.85281895899772,8596.954,2111.0579877139007
0,Phase B (Write Burst),5660.279047416409,98.97887247784321,40.79017878787878,0.6670151017408928,18064.579999999998,84.85422794416402,290.5173333333333,9.74211725698727,15898.479999999998,1479.8070652622253
0,Phase C (Read Recovery),3117.8515534765174,16.632665099414826,31.141947058823533,0.2212181597522094,21566.891666666666,1083.30308644698,306.34324999999995,9.045971043232433,21472.931666666664,1164.4508584187763
256,Phase A (Read Sensitive),48313.50288406515,3500.2260493224026,3.6289456565656564,0.3027328881256253,10558.655333333321,5773.419275707435,1395.828933333333,784.0156896216695,3277.4853333333326,854.8183379663512
256,Phase B (Write Burst),63627.846778339765,14265.995801931798,4.228384141414142,0.3698880106316225,11181.273333333329,8215.730314815079,2505.246333333333,1943.3593905822518,1921.4729999999993,1410.6068950677459
256,Phase C (Read Recovery),37016.55192031251,7545.141455830249,5.013307843137255,1.189910532735992,25163.37999999999,5938.86777444293,4018.2283666666626,5147.234001923974,1157.455833333331,774.3805502659194
2048,Phase A (Read Sensitive),35763.19218263133,7850.057060718562,4.210634747474747,0.8372211779907239,7253.196,6091.612338461031,332.0606666666666,191.31527927483702,2493.034266666666,2076.8250559209214
2048,Phase B (Write Burst),51249.34656561721,10183.330415550552,5.730376060606059,0.8273149542408987,20663.78866666666,9721.995393327623,200.37793333333332,51.07409933611707,1667.9926666666654,173.5368476862728
2048,Phase C (Read Recovery),33819.24625602949,4206.929308483727,4.679784019607843,0.5245398319418275,21271.475,3278.435000944304,295.258066666666,222.65302187712052,1420.7306333333318,416.68922189556866
