benchmark,runs_count,scan_us_per_key_mean,scan_us_per_key_std,scan_p99_us_mean,scan_p99_us_std,get_ctrl_p99_us_mean,get_ctrl_p99_us_std,put_p99_us_mean,put_p99_us_std,flush_count_mean,flush_count_std,total_sst_mb_mean,total_sst_mb_std
LS24-Clean (No DeleteRange),3,1.171902,0.5356367559512696,535.3526666666667,330.34281573372965,127.28066666666666,87.86635683936272,44.107,7.09163244018376,0.0,0.0,26312.0,0.0
